"V1","V2","V3","V4"
0.618661720479202,0.771195241378387,0,61
0.910373406530406,0.595553309524438,0,62
0.696312201773131,0.807291508493483,1,61
0.564365425548126,0.462925871621361,1,4
0.63773978408687,0.899473462795518,1,57
0.548201227447799,0.926859600550713,1,63
0.579119534424955,1.01881601526289,1,7
0.536597441558907,0.90972068474369,1,64
0.57685280193803,0.640646411680138,1,44
0.596247374969231,0.931881983145811,1,43
0.874407773233471,0.823539877324844,1,66
0.843163879445561,0.861688080342456,1,57
0.708113652234005,0.626887327156597,1,31
0.705281682587663,1.15120171944752,0,64
0.69416766731772,0.761637863623478,0,21
0.655954086703186,0.798453697752712,1,15
0.593018377238812,0.580993286583598,0,11
0.503797992736457,1.09621455436862,1,64
0.729348127947729,1.01918387764591,1,40
0.657570436750397,0.825895248734867,1,3
0.777176209199502,0.556177056945279,1,47
0.662125999961925,0.874881424363661,1,61
0.421839144001829,0.665708440857462,1,42
0.698576221769557,0.555008459251985,1,44
0.793106239604419,0.621438239422359,1,18
0.435704223335053,1.16259316760894,1,59
0.730021745593863,0.966042233065474,1,36
0.56464673011231,0.62907685982142,0,17
0.78687923001565,0.697260397586695,1,48
0.836810389908043,0.857109376163049,1,56
0.429458329362061,1.28948525678399,1,25
0.593928163120723,0.774296298685694,0,24
0.629107810297817,1.04887045991967,1,35
0.697303912857818,0.962029264530255,1,25
0.661372424517219,0.778848990613975,1,4
0.656906034447992,0.926923835087573,1,54
0.739307047051475,0.929760371562621,0,39
0.519639649692105,1.03378890537516,1,49
0.578608915367666,0.912347465890761,1,1
0.609151116175729,0.90365069914469,1,32
0.713589141135459,0.77361221081279,1,25
0.712761124352298,0.686961226844023,0,22
0.519317961686013,0.933595504432545,1,21
0.669485914728569,0.892425290610924,1,46
0.634368772114173,0.72785248508941,1,41
0.772247997668167,0.885061089596304,1,22
0.667573979625642,0.851269970206597,1,61
0.673494797517591,0.833422946152121,0,15
0.755477371299974,0.826376706446047,1,62
0.8639235495604,0.65717046529686,0,5
0.73085741695707,0.996611296490382,1,25
0.629941565519282,0.903560730850576,0,63
0.649193833269718,1.26228748081978,1,58
0.602280090616167,0.858663311033999,0,32
0.939130016270014,0.500117608878077,1,37
0.794773612623422,0.637444891289598,1,53
0.594045849084304,0.7700661085696,1,53
0.727570438325354,0.794165115712755,1,50
0.839070399813917,0.576456278234881,1,1
0.618344834583442,0.958115693477248,1,50
0.681175829126207,1.37236503349537,0,45
0.605920386985002,0.650594823850748,1,35
0.85331201865885,0.506317636843919,1,59
0.652123565237851,1.2110101659574,1,45
0.786234409283596,0.726435477270019,0,15
