"V1","V2","V3","V4"
0.913436880934591,1.22609517957021,1,27
0.632200496864062,1.0030594136206,2,38
0.589276123292061,1.23865974824892,2,105
0.527676934574885,0.875263797938797,2,92
0.690582635357906,1.12748179637457,2,85
0.707928028681183,0.878256352989631,0,83
0.60575465909523,2.59755578345132,2,103
0.703665860091959,0.46981318013778,1,58
0.721200462106563,1.03771212320741,2,63
0.687656714230189,1.3741343039046,1,90
0.69844573953978,1.40456649595869,2,100
0.812748739405272,0.835167279221672,1,5
0.692888702637137,0.860490479964076,0,67
0.445176953125366,0.536179588885749,0,28
0.660549841895752,1.16572477856,1,109
0.474933152293118,1.01089358077204,1,88
0.591059283934185,1.6855322411925,0,102
0.693454727896148,1.50036980620619,1,93
0.667061522865627,1.2752659419982,1,20
0.589195520960004,1.61613960276565,2,11
0.764977342251522,1.30370988621043,0,83
0.756114104416444,0.970140599966609,2,81
0.736095908337905,0.870147720174432,1,73
0.451389542697762,0.488171728479726,1,90
0.614204896753748,1.29116816991214,2,55
0.829163643983305,0.493490123304989,2,49
0.660195837972892,0.566051637870461,0,36
0.599541058160228,0.960366959544003,0,63
0.667399000704194,0.799774357111423,1,53
0.691178608575718,1.4781256743291,1,97
0.815078622303733,1.14860276911631,0,87
0.681483348325681,0.912855900613739,0,7
0.659021605964418,0.854529187634018,2,28
0.746679087777656,0.559309278730906,1,2
0.870943949867879,0.639937544638731,2,2
0.695159613586699,2.14750147580765,1,101
0.595514728911557,0.887917674461464,1,22
0.49481757941718,1.22406079645805,2,74
0.831513260368475,0.544097020913454,1,9
0.817472117387847,0.589163570034442,1,19
0.957864062239145,0.693865930254856,1,2
0.801217322214937,1.29910795875048,1,84
0.747615075650318,0.474064083875325,2,45
0.451898862297863,0.753087052217949,0,85
0.689828224253463,0.702687789232223,1,91
0.739279878252145,0.9870431825244,2,86
0.543962986668787,0.560944344550905,2,53
0.592766673233629,1.44272016759632,2,89
0.661534127018844,1.27405776692318,2,94
0.677419609557202,0.478137691008981,1,106
0.668319883293401,1.2628054178335,1,48
0.907682303937976,1.21092373543023,1,108
0.589322234657275,0.969870021355029,2,109
0.636820708798816,1.26048639562331,2,62
0.597040040179531,1.00025280768206,2,66
0.653350486126997,0.76873986077536,2,7
0.643286347905327,0.536151773428338,2,94
0.832787222788519,1.14218963345017,2,54
0.700668823832369,0.858714672523225,0,42
0.633092001689726,0.79745044740071,1,35
0.614863248115912,0.836384165792307,0,44
0.889262503393875,0.533431017653582,0,104
0.635322836801104,1.04543346793591,2,95
0.713395844969422,0.986994614912451,1,73
0.630246036049864,1.14477047769357,2,81
0.479237768708725,0.93489018312991,0,90
0.652779621935314,1.02006119605057,1,99
0.791133727542771,1.27672810848976,1,94
0.555505180172595,2.55801691037905,0,101
0.681295069493444,1.29902476562453,1,80
0.544852694391646,1.25869148158831,1,105
0.855619685332615,0.520533541413734,2,20
0.648627077077687,1.29792170419654,1,29
0.607192200578108,1.36848343925657,1,57
0.648060656216878,1.28977555518095,1,103
0.877248003931293,0.511547132580912,1,62
0.723547222242402,1.03739963295582,0,79
0.561079061345184,0.665559154579868,2,56
0.685842833718346,1.66882392029024,2,108
0.699916602049961,1.57526065656565,2,108
0.723818719467239,0.758633302062201,2,60
0.573499088587725,0.971521900692192,2,42
0.606520949431108,1.33535642950388,0,81
0.509879528160405,1.23251982965365,1,102
0.521349415304608,0.900150322302885,1,62
0.612145033684897,0.948483353750918,1,97
0.631959177109134,0.890371499406373,1,67
0.641979259590292,1.31350619025829,0,101
0.675670362363245,0.622924129243806,0,13
0.606531557029417,0.887624406759746,0,56
0.635825160535694,0.902404598799938,1,96
0.680936551914513,0.852711432580049,0,58
0.750121091751659,0.583760622619432,1,7
0.534837912124037,1.59558308512626,1,95
0.664031327100345,1.03302021647989,2,104
0.438425061439711,0.71753171995776,2,17
0.524227131821373,0.949649871519992,0,59
0.756956390450897,0.891263494950432,0,51
0.670505453655336,0.834821325004233,1,21
0.659347990959336,0.944199162422085,2,81
0.544571863865831,0.683286289473482,2,61
0.701197675387149,0.469601627583272,1,57
0.709433838474076,0.86160109025144,1,81
0.617212760148561,4.74664028057984,2,105
0.674655386926118,1.57267463486531,0,104
0.810418455210278,1.03872966551566,1,80
0.594463554908762,0.780729486429257,1,27
0.770393116605268,0.855838957940149,1,3
0.679906484085912,0.921602797154752,1,95
0.786819424591988,0.649743757999422,2,8
0.679443927348654,1.12453561632312,2,34
0.749492714106813,0.616683029891885,1,31
0.614698799102603,1.04993795766,0,73
0.595517836185721,0.857026058883232,1,52
0.482128593298074,1.00322964675607,2,64
0.500820172832897,0.653961818844748,1,16
0.64248994530754,0.763331652608708,0,71
0.666322192808863,0.897805648729717,2,94
0.840664991729675,1.29941017683209,2,62
0.826225535654375,1.24700990484132,2,78
0.866570920913202,0.891190212523975,2,48
0.773591190530671,0.955523377156591,2,43
0.705418753803688,1.30310167857881,2,97
0.53158849221509,0.644000979971549,2,64
0.702367961271585,1.45660195668172,2,94
0.698182077682476,1.05138815083767,1,79
0.536741356904844,1.22153230869398,1,95
0.574273350845118,1.91573604327589,1,93
0.671373349991218,0.69331647842807,1,31
0.675898766662854,1.0318599484722,2,69
0.76047609258094,0.875197091919394,0,94
0.611031544738237,1.21645345957124,2,21
0.503834209007285,0.766645657635767,1,50
0.593328739937479,0.866439125341015,2,31
0.871465863814855,0.612237511634734,1,54
0.776427309480399,0.956162277722827,0,91
0.791631995135592,0.765899248073878,2,69
0.722078283061674,1.22150276331814,0,63
0.627766339260716,0.962337895951795,0,83
0.789798082353199,0.592980574614446,1,38
0.518031942392057,0.92476064107588,2,78
0.670859513536822,2.06853629309749,1,80
0.449231865838682,0.631694789468628,2,49
0.611446901039392,1.14281814946807,0,65
0.589757369673513,0.943470755094085,2,42
0.534484702001161,0.711419371059625,0,11
0.54946547689347,0.471105990225256,2,69
0.521410048510466,1.40798996214268,1,102
0.593633845794451,1.18825606370005,2,107
0.670795542751514,0.976060446844022,1,25
0.663621133510708,0.82954360669084,1,55
0.72709779045828,1.2664071068896,2,94
0.666621251816814,1.29610064005616,2,105
0.857427021281081,0.499043435903773,2,70
0.602846584150034,2.85627053440191,2,105
0.688517865888199,0.609218521422421,2,16
0.620666201049766,0.88411425125831,1,37
0.6020557304823,1.85291869539868,2,107
0.858224933984262,0.69229151700905,2,25
0.64571696217426,1.89738738197874,1,97
0.760285710041814,0.911763924931491,1,43
0.480218574918104,0.88500762140616,0,28
0.735529201031843,1.38735702188256,2,76
0.929358913429032,0.665664020681538,0,5
0.795965216400695,0.641481094733033,1,28
0.685618810078836,1.25294997154125,1,65
0.552058523162937,0.751623152026725,2,59
0.598677626644014,1.35744964259622,1,102
0.817403182944038,1.75781722706929,1,104
0.632027682900746,0.790242073101037,2,45
0.75843678543219,0.595689508953644,2,5
0.749332141523409,0.943533598492031,0,68
0.631400213634768,0.697641449172533,2,56
0.694893579457496,1.01060427001823,1,43
0.996964083464314,0.604186481959891,2,22
0.757544361854385,0.929090909757629,2,37
0.426992030272944,0.512580918772323,1,35
0.652627583132271,1.61677037311486,2,104
0.649724595234982,1.41528571488592,2,107
0.62676065165749,0.903882361265121,2,51
0.672684191088244,0.633452955701345,1,71
0.707602612170986,0.554715743677711,1,14
0.801429548472882,1.38356232958921,2,107
0.744150773194689,0.681429776925379,2,17
0.664523650325685,0.950218957982755,0,54
0.57734564928068,0.633744704802506,1,88
0.697659304764165,0.719845077588027,0,7
0.600159981159237,0.671571020199983,2,31
0.573735985710147,1.39304307565756,0,97
0.514581071547703,1.22581881901557,1,84
0.8851775551266,0.481291328283555,1,60
0.764867786472537,0.545393300725769,1,101
0.692594156742973,0.598898819737773,1,9
0.612462597921642,0.878880810973217,1,95
0.669340587563063,0.929230129796348,1,47
0.686193624920745,1.05939922378389,0,93
0.498103038933753,0.530222768942008,1,74
0.937195464060835,0.662922779241879,0,74
0.495639323421941,2.23928860906088,1,101
0.455499406548392,2.71146393533405,0,108
0.682726389234044,0.691364764600179,2,104
0.696956114555796,1.07409145092256,0,86
0.675438943023689,1.53540661889885,0,104
0.648856688997204,0.44155706419653,1,82
0.64921794656791,1.3231381788129,0,102
0.679115408003111,1.30701288449112,1,78
0.703100579923969,1.02313691499025,1,77
0.568870169700821,1.63152373869441,1,96
0.789766792665045,0.534209319463959,2,46
0.66242486329843,3.53937922177688,2,109
0.654533058512786,0.802406309422478,2,26
0.723411274079862,2.1524450062017,0,75
0.660043820635155,0.51714766583453,2,69
0.663106243536352,1.30934057363905,2,52
0.682850489343482,0.928876470671229,1,46
0.77320878182411,0.842097332496014,2,16
0.590972009752772,0.844141215151857,1,26
0.73238130748253,1.12540865223513,2,39
0.596354442448458,0.589919851925008,1,30
0.678973398158348,0.938027052820593,2,61
0.969854660168006,0.817055527561119,0,74
0.661243145180837,0.607749906102669,2,26
0.840465916994206,3.20514158511719,1,105
0.698867355345997,1.16376886789408,0,19
0.702374341136146,0.969109197916066,0,60
0.992013797310671,0.590056266643782,1,30
0.571627776864442,1.15283294144462,0,61
0.679775073738195,1.28236812072678,2,105
0.635153958734551,2.04225996875037,0,56
0.774316995024429,0.931571678445954,1,52
0.660972474717729,1.21453413026505,1,97
0.805319279788812,1.67890070736019,2,75
0.729357951392152,0.996702314114821,0,24
0.598390852447634,0.844644771456133,1,70
0.65294138725048,1.92730976438466,2,81
0.519975136070961,0.701676573250354,2,47
0.716693806066109,0.840011963246025,2,87
0.352774451483166,1.07067727648141,2,66
0.589643557709159,0.491385295900611,1,38
0.569057972543831,0.990650248923142,2,58
0.606066870600021,0.79708924124471,1,83
0.582724057333385,1.42188632006541,1,72
0.663073922973934,0.943505613312586,1,35
1.07897044624275,0.606010010444147,2,42
0.562692509617584,0.672272215916745,1,56
0.673870185381839,1.06201865242437,0,88
0.770504444329394,1.25984976405345,1,109
0.545715654097403,0.955660048709048,0,75
0.599525364909245,0.86692767546279,0,91
0.539985615697911,1.66095004394746,2,63
0.722949468980349,1.49249904783578,2,57
0.651891017773564,0.497552358911886,2,64
0.736840112872447,1.23185303961487,1,81
0.790426779586826,1.02787528227764,1,96
0.687388192586122,0.766171397796939,0,15
0.658743899710604,0.953050549810729,1,53
0.658715748578308,0.945227090365117,1,76
0.761414808375863,1.16103028347661,2,101
0.774981222603076,0.385705418266447,1,105
0.529445735584247,4.67297479674791,2,94
0.936468092396461,0.531968306620623,2,28
0.602307681360666,0.734583418385114,1,28
0.548513553935627,1.05062628581086,2,59
0.440856321437948,1.06215521429642,0,48
0.893535083950243,2.01659231423687,2,65
0.758206240336716,0.655693557925819,0,26
0.645883487969996,0.915451169355915,1,50
