"V1","V2","V3","V4"
0.799666903460421,0.830192663249563,1,8
0.922441120035265,0.805815880828467,1,21
0.75371567799465,0.887493212610707,0,26
0.495023935482466,0.663072171917244,0,16
0.825995560109805,0.675286761593294,0,19
0.591996264965545,0.708480463754355,1,11
0.701269504450166,0.833319944549118,1,8
0.610453369630423,0.602366411709839,0,12
0.798261525009165,0.585418929240448,1,12
0.584363657083329,0.648196112411548,0,4
0.666274373966049,0.538713574791488,1,22
0.526563117958191,0.671187262550261,1,5
0.711212885590374,0.699881155565174,1,30
0.472604452314141,1.69978485636191,1,33
0.771651057989744,0.57151807354681,1,16
0.816643029961026,0.810425778245727,1,20
0.832193200850493,0.660824870803296,0,31
0.98179463302996,0.86964967818231,0,21
0.547264920037161,0.848691115105877,1,30
0.679146742712705,0.657714437476315,0,6
0.613087811681675,0.537156080030412,1,23
0.576731772737551,0.735936765518574,0,26
0.579697743637395,0.657087832452459,1,3
0.564730655784105,0.756826140691301,1,23
0.761463610992386,0.86510236594765,0,3
0.6673153281128,0.68655787387312,1,10
0.778900381915905,0.616082396880808,0,22
0.799866281355207,0.710415618209142,1,6
0.831982801657908,0.65173352016237,1,34
0.725010354715375,0.825725413835601,0,6
0.839413194101268,0.65180560151076,1,7
0.512985821101202,0.711303804709381,1,36
0.722931455142536,0.692943262864582,1,22
0.66292498876302,0.792205963491419,1,0
0.485014810052124,1.02108841789103,1,27
0.717673823589174,0.634411968025952,1,29
0.603777639191852,0.656615510503975,1,34
0.651236187401842,0.976910707975406,1,5
0.601840349460123,0.709191275092173,0,7
0.729945588846383,0.777343589693591,0,7
0.508801194204143,0.819037628579897,0,9
0.726059137661725,0.661141317051594,1,32
0.684421430124585,0.69365433240794,0,12
0.642458682428114,0.576220534502706,0,14
0.767425753971492,0.571098265924306,1,29
0.463712590649973,0.718806688506404,1,12
0.954524306225021,0.571130887364341,1,19
0.719913323839125,0.875752122190585,0,11
0.65269093487254,1.01364100194045,1,32
0.571814963312606,0.609714429249408,1,20
0.798567266597815,0.570421559040044,1,36
0.539953479054248,0.561359221432311,0,15
0.41528029057853,0.644999026104331,0,23
0.769240084088823,0.655419444297926,0,30
0.574777526521296,0.842961356281835,1,13
0.666301637519974,0.84900950851202,0,22
0.630186885097776,0.545454917771426,1,2
0.554141124543991,0.804959239662363,1,8
0.76533189207327,0.784702445431526,0,5
0.773420130574484,0.628490362793061,1,4
0.813251059028227,0.72653507880127,1,4
0.780868165525033,0.640955218359031,0,13
0.678889440334349,0.763723139266231,0,14
0.595256151817979,0.629777109843354,0,7
0.58939793009907,0.62987900664378,1,16
0.732328192752489,0.590771593694032,1,21
0.70485912083391,0.704046404839936,0,9
0.758794696870926,0.710860563821753,1,7
0.716253709803189,0.674944841115775,1,7
0.894291787429476,0.655306578528897,1,18
0.775214431654024,0.711191718442342,1,20
0.670000091454165,0.709625462508968,1,8
0.544977033165554,0.578945612749835,0,26
0.738734294377657,0.584980817423915,1,25
0.759577715074589,0.754027591423416,1,32
0.706522021688559,0.470033986417082,1,24
0.633352585694219,0.62462754935143,0,16
0.813594824999561,0.650092732986525,1,10
