"V1","V2","V3","V4","V5"
1.50041452895359,0.224274010070369,0.230314481374952,0.00853521556887164,0.43962251384076
1.7530721998194,0.397616868613264,0.409885004886522,0.00437688464449648,0.217890473006459
1.84024625009625,0.626273097997956,0.677207049848971,0.00743331349941441,0.372446151112935
1.66502029351627,0.410901628770907,0.665456276488428,0.00158916150104103,0.491462756739959
1.50608171465315,0.952108375592411,0.649060109519417,0.0043124992240415,0.142114641407827
1.50861585455127,1.78330106236817,1.03624222110286,0.00987454800037936,0.254988145402098
1.78063637378516,1.62147259596789,0.798969872754435,0.011170553254927,0.326717883947303
1.3357663887839,0.89546334187547,0.778711575426631,0.00716374268146945,0.301678472191726
1.93271050960208,0.718340463585161,0.406590629095161,0.00762910063278495,0.237679427714334
1.06382430970724,1.52173890546897,0.868045987726356,0.0108951861766257,0.185812184665925
1.92622132338534,0.375232559588723,0.457458173732965,0.0125579035588215,0.134137935345386
1.28133522422067,1.3288706218048,0.688423437491635,0.0112422565710939,0.406718634334133
1.71484866474848,1.22411173686289,0.958611899334324,0.0088264445776,0.33212466314211
1.76044573047963,0.529747154000379,0.549034083513682,0.00523429153227976,0.043974080372378
1.73660361678471,0.329243361156511,0.357330849761197,0.00619390639751423,0.137892912781703
1.09766650032384,1.09573782649568,0.72253277462609,0.00206772994625467,0.00343979996381023
1.44984208958811,0.479061136526405,0.622700573330454,0.00471376172572906,0.227478290508444
1.39793488785501,0.544611344303117,0.622839873064346,0.0054232840060675,0.238502876337008
1.03337390531819,0.636362402214349,0.558249689647687,0.00747139144709941,0.0148114168038742
1.37301148226466,1.9451355299845,1.09799273352595,0.00739168053973453,0.212815773107945
0.677580996818661,0.649787421613575,0.680809662300028,0.000447219874663854,0.0179962681618623
1.96863437655601,1.80584580828613,1.01979248654712,0.00601768392247081,0.389837223970783
1.87691965460393,0.545786168163656,0.415771822897355,0.00197736241783254,0.0420502423820632
1.83560526421021,0.970831590170519,0.85422128532773,0.0113701536536943,0.0436602450200885
1.93880678405235,0.319636876252415,0.246662754049086,0.00936092189312897,0.245393936501676
1.78853598315283,0.840301495302909,0.770750029455924,0.00699550805091284,0.509763590406008
1.32147632293761,0.645197211688056,0.706626705675666,0.00313124363813026,0.252021558039472
1.60485220749948,0.867222752421669,0.67781855736253,0.00624873202855761,0.318438636472176
1.09350105167557,0.343831952894899,0.552669859094588,0.00108013960430485,0.442493664220795
1.73155803958131,0.744487626189386,0.591089219128782,0.00127128855782795,0.111445757125159
1.8918045418693,0.880651046106887,0.885682728982398,0.0103862446677469,0.320571559817779
1.176463834358,0.472894028089941,0.64749594797876,0.00520778076142437,0.46836078889359
1.70415531901024,0.453158248303125,0.4306711156074,0.0102817334563475,0.239408892592765
1.38397950495067,1.04968738031792,0.687147502019129,0.00258758107502206,0.139088885657101
0.870442031381663,1.83123322339643,0.921497441342289,0.00176707439933688,0.453805610593524
1.40530405147952,0.382677684966773,0.40712209252324,0.00738385632723951,0.418886823241493
1.79098792740069,1.09018145105026,0.931832683510754,0.0113202768973132,0.0244485880563529
1.49859798299887,1.05712965456207,0.572343887544702,0.00278314394186629,0.222039221129406
1.88549187761519,1.0417824899916,0.895893222243722,0.00493250237930946,0.470776908089263
1.60186164500023,0.591189437247783,0.511438534586405,0.0106720413836153,0.317949754763313
1.1625104550223,0.703322026721169,0.713050131283159,0.00618794227537863,0.380459703786782
1.87606729413996,1.83144832748143,1.02367842228377,0.00834146895141254,0.179014352923158
1.58593399872174,0.560780889562539,0.588799217141394,0.00438393703020998,0.0953109452219053
1.40887549515769,0.966923796934578,0.812840646188075,0.010222759322874,0.248566792969746
1.02805226958948,1.40142218997054,0.637101496771115,0.00548986628252135,0.503306582785459
1.53453831058987,0.352015978315142,0.546800793518841,0.0062337079562837,0.0439410963786449
