ID,x,y,spID,state0,trayID,rep
ID136,16.91,13.684467505076896,radish,S,1,1
ID137,18.61,13.684467505076896,radish,S,1,1
ID138,20.31,13.684467505076896,radish,S,1,1
ID139,22.009999999999998,13.684467505076896,radish,C,1,1
ID140,23.709999999999997,13.684467505076896,radish,S,1,1
ID141,0.7599999999999999,15.156710691510446,radish,S,1,1
ID142,2.4600000000000004,15.15671069151045,radish,S,1,1
ID143,4.16,15.156710691510446,radish,S,1,1
ID144,5.859999999999999,15.15671069151045,radish,S,1,1
ID145,7.5600000000000005,15.15671069151045,radish,C,1,1
ID146,9.26,15.15671069151045,radish,S,1,1
ID147,10.959999999999999,15.15671069151045,radish,S,1,1
ID148,12.660000000000002,15.15671069151045,radish,S,1,1
ID149,14.36,15.15671069151045,radish,S,1,1
ID150,16.06,15.156710691510447,radish,S,1,1
ID151,17.76,15.156710691510447,radish,C,1,1
ID152,19.46,15.156710691510447,radish,S,1,1
ID153,21.16,15.156710691510447,radish,S,1,1
ID154,22.860000000000003,15.156710691510447,radish,S,1,1
ID155,1.6099999999999997,16.62895387794399,radish,S,1,1
ID156,3.3099999999999996,16.628953877943992,radish,S,1,1
ID157,5.009999999999999,16.62895387794399,radish,S,1,1
ID158,6.709999999999998,16.62895387794399,radish,S,1,1
ID159,8.41,16.62895387794399,radish,S,1,1
ID160,10.11,16.62895387794399,radish,S,1,1
ID161,11.809999999999997,16.62895387794399,radish,S,1,1
ID162,13.51,16.62895387794399,radish,S,1,1
ID163,15.209999999999997,16.62895387794399,radish,C,1,1
ID164,16.91,16.628953877943992,radish,S,1,1
ID165,18.610000000000003,16.628953877943992,radish,S,1,1
ID166,20.310000000000002,16.628953877943992,radish,S,1,1
ID167,22.010000000000005,16.628953877943992,radish,S,1,1
ID168,23.709999999999997,16.628953877943992,radish,S,1,1
ID169,0.7599999999999999,18.101197064377537,radish,S,1,1
ID170,2.4599999999999995,18.101197064377537,radish,S,1,1
ID171,4.160000000000001,18.101197064377537,radish,S,1,1
ID172,5.859999999999999,18.101197064377534,radish,S,1,1
ID173,7.56,18.101197064377534,radish,S,1,1
ID174,9.259999999999998,18.101197064377534,radish,S,1,1
ID175,10.959999999999997,18.101197064377534,radish,S,1,1
ID176,12.660000000000002,18.101197064377534,radish,S,1,1
ID177,14.359999999999998,18.101197064377534,radish,S,1,1
ID178,16.06,18.101197064377534,radish,C,1,1
ID179,17.759999999999998,18.10119706437753,radish,S,1,1
ID180,19.459999999999997,18.10119706437753,radish,S,1,1
ID181,21.159999999999997,18.10119706437753,radish,S,1,1
ID182,22.86,18.10119706437753,radish,S,1,1
ID183,1.6099999999999997,19.573440250811082,radish,S,1,1
ID184,3.3099999999999996,19.573440250811082,radish,S,1,1
ID185,5.01,19.573440250811082,radish,S,1,1
ID186,6.709999999999998,19.573440250811082,radish,S,1,1
ID187,8.409999999999998,19.573440250811082,radish,S,1,1
ID188,10.11,19.573440250811082,radish,S,1,1
ID189,11.809999999999999,19.573440250811082,radish,S,1,1
ID190,13.51,19.573440250811082,radish,S,1,1
ID191,15.209999999999997,19.573440250811082,radish,S,1,1
ID192,16.909999999999997,19.573440250811082,radish,S,1,1
ID193,18.610000000000003,19.573440250811082,radish,S,1,1
ID194,20.310000000000002,19.573440250811082,radish,S,1,1
ID195,22.009999999999998,19.573440250811082,radish,S,1,1
ID196,23.709999999999997,19.573440250811082,radish,S,1,1
ID197,0.7599999999999999,21.045683437244627,radish,S,1,1
ID198,2.4599999999999995,21.045683437244623,radish,S,1,1
ID199,4.160000000000001,21.045683437244627,radish,C,1,1
ID200,5.859999999999999,21.04568343724463,radish,S,1,1
ID201,7.56,21.045683437244623,radish,S,1,1
ID202,9.259999999999998,21.04568343724463,radish,S,1,1
ID203,10.959999999999997,21.04568343724463,radish,S,1,1
ID204,12.660000000000002,21.04568343724463,radish,S,1,1
ID205,14.359999999999998,21.04568343724463,radish,S,1,1
ID206,16.06,21.04568343724463,radish,S,1,1
ID207,17.759999999999998,21.045683437244627,radish,S,1,1
ID208,19.459999999999997,21.045683437244627,radish,S,1,1
ID209,21.159999999999997,21.045683437244627,radish,S,1,1
ID210,22.86,21.045683437244627,radish,S,1,1
ID211,1.6099999999999997,22.51792662367817,radish,S,1,1
ID212,3.3099999999999996,22.51792662367817,radish,S,1,1
ID213,5.01,22.517926623678175,radish,S,1,1
ID214,6.709999999999998,22.517926623678175,radish,S,1,1
ID215,8.409999999999998,22.517926623678175,radish,S,1,1
ID216,10.11,22.517926623678175,radish,S,1,1
ID217,11.809999999999999,22.517926623678175,radish,S,1,1
ID218,13.51,22.517926623678175,radish,S,1,1
ID219,15.209999999999997,22.517926623678175,radish,S,1,1
ID220,16.909999999999997,22.517926623678168,radish,S,1,1
ID221,18.610000000000003,22.517926623678168,radish,S,1,1
ID222,20.310000000000002,22.517926623678168,radish,S,1,1
ID223,22.009999999999998,22.517926623678168,radish,S,1,1
ID224,23.709999999999997,22.517926623678168,radish,S,1,1
ID225,0.7599999999999999,23.990169810111713,radish,S,1,1
ID226,2.4599999999999995,23.990169810111716,radish,S,1,1
ID227,4.160000000000001,23.990169810111716,radish,S,1,1
ID228,5.859999999999999,23.99016981011172,radish,S,1,1
ID229,7.56,23.99016981011171,radish,S,1,1
ID230,9.259999999999998,23.99016981011172,radish,S,1,1
ID231,10.959999999999997,23.99016981011172,radish,S,1,1
ID232,12.660000000000002,23.99016981011172,radish,S,1,1
ID233,14.359999999999998,23.99016981011172,radish,S,1,1
ID234,16.06,23.990169810111716,radish,S,1,1
ID235,17.759999999999998,23.990169810111713,radish,S,1,1
ID236,19.459999999999997,23.990169810111713,radish,S,1,1
ID237,21.159999999999997,23.990169810111713,radish,S,1,1
ID238,22.86,23.990169810111713,radish,S,1,1
ID1,0.7599999999999999,0.4342788271749886,radish,C,2,2
ID2,2.46,0.4342788271749886,radish,S,2,2
ID3,4.16,0.43427882717498867,radish,S,2,2
ID4,5.859999999999999,0.43427882717498867,radish,S,2,2
ID5,7.5600000000000005,0.4342788271749886,radish,S,2,2
ID6,9.260000000000002,0.43427882717498867,radish,S,2,2
ID7,10.959999999999999,0.43427882717498867,radish,S,2,2
ID8,12.66,0.43427882717498867,radish,S,2,2
ID9,14.360000000000001,0.43427882717498867,radish,C,2,2
ID10,16.06,0.43427882717498867,radish,S,2,2
ID11,17.760000000000005,0.4342788271749887,radish,S,2,2
ID12,19.460000000000004,0.4342788271749887,radish,S,2,2
ID13,21.160000000000004,0.4342788271749887,radish,S,2,2
ID14,22.860000000000003,0.4342788271749887,radish,S,2,2
ID15,1.6100000000000003,1.906522013608535,radish,S,2,2
ID16,3.309999999999999,1.9065220136085343,radish,S,2,2
ID17,5.010000000000001,1.9065220136085343,radish,S,2,2
ID18,6.709999999999999,1.9065220136085343,radish,S,2,2
ID19,8.41,1.9065220136085343,radish,S,2,2
ID20,10.11,1.9065220136085343,radish,S,2,2
ID21,11.809999999999999,1.9065220136085343,radish,S,2,2
ID22,13.510000000000002,1.9065220136085343,radish,S,2,2
ID23,15.21,1.9065220136085343,radish,S,2,2
ID24,16.910000000000004,1.9065220136085346,radish,S,2,2
ID25,18.610000000000003,1.9065220136085346,radish,C,2,2
ID26,20.310000000000002,1.9065220136085346,radish,S,2,2
ID27,22.01,1.9065220136085346,radish,S,2,2
ID28,23.710000000000004,1.9065220136085346,radish,S,2,2
ID29,0.76,3.3787652000420803,radish,S,2,2
ID30,2.4600000000000004,3.3787652000420807,radish,S,2,2
ID31,4.16,3.3787652000420803,radish,S,2,2
ID32,5.859999999999999,3.37876520004208,radish,C,2,2
ID33,7.560000000000001,3.37876520004208,radish,S,2,2
ID34,9.26,3.37876520004208,radish,S,2,2
ID35,10.959999999999999,3.37876520004208,radish,S,2,2
ID36,12.660000000000002,3.37876520004208,radish,S,2,2
ID37,14.36,3.37876520004208,radish,S,2,2
ID38,16.06,3.37876520004208,radish,S,2,2
ID39,17.759999999999998,3.37876520004208,radish,S,2,2
ID40,19.46,3.37876520004208,radish,S,2,2
ID41,21.159999999999997,3.37876520004208,radish,S,2,2
ID42,22.86,3.37876520004208,radish,S,2,2
ID43,1.6099999999999999,4.851008386475626,radish,S,2,2
ID44,3.309999999999999,4.851008386475627,radish,S,2,2
ID45,5.010000000000001,4.851008386475626,radish,S,2,2
ID46,6.709999999999999,4.851008386475626,radish,S,2,2
ID47,8.409999999999998,4.851008386475626,radish,S,2,2
ID48,10.11,4.851008386475626,radish,C,2,2
ID49,11.809999999999997,4.851008386475626,radish,S,2,2
ID50,13.51,4.851008386475626,radish,S,2,2
ID51,15.21,4.851008386475626,radish,S,2,2
ID52,16.91,4.851008386475626,radish,S,2,2
ID53,18.610000000000007,4.851008386475626,radish,S,2,2
ID54,20.310000000000006,4.851008386475626,radish,S,2,2
ID55,22.010000000000005,4.851008386475626,radish,S,2,2
ID56,23.71,4.851008386475626,radish,S,2,2
ID57,0.7599999999999999,6.3232515729091725,radish,S,2,2
ID58,2.46,6.323251572909171,radish,S,2,2
ID59,4.16,6.3232515729091725,radish,C,2,2
ID60,5.859999999999999,6.323251572909172,radish,S,2,2
ID61,7.5600000000000005,6.323251572909171,radish,C,2,2
ID62,9.260000000000002,6.323251572909172,radish,C,2,2
ID63,10.959999999999999,6.323251572909172,radish,S,2,2
ID64,12.66,6.323251572909172,radish,C,2,2
ID65,14.360000000000001,6.323251572909172,radish,S,2,2
ID66,16.06,6.32325157290917,radish,S,2,2
ID67,17.760000000000005,6.323251572909171,radish,S,2,2
ID68,19.460000000000004,6.323251572909171,radish,S,2,2
ID69,21.160000000000004,6.323251572909171,radish,S,2,2
ID70,22.860000000000003,6.323251572909171,radish,S,2,2
ID71,1.61,7.795494759342716,radish,S,2,2
ID72,3.309999999999999,7.795494759342718,radish,S,2,2
ID73,5.009999999999998,7.795494759342717,radish,S,2,2
ID74,6.709999999999999,7.795494759342717,radish,S,2,2
ID75,8.409999999999997,7.795494759342717,radish,S,2,2
ID76,10.109999999999998,7.795494759342717,radish,S,2,2
ID77,11.809999999999995,7.795494759342717,radish,S,2,2
ID78,13.509999999999998,7.795494759342717,radish,S,2,2
ID79,15.209999999999997,7.795494759342717,radish,S,2,2
ID80,16.909999999999997,7.795494759342717,radish,S,2,2
ID81,18.61,7.795494759342717,radish,S,2,2
ID82,20.310000000000002,7.795494759342717,radish,S,2,2
ID83,22.009999999999998,7.795494759342717,radish,S,2,2
ID84,23.709999999999997,7.795494759342717,radish,S,2,2
ID85,0.7599999999999999,9.267737945776261,radish,C,2,2
ID86,2.4600000000000004,9.267737945776263,radish,C,2,2
ID87,4.16,9.267737945776263,radish,C,2,2
ID88,5.859999999999999,9.267737945776263,radish,S,2,2
ID89,7.5600000000000005,9.267737945776265,radish,S,2,2
ID90,9.26,9.267737945776263,radish,S,2,2
ID91,10.959999999999999,9.267737945776263,radish,S,2,2
ID92,12.660000000000002,9.267737945776263,radish,S,2,2
ID93,14.36,9.267737945776263,radish,S,2,2
ID94,16.06,9.267737945776263,radish,S,2,2
ID95,17.76,9.267737945776263,radish,S,2,2
ID96,19.46,9.267737945776263,radish,C,2,2
ID97,21.16,9.267737945776263,radish,S,2,2
ID98,22.860000000000003,9.267737945776263,radish,S,2,2
ID99,1.6099999999999999,10.73998113220981,radish,S,2,2
ID100,3.31,10.73998113220981,radish,S,2,2
ID101,5.009999999999999,10.739981132209808,radish,S,2,2
ID102,6.709999999999997,10.739981132209808,radish,S,2,2
ID103,8.409999999999998,10.739981132209808,radish,S,2,2
ID104,10.11,10.739981132209808,radish,S,2,2
ID105,11.809999999999995,10.739981132209808,radish,S,2,2
ID106,13.509999999999998,10.739981132209808,radish,S,2,2
ID107,15.209999999999996,10.739981132209808,radish,S,2,2
ID108,16.91,10.739981132209808,radish,S,2,2
ID109,18.61,10.739981132209808,radish,S,2,2
ID110,20.31,10.739981132209808,radish,S,2,2
ID111,22.009999999999998,10.739981132209808,radish,S,2,2
ID112,23.709999999999997,10.739981132209808,radish,S,2,2
ID113,0.7599999999999999,12.212224318643356,radish,S,2,2
ID114,2.46,12.212224318643354,radish,S,2,2
ID115,4.160000000000001,12.212224318643354,radish,S,2,2
ID116,5.8599999999999985,12.212224318643353,radish,S,2,2
ID117,7.5600000000000005,12.212224318643353,radish,S,2,2
ID118,9.26,12.212224318643353,radish,C,2,2
ID119,10.959999999999999,12.212224318643353,radish,S,2,2
ID120,12.66,12.212224318643353,radish,S,2,2
ID121,14.359999999999998,12.212224318643353,radish,S,2,2
ID122,16.059999999999995,12.21222431864335,radish,S,2,2
ID123,17.759999999999998,12.212224318643349,radish,S,2,2
ID124,19.459999999999997,12.212224318643349,radish,S,2,2
ID125,21.159999999999993,12.212224318643349,radish,S,2,2
ID126,22.859999999999996,12.212224318643349,radish,S,2,2
ID127,1.6099999999999999,13.684467505076901,radish,S,2,2
ID128,3.31,13.6844675050769,radish,S,2,2
ID129,5.009999999999999,13.684467505076897,radish,S,2,2
ID130,6.709999999999997,13.684467505076897,radish,C,2,2
ID131,8.409999999999998,13.684467505076897,radish,S,2,2
ID132,10.11,13.684467505076897,radish,S,2,2
ID133,11.809999999999995,13.684467505076897,radish,S,2,2
ID134,13.509999999999998,13.684467505076897,radish,S,2,2
ID135,15.209999999999996,13.684467505076897,radish,S,2,2
ID136,16.91,13.684467505076896,radish,S,2,2
ID137,18.61,13.684467505076896,radish,S,2,2
ID138,20.31,13.684467505076896,radish,S,2,2
ID139,22.009999999999998,13.684467505076896,radish,C,2,2
ID140,23.709999999999997,13.684467505076896,radish,S,2,2
ID141,0.7599999999999999,15.156710691510446,radish,S,2,2
ID142,2.4600000000000004,15.15671069151045,radish,S,2,2
ID143,4.16,15.156710691510446,radish,S,2,2
ID144,5.859999999999999,15.15671069151045,radish,S,2,2
ID145,7.5600000000000005,15.15671069151045,radish,S,2,2
ID146,9.26,15.15671069151045,radish,S,2,2
ID147,10.959999999999999,15.15671069151045,radish,S,2,2
ID148,12.660000000000002,15.15671069151045,radish,S,2,2
ID149,14.36,15.15671069151045,radish,S,2,2
ID150,16.06,15.156710691510447,radish,S,2,2
ID151,17.76,15.156710691510447,radish,S,2,2
ID152,19.46,15.156710691510447,radish,S,2,2
ID153,21.16,15.156710691510447,radish,S,2,2
ID154,22.860000000000003,15.156710691510447,radish,S,2,2
ID155,1.6099999999999997,16.62895387794399,radish,S,2,2
ID156,3.3099999999999996,16.628953877943992,radish,S,2,2
ID157,5.009999999999999,16.62895387794399,radish,S,2,2
ID158,6.709999999999998,16.62895387794399,radish,S,2,2
ID159,8.41,16.62895387794399,radish,S,2,2
ID160,10.11,16.62895387794399,radish,C,2,2
ID161,11.809999999999997,16.62895387794399,radish,S,2,2
ID162,13.51,16.62895387794399,radish,S,2,2
ID163,15.209999999999997,16.62895387794399,radish,S,2,2
ID164,16.91,16.628953877943992,radish,S,2,2
ID165,18.610000000000003,16.628953877943992,radish,S,2,2
ID166,20.310000000000002,16.628953877943992,radish,S,2,2
ID167,22.010000000000005,16.628953877943992,radish,C,2,2
ID168,23.709999999999997,16.628953877943992,radish,S,2,2
ID169,0.7599999999999999,18.101197064377537,radish,S,2,2
ID170,2.4599999999999995,18.101197064377537,radish,S,2,2
ID171,4.160000000000001,18.101197064377537,radish,S,2,2
ID172,5.859999999999999,18.101197064377534,radish,S,2,2
ID173,7.56,18.101197064377534,radish,S,2,2
ID174,9.259999999999998,18.101197064377534,radish,S,2,2
ID175,10.959999999999997,18.101197064377534,radish,S,2,2
ID176,12.660000000000002,18.101197064377534,radish,S,2,2
ID177,14.359999999999998,18.101197064377534,radish,S,2,2
ID178,16.06,18.101197064377534,radish,S,2,2
ID179,17.759999999999998,18.10119706437753,radish,S,2,2
ID180,19.459999999999997,18.10119706437753,radish,S,2,2
ID181,21.159999999999997,18.10119706437753,radish,C,2,2
ID182,22.86,18.10119706437753,radish,S,2,2
ID183,1.6099999999999997,19.573440250811082,radish,S,2,2
ID184,3.3099999999999996,19.573440250811082,radish,C,2,2
ID185,5.01,19.573440250811082,radish,S,2,2
ID186,6.709999999999998,19.573440250811082,radish,S,2,2
ID187,8.409999999999998,19.573440250811082,radish,S,2,2
ID188,10.11,19.573440250811082,radish,S,2,2
ID189,11.809999999999999,19.573440250811082,radish,S,2,2
ID190,13.51,19.573440250811082,radish,C,2,2
ID191,15.209999999999997,19.573440250811082,radish,S,2,2
ID192,16.909999999999997,19.573440250811082,radish,S,2,2
ID193,18.610000000000003,19.573440250811082,radish,S,2,2
ID194,20.310000000000002,19.573440250811082,radish,S,2,2
ID195,22.009999999999998,19.573440250811082,radish,S,2,2
ID196,23.709999999999997,19.573440250811082,radish,S,2,2
ID197,0.7599999999999999,21.045683437244627,radish,S,2,2
ID198,2.4599999999999995,21.045683437244623,radish,S,2,2
ID199,4.160000000000001,21.045683437244627,radish,S,2,2
ID200,5.859999999999999,21.04568343724463,radish,S,2,2
ID201,7.56,21.045683437244623,radish,S,2,2
ID202,9.259999999999998,21.04568343724463,radish,S,2,2
ID203,10.959999999999997,21.04568343724463,radish,S,2,2
ID204,12.660000000000002,21.04568343724463,radish,S,2,2
ID205,14.359999999999998,21.04568343724463,radish,S,2,2
ID206,16.06,21.04568343724463,radish,S,2,2
ID207,17.759999999999998,21.045683437244627,radish,S,2,2
ID208,19.459999999999997,21.045683437244627,radish,S,2,2
ID209,21.159999999999997,21.045683437244627,radish,S,2,2
ID210,22.86,21.045683437244627,radish,S,2,2
ID211,1.6099999999999997,22.51792662367817,radish,S,2,2
ID212,3.3099999999999996,22.51792662367817,radish,S,2,2
ID213,5.01,22.517926623678175,radish,S,2,2
ID214,6.709999999999998,22.517926623678175,radish,C,2,2
ID215,8.409999999999998,22.517926623678175,radish,S,2,2
ID216,10.11,22.517926623678175,radish,S,2,2
ID217,11.809999999999999,22.517926623678175,radish,S,2,2
ID218,13.51,22.517926623678175,radish,S,2,2
ID219,15.209999999999997,22.517926623678175,radish,S,2,2
ID220,16.909999999999997,22.517926623678168,radish,S,2,2
ID221,18.610000000000003,22.517926623678168,radish,C,2,2
ID222,20.310000000000002,22.517926623678168,radish,S,2,2
ID223,22.009999999999998,22.517926623678168,radish,S,2,2
ID224,23.709999999999997,22.517926623678168,radish,S,2,2
ID225,0.7599999999999999,23.990169810111713,radish,S,2,2
ID226,2.4599999999999995,23.990169810111716,radish,S,2,2
ID227,4.160000000000001,23.990169810111716,radish,S,2,2
ID228,5.859999999999999,23.99016981011172,radish,S,2,2
ID229,7.56,23.99016981011171,radish,S,2,2
ID230,9.259999999999998,23.99016981011172,radish,S,2,2
ID231,10.959999999999997,23.99016981011172,radish,S,2,2
ID232,12.660000000000002,23.99016981011172,radish,S,2,2
ID233,14.359999999999998,23.99016981011172,radish,C,2,2
ID234,16.06,23.990169810111716,radish,S,2,2
ID235,17.759999999999998,23.990169810111713,radish,S,2,2
ID236,19.459999999999997,23.990169810111713,radish,S,2,2
ID237,21.159999999999997,23.990169810111713,radish,S,2,2
ID238,22.86,23.990169810111713,radish,S,2,2
ID1,0.7599999999999999,0.4342788271749886,radish,S,3,3
ID2,2.46,0.4342788271749886,radish,S,3,3
ID3,4.16,0.43427882717498867,radish,S,3,3
ID4,5.859999999999999,0.43427882717498867,radish,S,3,3
ID5,7.5600000000000005,0.4342788271749886,radish,C,3,3
ID6,9.260000000000002,0.43427882717498867,radish,S,3,3
ID7,10.959999999999999,0.43427882717498867,radish,S,3,3
ID8,12.66,0.43427882717498867,radish,S,3,3
ID9,14.360000000000001,0.43427882717498867,radish,S,3,3
ID10,16.06,0.43427882717498867,radish,S,3,3
ID11,17.760000000000005,0.4342788271749887,radish,S,3,3
ID12,19.460000000000004,0.4342788271749887,radish,S,3,3
ID13,21.160000000000004,0.4342788271749887,radish,S,3,3
ID14,22.860000000000003,0.4342788271749887,radish,S,3,3
ID15,1.6100000000000003,1.906522013608535,radish,S,3,3
ID16,3.309999999999999,1.9065220136085343,radish,S,3,3
ID17,5.010000000000001,1.9065220136085343,radish,C,3,3
ID18,6.709999999999999,1.9065220136085343,radish,C,3,3
ID19,8.41,1.9065220136085343,radish,S,3,3
ID20,10.11,1.9065220136085343,radish,S,3,3
ID21,11.809999999999999,1.9065220136085343,radish,S,3,3
