"V1","V2","V3","V4"
1.00946526398526,0.518880960119459,0.437024210402056,1.04519615486725
0.575513587549035,1.38871188880632,0.596187764580452,0.708750468188445
0.561208567509155,3.9911118189397,0.855811678230304,1.09009105591322
1.77797565069646,3.48673338082574,0.883202001450803,0.960015909717557
1.55875216998486,0.673961723580725,0.522551499401211,0.76376496798184
1.12287657814278,4.82236396801923,0.90269202302502,0.818961001555789
1.90816010180779,3.24176888867489,0.953829745506486,0.257335955028361
1.68004596611081,3.99816950738328,0.929453832663485,0.351740543693155
1.76183036988053,4.72873260741105,0.850445811272839,0.988241808817264
1.29399319229377,1.9355137784746,0.728698421461996,1.11943239014031
1.10876587473908,2.33380176863496,0.805984517037155,0.134573816097167
1.31967896371073,2.22257071823602,0.6561611142639,0.256366317085511
1.04164589603077,4.90181793110395,0.987749026848608,0.372264565564261
1.27101975556453,2.12136754046703,0.782668944627918,0.226467890718254
0.54035872658461,2.54682301619094,0.733212443197619,1.10223759741815
1.96140304989352,0.454304814465834,0.394695780393064,1.10484220787374
1.5939107796052,4.74259681653341,0.895481487807803,1.04674239692809
1.97810993748029,0.788333321675318,0.528174314926113,1.13697998155786
1.84098730587717,1.193075965921,0.520523362831573,0.455812809219873
1.46201707670942,3.43527891101725,0.889911093262179,0.59786164409855
1.83777003408237,0.901255761951916,0.485212086589996,0.0461075996225864
1.601514289332,4.04678774474543,0.852958021419732,0.262233291074154
1.77626695918984,4.14864766752507,0.972584048415294,0.61756729306287
1.30073861432074,0.723394320000462,0.401705552069104,0.0961766079936983
1.75349607371645,3.77052429573165,0.83332134731839,0.328444574005886
1.02912720229401,2.79564010525931,0.745670443094166,0.45824851087382
1.61905928145545,1.63452897512907,0.632567193999957,0.691106091797017
0.413759370441864,3.82341258381007,0.869309732915794,1.13086698431631
1.54409115206152,3.23183162627106,0.812345375963202,0.235565260387086
0.592963990537316,4.39365796537758,0.870059551669558,1.16897079731499
1.37686107467119,3.81111621681659,0.843704346112134,0.527389095184701
1.95070526016724,1.25832806160006,0.513468131125033,0.586429025589418
