"rep","dens","rand","rich","species","n","time","n.I","n.E","n.S","pI","dI"
1,"sub",FALSE,1,"1",300,1,30,96,270,0.1,NA
1,"sub",FALSE,1,"1",300,2,30,96,270,0.1,0
1,"sub",FALSE,1,"1",300,3,123,108,177,0.41,93
1,"sub",FALSE,1,"1",300,4,125,106,175,0.416666666666667,2
1,"sub",FALSE,1,"1",300,5,226,61,74,0.753333333333333,101
1,"sub",FALSE,1,"1",300,6,231,58,69,0.77,5
1,"sub",FALSE,1,"1",300,7,287,13,13,0.956666666666667,56
1,"sub",FALSE,1,"1",300,8,289,11,11,0.963333333333333,2
1,"sub",FALSE,1,"1",300,9,300,0,0,1,11
1,"sub",FALSE,1,"1",300,10,300,0,0,1,0
1,"sub",FALSE,1,"1",300,11,300,0,0,1,0
1,"sub",FALSE,1,"1",300,12,300,0,0,1,0
1,"sub",FALSE,1,"1",300,13,300,0,0,1,0
1,"sub",FALSE,1,"1",300,14,300,0,0,1,0
1,"sub",FALSE,1,"1",300,15,300,0,0,1,0
1,"sub",FALSE,1,"1",300,16,300,0,0,1,0
1,"sub",FALSE,1,"1",300,17,300,0,0,1,0
1,"sub",FALSE,1,"1",300,18,300,0,0,1,0
1,"sub",FALSE,1,"1",300,19,300,0,0,1,0
1,"sub",FALSE,1,"1",300,20,300,0,0,1,0
1,"sub",FALSE,1,"tot",300,1,30,96,270,0.1,NA
1,"sub",FALSE,1,"tot",300,2,30,96,270,0.1,0
1,"sub",FALSE,1,"tot",300,3,123,108,177,0.41,93
1,"sub",FALSE,1,"tot",300,4,125,106,175,0.416666666666667,2
1,"sub",FALSE,1,"tot",300,5,226,61,74,0.753333333333333,101
1,"sub",FALSE,1,"tot",300,6,231,58,69,0.77,5
1,"sub",FALSE,1,"tot",300,7,287,13,13,0.956666666666667,56
1,"sub",FALSE,1,"tot",300,8,289,11,11,0.963333333333333,2
1,"sub",FALSE,1,"tot",300,9,300,0,0,1,11
1,"sub",FALSE,1,"tot",300,10,300,0,0,1,0
1,"sub",FALSE,1,"tot",300,11,300,0,0,1,0
1,"sub",FALSE,1,"tot",300,12,300,0,0,1,0
1,"sub",FALSE,1,"tot",300,13,300,0,0,1,0
1,"sub",FALSE,1,"tot",300,14,300,0,0,1,0
1,"sub",FALSE,1,"tot",300,15,300,0,0,1,0
1,"sub",FALSE,1,"tot",300,16,300,0,0,1,0
1,"sub",FALSE,1,"tot",300,17,300,0,0,1,0
1,"sub",FALSE,1,"tot",300,18,300,0,0,1,0
1,"sub",FALSE,1,"tot",300,19,300,0,0,1,0
1,"sub",FALSE,1,"tot",300,20,300,0,0,1,0
1,"sub",FALSE,2,"1",169,1,17,49,152,0.100591715976331,NA
1,"sub",FALSE,2,"1",169,2,17,49,152,0.100591715976331,0
1,"sub",FALSE,2,"1",169,3,64,37,105,0.378698224852071,47
1,"sub",FALSE,2,"1",169,4,66,39,103,0.390532544378698,2
1,"sub",FALSE,2,"1",169,5,99,32,70,0.585798816568047,33
1,"sub",FALSE,2,"1",169,6,105,31,64,0.621301775147929,6
1,"sub",FALSE,2,"1",169,7,130,17,39,0.769230769230769,25
1,"sub",FALSE,2,"1",169,8,135,18,34,0.798816568047337,5
1,"sub",FALSE,2,"1",169,9,146,10,23,0.863905325443787,11
1,"sub",FALSE,2,"1",169,10,153,5,16,0.905325443786982,7
1,"sub",FALSE,2,"1",169,11,156,6,13,0.923076923076923,3
1,"sub",FALSE,2,"1",169,12,157,6,12,0.928994082840237,1
1,"sub",FALSE,2,"1",169,13,162,2,7,0.958579881656805,5
1,"sub",FALSE,2,"1",169,14,163,2,6,0.964497041420118,1
1,"sub",FALSE,2,"1",169,15,164,3,5,0.970414201183432,1
1,"sub",FALSE,2,"1",169,16,164,3,5,0.970414201183432,0
1,"sub",FALSE,2,"1",169,17,167,0,2,0.988165680473373,3
1,"sub",FALSE,2,"1",169,18,167,0,2,0.988165680473373,0
1,"sub",FALSE,2,"1",169,19,167,0,2,0.988165680473373,0
1,"sub",FALSE,2,"1",169,20,167,0,2,0.988165680473373,0
1,"sub",FALSE,2,"2",131,1,13,41,118,0.099236641221374,NA
1,"sub",FALSE,2,"2",131,2,13,41,118,0.099236641221374,0
1,"sub",FALSE,2,"2",131,3,22,64,109,0.16793893129771,9
1,"sub",FALSE,2,"2",131,4,26,63,105,0.198473282442748,4
1,"sub",FALSE,2,"2",131,5,35,67,96,0.267175572519084,9
1,"sub",FALSE,2,"2",131,6,39,67,92,0.297709923664122,4
1,"sub",FALSE,2,"2",131,7,46,70,85,0.351145038167939,7
1,"sub",FALSE,2,"2",131,8,54,64,77,0.412213740458015,8
1,"sub",FALSE,2,"2",131,9,65,58,66,0.49618320610687,11
1,"sub",FALSE,2,"2",131,10,68,57,63,0.519083969465649,3
1,"sub",FALSE,2,"2",131,11,73,52,58,0.557251908396947,5
1,"sub",FALSE,2,"2",131,12,78,48,53,0.595419847328244,5
1,"sub",FALSE,2,"2",131,13,81,49,50,0.618320610687023,3
1,"sub",FALSE,2,"2",131,14,81,49,50,0.618320610687023,0
1,"sub",FALSE,2,"2",131,15,86,44,45,0.656488549618321,5
1,"sub",FALSE,2,"2",131,16,86,44,45,0.656488549618321,0
1,"sub",FALSE,2,"2",131,17,86,45,45,0.656488549618321,0
1,"sub",FALSE,2,"2",131,18,87,44,44,0.66412213740458,1
1,"sub",FALSE,2,"2",131,19,87,44,44,0.66412213740458,0
1,"sub",FALSE,2,"2",131,20,87,44,44,0.66412213740458,0
1,"sub",FALSE,2,"tot",300,1,30,90,270,0.1,NA
1,"sub",FALSE,2,"tot",300,2,30,90,270,0.1,0
1,"sub",FALSE,2,"tot",300,3,86,101,214,0.286666666666667,56
1,"sub",FALSE,2,"tot",300,4,92,102,208,0.306666666666667,6
1,"sub",FALSE,2,"tot",300,5,134,99,166,0.446666666666667,42
1,"sub",FALSE,2,"tot",300,6,144,98,156,0.48,10
1,"sub",FALSE,2,"tot",300,7,176,87,124,0.586666666666667,32
1,"sub",FALSE,2,"tot",300,8,189,82,111,0.63,13
1,"sub",FALSE,2,"tot",300,9,211,68,89,0.703333333333333,22
1,"sub",FALSE,2,"tot",300,10,221,62,79,0.736666666666667,10
1,"sub",FALSE,2,"tot",300,11,229,58,71,0.763333333333333,8
1,"sub",FALSE,2,"tot",300,12,235,54,65,0.783333333333333,6
1,"sub",FALSE,2,"tot",300,13,243,51,57,0.81,8
1,"sub",FALSE,2,"tot",300,14,244,51,56,0.813333333333333,1
1,"sub",FALSE,2,"tot",300,15,250,47,50,0.833333333333333,6
1,"sub",FALSE,2,"tot",300,16,250,47,50,0.833333333333333,0
1,"sub",FALSE,2,"tot",300,17,253,45,47,0.843333333333333,3
1,"sub",FALSE,2,"tot",300,18,254,44,46,0.846666666666667,1
1,"sub",FALSE,2,"tot",300,19,254,44,46,0.846666666666667,0
1,"sub",FALSE,2,"tot",300,20,254,44,46,0.846666666666667,0
1,"sub",FALSE,4,"1",111,1,14,29,97,0.126126126126126,NA
1,"sub",FALSE,4,"1",111,2,14,29,97,0.126126126126126,0
1,"sub",FALSE,4,"1",111,3,41,26,70,0.369369369369369,27
1,"sub",FALSE,4,"1",111,4,42,25,69,0.378378378378378,1
1,"sub",FALSE,4,"1",111,5,64,11,47,0.576576576576577,22
1,"sub",FALSE,4,"1",111,6,65,10,46,0.585585585585586,1
1,"sub",FALSE,4,"1",111,7,73,7,38,0.657657657657658,8
1,"sub",FALSE,4,"1",111,8,73,7,38,0.657657657657658,0
1,"sub",FALSE,4,"1",111,9,79,5,32,0.711711711711712,6
1,"sub",FALSE,4,"1",111,10,79,5,32,0.711711711711712,0
1,"sub",FALSE,4,"1",111,11,82,6,29,0.738738738738739,3
1,"sub",FALSE,4,"1",111,12,82,6,29,0.738738738738739,0
1,"sub",FALSE,4,"1",111,13,87,3,24,0.783783783783784,5
1,"sub",FALSE,4,"1",111,14,87,3,24,0.783783783783784,0
1,"sub",FALSE,4,"1",111,15,87,3,24,0.783783783783784,0
1,"sub",FALSE,4,"1",111,16,87,3,24,0.783783783783784,0
1,"sub",FALSE,4,"1",111,17,88,4,23,0.792792792792793,1
1,"sub",FALSE,4,"1",111,18,88,4,23,0.792792792792793,0
1,"sub",FALSE,4,"1",111,19,90,2,21,0.810810810810811,2
1,"sub",FALSE,4,"1",111,20,91,1,20,0.81981981981982,1
1,"sub",FALSE,4,"2",88,1,7,29,81,0.0795454545454545,NA
1,"sub",FALSE,4,"2",88,2,7,29,81,0.0795454545454545,0
1,"sub",FALSE,4,"2",88,3,13,37,75,0.147727272727273,6
1,"sub",FALSE,4,"2",88,4,14,36,74,0.159090909090909,1
1,"sub",FALSE,4,"2",88,5,20,42,68,0.227272727272727,6
1,"sub",FALSE,4,"2",88,6,22,41,66,0.25,2
1,"sub",FALSE,4,"2",88,7,25,40,63,0.284090909090909,3
1,"sub",FALSE,4,"2",88,8,26,39,62,0.295454545454545,1
1,"sub",FALSE,4,"2",88,9,29,38,59,0.329545454545455,3
1,"sub",FALSE,4,"2",88,10,29,38,59,0.329545454545455,0
1,"sub",FALSE,4,"2",88,11,31,38,57,0.352272727272727,2
1,"sub",FALSE,4,"2",88,12,32,37,56,0.363636363636364,1
1,"sub",FALSE,4,"2",88,13,32,37,56,0.363636363636364,0
1,"sub",FALSE,4,"2",88,14,32,37,56,0.363636363636364,0
1,"sub",FALSE,4,"2",88,15,33,36,55,0.375,1
1,"sub",FALSE,4,"2",88,16,34,35,54,0.386363636363636,1
1,"sub",FALSE,4,"2",88,17,34,35,54,0.386363636363636,0
1,"sub",FALSE,4,"2",88,18,35,34,53,0.397727272727273,1
1,"sub",FALSE,4,"2",88,19,36,35,52,0.409090909090909,1
1,"sub",FALSE,4,"2",88,20,36,35,52,0.409090909090909,0
1,"sub",FALSE,4,"3",60,1,7,17,53,0.116666666666667,NA
1,"sub",FALSE,4,"3",60,2,7,17,53,0.116666666666667,0
1,"sub",FALSE,4,"3",60,3,8,31,52,0.133333333333333,1
1,"sub",FALSE,4,"3",60,4,8,31,52,0.133333333333333,0
1,"sub",FALSE,4,"3",60,5,9,36,51,0.15,1
1,"sub",FALSE,4,"3",60,6,10,36,50,0.166666666666667,1
1,"sub",FALSE,4,"3",60,7,11,40,49,0.183333333333333,1
1,"sub",FALSE,4,"3",60,8,11,40,49,0.183333333333333,0
1,"sub",FALSE,4,"3",60,9,13,40,47,0.216666666666667,2
1,"sub",FALSE,4,"3",60,10,15,39,45,0.25,2
1,"sub",FALSE,4,"3",60,11,16,39,44,0.266666666666667,1
1,"sub",FALSE,4,"3",60,12,17,38,43,0.283333333333333,1
1,"sub",FALSE,4,"3",60,13,17,39,43,0.283333333333333,0
1,"sub",FALSE,4,"3",60,14,17,39,43,0.283333333333333,0
1,"sub",FALSE,4,"3",60,15,17,39,43,0.283333333333333,0
1,"sub",FALSE,4,"3",60,16,17,39,43,0.283333333333333,0
1,"sub",FALSE,4,"3",60,17,17,39,43,0.283333333333333,0
1,"sub",FALSE,4,"3",60,18,17,39,43,0.283333333333333,0
1,"sub",FALSE,4,"3",60,19,17,40,43,0.283333333333333,0
1,"sub",FALSE,4,"3",60,20,17,40,43,0.283333333333333,0
1,"sub",FALSE,4,"4",41,1,2,11,39,0.0487804878048781,NA
1,"sub",FALSE,4,"4",41,2,2,11,39,0.0487804878048781,0
1,"sub",FALSE,4,"4",41,3,2,18,39,0.0487804878048781,0
1,"sub",FALSE,4,"4",41,4,2,18,39,0.0487804878048781,0
1,"sub",FALSE,4,"4",41,5,2,27,39,0.0487804878048781,0
1,"sub",FALSE,4,"4",41,6,2,27,39,0.0487804878048781,0
1,"sub",FALSE,4,"4",41,7,2,27,39,0.0487804878048781,0
1,"sub",FALSE,4,"4",41,8,2,27,39,0.0487804878048781,0
1,"sub",FALSE,4,"4",41,9,2,28,39,0.0487804878048781,0
1,"sub",FALSE,4,"4",41,10,2,28,39,0.0487804878048781,0
1,"sub",FALSE,4,"4",41,11,2,29,39,0.0487804878048781,0
1,"sub",FALSE,4,"4",41,12,2,29,39,0.0487804878048781,0
1,"sub",FALSE,4,"4",41,13,2,30,39,0.0487804878048781,0
1,"sub",FALSE,4,"4",41,14,2,30,39,0.0487804878048781,0
1,"sub",FALSE,4,"4",41,15,2,30,39,0.0487804878048781,0
1,"sub",FALSE,4,"4",41,16,2,30,39,0.0487804878048781,0
1,"sub",FALSE,4,"4",41,17,2,30,39,0.0487804878048781,0
1,"sub",FALSE,4,"4",41,18,2,30,39,0.0487804878048781,0
1,"sub",FALSE,4,"4",41,19,2,30,39,0.0487804878048781,0
1,"sub",FALSE,4,"4",41,20,2,30,39,0.0487804878048781,0
1,"sub",FALSE,4,"tot",300,1,30,86,270,0.1,NA
1,"sub",FALSE,4,"tot",300,2,30,86,270,0.1,0
1,"sub",FALSE,4,"tot",300,3,64,112,236,0.213333333333333,34
1,"sub",FALSE,4,"tot",300,4,66,110,234,0.22,2
1,"sub",FALSE,4,"tot",300,5,95,116,205,0.316666666666667,29
1,"sub",FALSE,4,"tot",300,6,99,114,201,0.33,4
1,"sub",FALSE,4,"tot",300,7,111,114,189,0.37,12
1,"sub",FALSE,4,"tot",300,8,112,113,188,0.373333333333333,1
1,"sub",FALSE,4,"tot",300,9,123,111,177,0.41,11
1,"sub",FALSE,4,"tot",300,10,125,110,175,0.416666666666667,2
1,"sub",FALSE,4,"tot",300,11,131,112,169,0.436666666666667,6
1,"sub",FALSE,4,"tot",300,12,133,110,167,0.443333333333333,2
1,"sub",FALSE,4,"tot",300,13,138,109,162,0.46,5
1,"sub",FALSE,4,"tot",300,14,138,109,162,0.46,0
1,"sub",FALSE,4,"tot",300,15,139,108,161,0.463333333333333,1
1,"sub",FALSE,4,"tot",300,16,140,107,160,0.466666666666667,1
1,"sub",FALSE,4,"tot",300,17,141,108,159,0.47,1
1,"sub",FALSE,4,"tot",300,18,142,107,158,0.473333333333333,1
1,"sub",FALSE,4,"tot",300,19,145,107,155,0.483333333333333,3
1,"sub",FALSE,4,"tot",300,20,146,106,154,0.486666666666667,1
1,"sub",FALSE,6,"1",93,1,7,27,86,0.0752688172043011,NA
1,"sub",FALSE,6,"1",93,2,7,27,86,0.0752688172043011,0
1,"sub",FALSE,6,"1",93,3,32,29,61,0.344086021505376,25
1,"sub",FALSE,6,"1",93,4,34,27,59,0.365591397849462,2
1,"sub",FALSE,6,"1",93,5,60,13,33,0.645161290322581,26
1,"sub",FALSE,6,"1",93,6,61,14,32,0.655913978494624,1
1,"sub",FALSE,6,"1",93,7,73,6,20,0.78494623655914,12
1,"sub",FALSE,6,"1",93,8,75,6,18,0.806451612903226,2
1,"sub",FALSE,6,"1",93,9,79,3,14,0.849462365591398,4
1,"sub",FALSE,6,"1",93,10,81,2,12,0.870967741935484,2
1,"sub",FALSE,6,"1",93,11,82,3,11,0.881720430107527,1
1,"sub",FALSE,6,"1",93,12,83,2,10,0.89247311827957,1
1,"sub",FALSE,6,"1",93,13,85,0,8,0.913978494623656,2
1,"sub",FALSE,6,"1",93,14,85,1,8,0.913978494623656,0
1,"sub",FALSE,6,"1",93,15,85,1,8,0.913978494623656,0
1,"sub",FALSE,6,"1",93,16,86,0,7,0.924731182795699,1
1,"sub",FALSE,6,"1",93,17,86,0,7,0.924731182795699,0
1,"sub",FALSE,6,"1",93,18,86,0,7,0.924731182795699,0
1,"sub",FALSE,6,"1",93,19,86,0,7,0.924731182795699,0
1,"sub",FALSE,6,"1",93,20,86,0,7,0.924731182795699,0
1,"sub",FALSE,6,"2",74,1,8,25,66,0.108108108108108,NA
1,"sub",FALSE,6,"2",74,2,8,25,66,0.108108108108108,0
1,"sub",FALSE,6,"2",74,3,14,35,60,0.189189189189189,6
1,"sub",FALSE,6,"2",74,4,17,34,57,0.22972972972973,3
1,"sub",FALSE,6,"2",74,5,21,34,53,0.283783783783784,4
1,"sub",FALSE,6,"2",74,6,23,33,51,0.310810810810811,2
1,"sub",FALSE,6,"2",74,7,27,31,47,0.364864864864865,4
1,"sub",FALSE,6,"2",74,8,28,32,46,0.378378378378378,1
1,"sub",FALSE,6,"2",74,9,29,34,45,0.391891891891892,1
1,"sub",FALSE,6,"2",74,10,31,33,43,0.418918918918919,2
1,"sub",FALSE,6,"2",74,11,33,31,41,0.445945945945946,2
1,"sub",FALSE,6,"2",74,12,33,31,41,0.445945945945946,0
1,"sub",FALSE,6,"2",74,13,33,31,41,0.445945945945946,0
1,"sub",FALSE,6,"2",74,14,33,31,41,0.445945945945946,0
1,"sub",FALSE,6,"2",74,15,33,31,41,0.445945945945946,0
1,"sub",FALSE,6,"2",74,16,33,31,41,0.445945945945946,0
1,"sub",FALSE,6,"2",74,17,33,31,41,0.445945945945946,0
1,"sub",FALSE,6,"2",74,18,33,31,41,0.445945945945946,0
1,"sub",FALSE,6,"2",74,19,33,31,41,0.445945945945946,0
1,"sub",FALSE,6,"2",74,20,33,31,41,0.445945945945946,0
1,"sub",FALSE,6,"3",52,1,8,13,44,0.153846153846154,NA
1,"sub",FALSE,6,"3",52,2,8,13,44,0.153846153846154,0
1,"sub",FALSE,6,"3",52,3,11,15,41,0.211538461538462,3
1,"sub",FALSE,6,"3",52,4,11,15,41,0.211538461538462,0
1,"sub",FALSE,6,"3",52,5,13,23,39,0.25,2
1,"sub",FALSE,6,"3",52,6,13,23,39,0.25,0
1,"sub",FALSE,6,"3",52,7,14,25,38,0.269230769230769,1
1,"sub",FALSE,6,"3",52,8,14,25,38,0.269230769230769,0
1,"sub",FALSE,6,"3",52,9,14,26,38,0.269230769230769,0
1,"sub",FALSE,6,"3",52,10,14,26,38,0.269230769230769,0
1,"sub",FALSE,6,"3",52,11,14,27,38,0.269230769230769,0
1,"sub",FALSE,6,"3",52,12,14,28,38,0.269230769230769,0
1,"sub",FALSE,6,"3",52,13,15,27,37,0.288461538461538,1
1,"sub",FALSE,6,"3",52,14,16,27,36,0.307692307692308,1
1,"sub",FALSE,6,"3",52,15,16,27,36,0.307692307692308,0
1,"sub",FALSE,6,"3",52,16,16,28,36,0.307692307692308,0
1,"sub",FALSE,6,"3",52,17,16,28,36,0.307692307692308,0
1,"sub",FALSE,6,"3",52,18,16,28,36,0.307692307692308,0
1,"sub",FALSE,6,"3",52,19,16,28,36,0.307692307692308,0
1,"sub",FALSE,6,"3",52,20,16,28,36,0.307692307692308,0
1,"sub",FALSE,6,"4",36,1,3,11,33,0.0833333333333333,NA
1,"sub",FALSE,6,"4",36,2,3,11,33,0.0833333333333333,0
1,"sub",FALSE,6,"4",36,3,3,18,33,0.0833333333333333,0
1,"sub",FALSE,6,"4",36,4,3,18,33,0.0833333333333333,0
1,"sub",FALSE,6,"4",36,5,3,21,33,0.0833333333333333,0
1,"sub",FALSE,6,"4",36,6,3,21,33,0.0833333333333333,0
1,"sub",FALSE,6,"4",36,7,3,24,33,0.0833333333333333,0
1,"sub",FALSE,6,"4",36,8,3,24,33,0.0833333333333333,0
1,"sub",FALSE,6,"4",36,9,3,24,33,0.0833333333333333,0
1,"sub",FALSE,6,"4",36,10,3,26,33,0.0833333333333333,0
1,"sub",FALSE,6,"4",36,11,3,26,33,0.0833333333333333,0
1,"sub",FALSE,6,"4",36,12,3,26,33,0.0833333333333333,0
1,"sub",FALSE,6,"4",36,13,3,27,33,0.0833333333333333,0
1,"sub",FALSE,6,"4",36,14,3,27,33,0.0833333333333333,0
1,"sub",FALSE,6,"4",36,15,3,27,33,0.0833333333333333,0
1,"sub",FALSE,6,"4",36,16,3,27,33,0.0833333333333333,0
1,"sub",FALSE,6,"4",36,17,3,27,33,0.0833333333333333,0
1,"sub",FALSE,6,"4",36,18,3,27,33,0.0833333333333333,0
1,"sub",FALSE,6,"4",36,19,3,27,33,0.0833333333333333,0
1,"sub",FALSE,6,"4",36,20,3,27,33,0.0833333333333333,0
1,"sub",FALSE,6,"5",26,1,2,4,24,0.0769230769230769,NA
1,"sub",FALSE,6,"5",26,2,2,4,24,0.0769230769230769,0
1,"sub",FALSE,6,"5",26,3,2,12,24,0.0769230769230769,0
1,"sub",FALSE,6,"5",26,4,2,12,24,0.0769230769230769,0
1,"sub",FALSE,6,"5",26,5,2,17,24,0.0769230769230769,0
1,"sub",FALSE,6,"5",26,6,2,17,24,0.0769230769230769,0
1,"sub",FALSE,6,"5",26,7,2,19,24,0.0769230769230769,0
1,"sub",FALSE,6,"5",26,8,2,19,24,0.0769230769230769,0
1,"sub",FALSE,6,"5",26,9,2,20,24,0.0769230769230769,0
1,"sub",FALSE,6,"5",26,10,2,20,24,0.0769230769230769,0
1,"sub",FALSE,6,"5",26,11,2,21,24,0.0769230769230769,0
1,"sub",FALSE,6,"5",26,12,2,21,24,0.0769230769230769,0
1,"sub",FALSE,6,"5",26,13,2,21,24,0.0769230769230769,0
1,"sub",FALSE,6,"5",26,14,2,21,24,0.0769230769230769,0
1,"sub",FALSE,6,"5",26,15,2,21,24,0.0769230769230769,0
1,"sub",FALSE,6,"5",26,16,2,21,24,0.0769230769230769,0
1,"sub",FALSE,6,"5",26,17,2,21,24,0.0769230769230769,0
1,"sub",FALSE,6,"5",26,18,2,21,24,0.0769230769230769,0
1,"sub",FALSE,6,"5",26,19,2,21,24,0.0769230769230769,0
1,"sub",FALSE,6,"5",26,20,2,21,24,0.0769230769230769,0
1,"sub",FALSE,6,"6",19,1,2,5,17,0.105263157894737,NA
1,"sub",FALSE,6,"6",19,2,2,5,17,0.105263157894737,0
1,"sub",FALSE,6,"6",19,3,2,8,17,0.105263157894737,0
1,"sub",FALSE,6,"6",19,4,2,9,17,0.105263157894737,0
1,"sub",FALSE,6,"6",19,5,2,11,17,0.105263157894737,0
1,"sub",FALSE,6,"6",19,6,2,11,17,0.105263157894737,0
1,"sub",FALSE,6,"6",19,7,2,14,17,0.105263157894737,0
1,"sub",FALSE,6,"6",19,8,2,14,17,0.105263157894737,0
1,"sub",FALSE,6,"6",19,9,2,14,17,0.105263157894737,0
1,"sub",FALSE,6,"6",19,10,2,15,17,0.105263157894737,0
1,"sub",FALSE,6,"6",19,11,2,15,17,0.105263157894737,0
1,"sub",FALSE,6,"6",19,12,2,15,17,0.105263157894737,0
1,"sub",FALSE,6,"6",19,13,2,15,17,0.105263157894737,0
1,"sub",FALSE,6,"6",19,14,2,15,17,0.105263157894737,0
1,"sub",FALSE,6,"6",19,15,2,15,17,0.105263157894737,0
1,"sub",FALSE,6,"6",19,16,2,15,17,0.105263157894737,0
1,"sub",FALSE,6,"6",19,17,2,15,17,0.105263157894737,0
1,"sub",FALSE,6,"6",19,18,2,15,17,0.105263157894737,0
1,"sub",FALSE,6,"6",19,19,2,15,17,0.105263157894737,0
1,"sub",FALSE,6,"6",19,20,2,15,17,0.105263157894737,0
1,"sub",FALSE,6,"tot",300,1,30,85,270,0.1,NA
1,"sub",FALSE,6,"tot",300,2,30,85,270,0.1,0
1,"sub",FALSE,6,"tot",300,3,64,117,236,0.213333333333333,34
1,"sub",FALSE,6,"tot",300,4,69,115,231,0.23,5
1,"sub",FALSE,6,"tot",300,5,101,119,199,0.336666666666667,32
1,"sub",FALSE,6,"tot",300,6,104,119,196,0.346666666666667,3
1,"sub",FALSE,6,"tot",300,7,121,119,179,0.403333333333333,17
1,"sub",FALSE,6,"tot",300,8,124,120,176,0.413333333333333,3
1,"sub",FALSE,6,"tot",300,9,129,121,171,0.43,5
1,"sub",FALSE,6,"tot",300,10,133,122,167,0.443333333333333,4
1,"sub",FALSE,6,"tot",300,11,136,123,164,0.453333333333333,3
1,"sub",FALSE,6,"tot",300,12,137,123,163,0.456666666666667,1
1,"sub",FALSE,6,"tot",300,13,140,121,160,0.466666666666667,3
1,"sub",FALSE,6,"tot",300,14,141,122,159,0.47,1
1,"sub",FALSE,6,"tot",300,15,141,122,159,0.47,0
1,"sub",FALSE,6,"tot",300,16,142,122,158,0.473333333333333,1
1,"sub",FALSE,6,"tot",300,17,142,122,158,0.473333333333333,0
1,"sub",FALSE,6,"tot",300,18,142,122,158,0.473333333333333,0
1,"sub",FALSE,6,"tot",300,19,142,122,158,0.473333333333333,0
1,"sub",FALSE,6,"tot",300,20,142,122,158,0.473333333333333,0
2,"sub",FALSE,1,"1",300,1,30,96,270,0.1,NA
2,"sub",FALSE,1,"1",300,2,30,96,270,0.1,0
2,"sub",FALSE,1,"1",300,3,115,104,185,0.383333333333333,85
2,"sub",FALSE,1,"1",300,4,125,98,175,0.416666666666667,10
2,"sub",FALSE,1,"1",300,5,214,66,86,0.713333333333333,89
2,"sub",FALSE,1,"1",300,6,221,60,79,0.736666666666667,7
2,"sub",FALSE,1,"1",300,7,278,18,22,0.926666666666667,57
2,"sub",FALSE,1,"1",300,8,279,18,21,0.93,1
2,"sub",FALSE,1,"1",300,9,296,4,4,0.986666666666667,17
2,"sub",FALSE,1,"1",300,10,297,3,3,0.99,1
2,"sub",FALSE,1,"1",300,11,300,0,0,1,3
2,"sub",FALSE,1,"1",300,12,300,0,0,1,0
2,"sub",FALSE,1,"1",300,13,300,0,0,1,0
2,"sub",FALSE,1,"1",300,14,300,0,0,1,0
2,"sub",FALSE,1,"1",300,15,300,0,0,1,0
2,"sub",FALSE,1,"1",300,16,300,0,0,1,0
2,"sub",FALSE,1,"1",300,17,300,0,0,1,0
2,"sub",FALSE,1,"1",300,18,300,0,0,1,0
2,"sub",FALSE,1,"1",300,19,300,0,0,1,0
2,"sub",FALSE,1,"1",300,20,300,0,0,1,0
2,"sub",FALSE,1,"tot",300,1,30,96,270,0.1,NA
2,"sub",FALSE,1,"tot",300,2,30,96,270,0.1,0
2,"sub",FALSE,1,"tot",300,3,115,104,185,0.383333333333333,85
2,"sub",FALSE,1,"tot",300,4,125,98,175,0.416666666666667,10
2,"sub",FALSE,1,"tot",300,5,214,66,86,0.713333333333333,89
2,"sub",FALSE,1,"tot",300,6,221,60,79,0.736666666666667,7
2,"sub",FALSE,1,"tot",300,7,278,18,22,0.926666666666667,57
2,"sub",FALSE,1,"tot",300,8,279,18,21,0.93,1
2,"sub",FALSE,1,"tot",300,9,296,4,4,0.986666666666667,17
2,"sub",FALSE,1,"tot",300,10,297,3,3,0.99,1
2,"sub",FALSE,1,"tot",300,11,300,0,0,1,3
2,"sub",FALSE,1,"tot",300,12,300,0,0,1,0
2,"sub",FALSE,1,"tot",300,13,300,0,0,1,0
2,"sub",FALSE,1,"tot",300,14,300,0,0,1,0
2,"sub",FALSE,1,"tot",300,15,300,0,0,1,0
2,"sub",FALSE,1,"tot",300,16,300,0,0,1,0
2,"sub",FALSE,1,"tot",300,17,300,0,0,1,0
2,"sub",FALSE,1,"tot",300,18,300,0,0,1,0
2,"sub",FALSE,1,"tot",300,19,300,0,0,1,0
2,"sub",FALSE,1,"tot",300,20,300,0,0,1,0
2,"sub",FALSE,2,"1",168,1,16,46,152,0.0952380952380952,NA
2,"sub",FALSE,2,"1",168,2,16,46,152,0.0952380952380952,0
2,"sub",FALSE,2,"1",168,3,59,43,109,0.351190476190476,43
2,"sub",FALSE,2,"1",168,4,60,44,108,0.357142857142857,1
2,"sub",FALSE,2,"1",168,5,99,21,69,0.589285714285714,39
2,"sub",FALSE,2,"1",168,6,102,21,66,0.607142857142857,3
2,"sub",FALSE,2,"1",168,7,118,16,50,0.702380952380952,16
2,"sub",FALSE,2,"1",168,8,121,15,47,0.720238095238095,3
2,"sub",FALSE,2,"1",168,9,132,10,36,0.785714285714286,11
2,"sub",FALSE,2,"1",168,10,135,9,33,0.803571428571429,3
2,"sub",FALSE,2,"1",168,11,141,7,27,0.839285714285714,6
2,"sub",FALSE,2,"1",168,12,144,7,24,0.857142857142857,3
2,"sub",FALSE,2,"1",168,13,148,8,20,0.880952380952381,4
2,"sub",FALSE,2,"1",168,14,151,8,17,0.898809523809524,3
