"","rep","dens","rand","rich","species","n","time","n.I","n.E","n.S","pI","dI","rel.n","comp","comp_Abund","comp_relAbund","comp_nI"
"1",1,"sub",FALSE,1,"1",300,1,30,85,270,0.1,NA,1,1,300,1,30
"2",1,"sub",FALSE,1,"1",300,2,30,85,270,0.1,0,1,1,300,1,30
"3",1,"sub",FALSE,1,"1",300,3,101,87,199,0.336666666666667,71,1,1,300,1,101
"4",1,"sub",FALSE,1,"1",300,4,111,87,189,0.37,10,1,1,300,1,111
"5",1,"sub",FALSE,1,"1",300,5,182,65,118,0.606666666666667,71,1,1,300,1,182
"6",1,"sub",FALSE,1,"1",300,6,196,58,104,0.653333333333333,14,1,1,300,1,196
"7",1,"sub",FALSE,1,"1",300,7,246,32,54,0.82,50,1,1,300,1,246
"8",1,"sub",FALSE,1,"1",300,8,254,28,46,0.846666666666667,8,1,1,300,1,254
"9",1,"sub",FALSE,1,"1",300,9,278,14,22,0.926666666666667,24,1,1,300,1,278
"10",1,"sub",FALSE,1,"1",300,10,282,12,18,0.94,4,1,1,300,1,282
"11",1,"sub",FALSE,1,"1",300,11,291,6,9,0.97,9,1,1,300,1,291
"12",1,"sub",FALSE,1,"1",300,12,294,5,6,0.98,3,1,1,300,1,294
"13",1,"sub",FALSE,1,"1",300,13,297,3,3,0.99,3,1,1,300,1,297
"14",1,"sub",FALSE,1,"1",300,14,298,2,2,0.993333333333333,1,1,1,300,1,298
"15",1,"sub",FALSE,1,"1",300,15,300,0,0,1,2,1,1,300,1,300
"16",1,"sub",FALSE,1,"1",300,16,300,0,0,1,0,1,1,300,1,300
"17",1,"sub",FALSE,1,"1",300,17,300,0,0,1,0,1,1,300,1,300
"18",1,"sub",FALSE,1,"1",300,18,300,0,0,1,0,1,1,300,1,300
"19",1,"sub",FALSE,1,"1",300,19,300,0,0,1,0,1,1,300,1,300
"20",1,"sub",FALSE,1,"1",300,20,300,0,0,1,0,1,1,300,1,300
"21",1,"sub",FALSE,1,"tot",300,1,30,85,270,0.1,NA,1,NA,NA,NA,NA
"22",1,"sub",FALSE,1,"tot",300,2,30,85,270,0.1,0,1,NA,NA,NA,NA
"23",1,"sub",FALSE,1,"tot",300,3,101,87,199,0.336666666666667,71,1,NA,NA,NA,NA
"24",1,"sub",FALSE,1,"tot",300,4,111,87,189,0.37,10,1,NA,NA,NA,NA
"25",1,"sub",FALSE,1,"tot",300,5,182,65,118,0.606666666666667,71,1,NA,NA,NA,NA
"26",1,"sub",FALSE,1,"tot",300,6,196,58,104,0.653333333333333,14,1,NA,NA,NA,NA
"27",1,"sub",FALSE,1,"tot",300,7,246,32,54,0.82,50,1,NA,NA,NA,NA
"28",1,"sub",FALSE,1,"tot",300,8,254,28,46,0.846666666666667,8,1,NA,NA,NA,NA
"29",1,"sub",FALSE,1,"tot",300,9,278,14,22,0.926666666666667,24,1,NA,NA,NA,NA
"30",1,"sub",FALSE,1,"tot",300,10,282,12,18,0.94,4,1,NA,NA,NA,NA
"31",1,"sub",FALSE,1,"tot",300,11,291,6,9,0.97,9,1,NA,NA,NA,NA
"32",1,"sub",FALSE,1,"tot",300,12,294,5,6,0.98,3,1,NA,NA,NA,NA
"33",1,"sub",FALSE,1,"tot",300,13,297,3,3,0.99,3,1,NA,NA,NA,NA
"34",1,"sub",FALSE,1,"tot",300,14,298,2,2,0.993333333333333,1,1,NA,NA,NA,NA
"35",1,"sub",FALSE,1,"tot",300,15,300,0,0,1,2,1,NA,NA,NA,NA
"36",1,"sub",FALSE,1,"tot",300,16,300,0,0,1,0,1,NA,NA,NA,NA
"37",1,"sub",FALSE,1,"tot",300,17,300,0,0,1,0,1,NA,NA,NA,NA
"38",1,"sub",FALSE,1,"tot",300,18,300,0,0,1,0,1,NA,NA,NA,NA
"39",1,"sub",FALSE,1,"tot",300,19,300,0,0,1,0,1,NA,NA,NA,NA
"40",1,"sub",FALSE,1,"tot",300,20,300,0,0,1,0,1,NA,NA,NA,NA
"41",1,"sub",FALSE,2,"1",168,1,16,48,152,0.0952380952380952,NA,0.56,1,168,0.56,16
"42",1,"sub",FALSE,2,"1",168,2,16,48,152,0.0952380952380952,0,0.56,1,168,0.56,16
"43",1,"sub",FALSE,2,"1",168,3,58,46,110,0.345238095238095,42,0.56,1,168,0.56,58
"44",1,"sub",FALSE,2,"1",168,4,64,41,104,0.380952380952381,6,0.56,1,168,0.56,64
"45",1,"sub",FALSE,2,"1",168,5,97,30,71,0.577380952380952,33,0.56,1,168,0.56,97
"46",1,"sub",FALSE,2,"1",168,6,102,26,66,0.607142857142857,5,0.56,1,168,0.56,102
"47",1,"sub",FALSE,2,"1",168,7,126,12,42,0.75,24,0.56,1,168,0.56,126
"48",1,"sub",FALSE,2,"1",168,8,127,12,41,0.755952380952381,1,0.56,1,168,0.56,127
"49",1,"sub",FALSE,2,"1",168,9,137,7,31,0.81547619047619,10,0.56,1,168,0.56,137
"50",1,"sub",FALSE,2,"1",168,10,138,7,30,0.821428571428571,1,0.56,1,168,0.56,138
"51",1,"sub",FALSE,2,"1",168,11,143,5,25,0.851190476190476,5,0.56,1,168,0.56,143
"52",1,"sub",FALSE,2,"1",168,12,144,5,24,0.857142857142857,1,0.56,1,168,0.56,144
"53",1,"sub",FALSE,2,"1",168,13,147,5,21,0.875,3,0.56,1,168,0.56,147
"54",1,"sub",FALSE,2,"1",168,14,148,6,20,0.880952380952381,1,0.56,1,168,0.56,148
"55",1,"sub",FALSE,2,"1",168,15,151,6,17,0.898809523809524,3,0.56,1,168,0.56,151
"56",1,"sub",FALSE,2,"1",168,16,153,6,15,0.910714285714286,2,0.56,1,168,0.56,153
"57",1,"sub",FALSE,2,"1",168,17,157,5,11,0.93452380952381,4,0.56,1,168,0.56,157
"58",1,"sub",FALSE,2,"1",168,18,159,3,9,0.946428571428571,2,0.56,1,168,0.56,159
"59",1,"sub",FALSE,2,"1",168,19,162,4,6,0.964285714285714,3,0.56,1,168,0.56,162
"60",1,"sub",FALSE,2,"1",168,20,162,4,6,0.964285714285714,0,0.56,1,168,0.56,162
"61",1,"sub",FALSE,2,"2",132,1,14,43,118,0.106060606060606,NA,0.44,0.3,39.6,0.132,4.2
"62",1,"sub",FALSE,2,"2",132,2,14,43,118,0.106060606060606,0,0.44,0.3,39.6,0.132,4.2
"63",1,"sub",FALSE,2,"2",132,3,22,64,110,0.166666666666667,8,0.44,0.3,39.6,0.132,6.6
"64",1,"sub",FALSE,2,"2",132,4,24,65,108,0.181818181818182,2,0.44,0.3,39.6,0.132,7.2
"65",1,"sub",FALSE,2,"2",132,5,30,71,102,0.227272727272727,6,0.44,0.3,39.6,0.132,9
"66",1,"sub",FALSE,2,"2",132,6,35,69,97,0.265151515151515,5,0.44,0.3,39.6,0.132,10.5
"67",1,"sub",FALSE,2,"2",132,7,41,73,91,0.310606060606061,6,0.44,0.3,39.6,0.132,12.3
"68",1,"sub",FALSE,2,"2",132,8,45,70,87,0.340909090909091,4,0.44,0.3,39.6,0.132,13.5
"69",1,"sub",FALSE,2,"2",132,9,52,69,80,0.393939393939394,7,0.44,0.3,39.6,0.132,15.6
"70",1,"sub",FALSE,2,"2",132,10,55,67,77,0.416666666666667,3,0.44,0.3,39.6,0.132,16.5
"71",1,"sub",FALSE,2,"2",132,11,61,62,71,0.462121212121212,6,0.44,0.3,39.6,0.132,18.3
"72",1,"sub",FALSE,2,"2",132,12,64,59,68,0.484848484848485,3,0.44,0.3,39.6,0.132,19.2
"73",1,"sub",FALSE,2,"2",132,13,69,56,63,0.522727272727273,5,0.44,0.3,39.6,0.132,20.7
"74",1,"sub",FALSE,2,"2",132,14,69,56,63,0.522727272727273,0,0.44,0.3,39.6,0.132,20.7
"75",1,"sub",FALSE,2,"2",132,15,74,51,58,0.560606060606061,5,0.44,0.3,39.6,0.132,22.2
"76",1,"sub",FALSE,2,"2",132,16,74,53,58,0.560606060606061,0,0.44,0.3,39.6,0.132,22.2
"77",1,"sub",FALSE,2,"2",132,17,76,51,56,0.575757575757576,2,0.44,0.3,39.6,0.132,22.8
"78",1,"sub",FALSE,2,"2",132,18,77,52,55,0.583333333333333,1,0.44,0.3,39.6,0.132,23.1
"79",1,"sub",FALSE,2,"2",132,19,77,52,55,0.583333333333333,0,0.44,0.3,39.6,0.132,23.1
"80",1,"sub",FALSE,2,"2",132,20,79,50,53,0.598484848484849,2,0.44,0.3,39.6,0.132,23.7
"81",1,"sub",FALSE,2,"tot",300,1,30,91,270,0.1,NA,1,NA,NA,NA,NA
"82",1,"sub",FALSE,2,"tot",300,2,30,91,270,0.1,0,1,NA,NA,NA,NA
"83",1,"sub",FALSE,2,"tot",300,3,80,110,220,0.266666666666667,50,1,NA,NA,NA,NA
"84",1,"sub",FALSE,2,"tot",300,4,88,106,212,0.293333333333333,8,1,NA,NA,NA,NA
"85",1,"sub",FALSE,2,"tot",300,5,127,101,173,0.423333333333333,39,1,NA,NA,NA,NA
"86",1,"sub",FALSE,2,"tot",300,6,137,95,163,0.456666666666667,10,1,NA,NA,NA,NA
"87",1,"sub",FALSE,2,"tot",300,7,167,85,133,0.556666666666667,30,1,NA,NA,NA,NA
"88",1,"sub",FALSE,2,"tot",300,8,172,82,128,0.573333333333333,5,1,NA,NA,NA,NA
"89",1,"sub",FALSE,2,"tot",300,9,189,76,111,0.63,17,1,NA,NA,NA,NA
"90",1,"sub",FALSE,2,"tot",300,10,193,74,107,0.643333333333333,4,1,NA,NA,NA,NA
"91",1,"sub",FALSE,2,"tot",300,11,204,67,96,0.68,11,1,NA,NA,NA,NA
"92",1,"sub",FALSE,2,"tot",300,12,208,64,92,0.693333333333333,4,1,NA,NA,NA,NA
"93",1,"sub",FALSE,2,"tot",300,13,216,61,84,0.72,8,1,NA,NA,NA,NA
"94",1,"sub",FALSE,2,"tot",300,14,217,62,83,0.723333333333333,1,1,NA,NA,NA,NA
"95",1,"sub",FALSE,2,"tot",300,15,225,57,75,0.75,8,1,NA,NA,NA,NA
"96",1,"sub",FALSE,2,"tot",300,16,227,59,73,0.756666666666667,2,1,NA,NA,NA,NA
"97",1,"sub",FALSE,2,"tot",300,17,233,56,67,0.776666666666667,6,1,NA,NA,NA,NA
"98",1,"sub",FALSE,2,"tot",300,18,236,55,64,0.786666666666667,3,1,NA,NA,NA,NA
"99",1,"sub",FALSE,2,"tot",300,19,239,56,61,0.796666666666667,3,1,NA,NA,NA,NA
"100",1,"sub",FALSE,2,"tot",300,20,241,54,59,0.803333333333333,2,1,NA,NA,NA,NA
"101",1,"sub",FALSE,4,"1",110,1,16,35,94,0.145454545454545,NA,0.366666666666667,1,110,0.366666666666667,16
"102",1,"sub",FALSE,4,"1",110,2,16,35,94,0.145454545454545,0,0.366666666666667,1,110,0.366666666666667,16
"103",1,"sub",FALSE,4,"1",110,3,47,23,63,0.427272727272727,31,0.366666666666667,1,110,0.366666666666667,47
"104",1,"sub",FALSE,4,"1",110,4,49,23,61,0.445454545454545,2,0.366666666666667,1,110,0.366666666666667,49
"105",1,"sub",FALSE,4,"1",110,5,70,11,40,0.636363636363636,21,0.366666666666667,1,110,0.366666666666667,70
"106",1,"sub",FALSE,4,"1",110,6,72,11,38,0.654545454545455,2,0.366666666666667,1,110,0.366666666666667,72
"107",1,"sub",FALSE,4,"1",110,7,80,7,30,0.727272727272727,8,0.366666666666667,1,110,0.366666666666667,80
"108",1,"sub",FALSE,4,"1",110,8,83,6,27,0.754545454545455,3,0.366666666666667,1,110,0.366666666666667,83
"109",1,"sub",FALSE,4,"1",110,9,87,2,23,0.790909090909091,4,0.366666666666667,1,110,0.366666666666667,87
"110",1,"sub",FALSE,4,"1",110,10,89,0,21,0.809090909090909,2,0.366666666666667,1,110,0.366666666666667,89
"111",1,"sub",FALSE,4,"1",110,11,89,0,21,0.809090909090909,0,0.366666666666667,1,110,0.366666666666667,89
"112",1,"sub",FALSE,4,"1",110,12,89,0,21,0.809090909090909,0,0.366666666666667,1,110,0.366666666666667,89
"113",1,"sub",FALSE,4,"1",110,13,89,0,21,0.809090909090909,0,0.366666666666667,1,110,0.366666666666667,89
"114",1,"sub",FALSE,4,"1",110,14,89,0,21,0.809090909090909,0,0.366666666666667,1,110,0.366666666666667,89
"115",1,"sub",FALSE,4,"1",110,15,89,0,21,0.809090909090909,0,0.366666666666667,1,110,0.366666666666667,89
"116",1,"sub",FALSE,4,"1",110,16,89,0,21,0.809090909090909,0,0.366666666666667,1,110,0.366666666666667,89
"117",1,"sub",FALSE,4,"1",110,17,89,0,21,0.809090909090909,0,0.366666666666667,1,110,0.366666666666667,89
"118",1,"sub",FALSE,4,"1",110,18,89,0,21,0.809090909090909,0,0.366666666666667,1,110,0.366666666666667,89
"119",1,"sub",FALSE,4,"1",110,19,89,0,21,0.809090909090909,0,0.366666666666667,1,110,0.366666666666667,89
"120",1,"sub",FALSE,4,"1",110,20,89,0,21,0.809090909090909,0,0.366666666666667,1,110,0.366666666666667,89
"121",1,"sub",FALSE,4,"2",87,1,6,20,81,0.0689655172413793,NA,0.29,0.3,26.1,0.087,1.8
"122",1,"sub",FALSE,4,"2",87,2,6,20,81,0.0689655172413793,0,0.29,0.3,26.1,0.087,1.8
"123",1,"sub",FALSE,4,"2",87,3,13,32,74,0.149425287356322,7,0.29,0.3,26.1,0.087,3.9
"124",1,"sub",FALSE,4,"2",87,4,14,31,73,0.160919540229885,1,0.29,0.3,26.1,0.087,4.2
"125",1,"sub",FALSE,4,"2",87,5,18,33,69,0.206896551724138,4,0.29,0.3,26.1,0.087,5.4
"126",1,"sub",FALSE,4,"2",87,6,20,31,67,0.229885057471264,2,0.29,0.3,26.1,0.087,6
"127",1,"sub",FALSE,4,"2",87,7,24,34,63,0.275862068965517,4,0.29,0.3,26.1,0.087,7.2
"128",1,"sub",FALSE,4,"2",87,8,25,35,62,0.28735632183908,1,0.29,0.3,26.1,0.087,7.5
"129",1,"sub",FALSE,4,"2",87,9,26,34,61,0.298850574712644,1,0.29,0.3,26.1,0.087,7.8
"130",1,"sub",FALSE,4,"2",87,10,28,34,59,0.32183908045977,2,0.29,0.3,26.1,0.087,8.4
"131",1,"sub",FALSE,4,"2",87,11,29,35,58,0.333333333333333,1,0.29,0.3,26.1,0.087,8.7
"132",1,"sub",FALSE,4,"2",87,12,29,35,58,0.333333333333333,0,0.29,0.3,26.1,0.087,8.7
"133",1,"sub",FALSE,4,"2",87,13,29,35,58,0.333333333333333,0,0.29,0.3,26.1,0.087,8.7
"134",1,"sub",FALSE,4,"2",87,14,29,35,58,0.333333333333333,0,0.29,0.3,26.1,0.087,8.7
"135",1,"sub",FALSE,4,"2",87,15,29,35,58,0.333333333333333,0,0.29,0.3,26.1,0.087,8.7
"136",1,"sub",FALSE,4,"2",87,16,29,35,58,0.333333333333333,0,0.29,0.3,26.1,0.087,8.7
"137",1,"sub",FALSE,4,"2",87,17,29,35,58,0.333333333333333,0,0.29,0.3,26.1,0.087,8.7
"138",1,"sub",FALSE,4,"2",87,18,29,35,58,0.333333333333333,0,0.29,0.3,26.1,0.087,8.7
"139",1,"sub",FALSE,4,"2",87,19,29,35,58,0.333333333333333,0,0.29,0.3,26.1,0.087,8.7
"140",1,"sub",FALSE,4,"2",87,20,29,35,58,0.333333333333333,0,0.29,0.3,26.1,0.087,8.7
"141",1,"sub",FALSE,4,"3",61,1,7,18,54,0.114754098360656,NA,0.203333333333333,0.2,12.2,0.0406666666666667,1.4
"142",1,"sub",FALSE,4,"3",61,2,7,18,54,0.114754098360656,0,0.203333333333333,0.2,12.2,0.0406666666666667,1.4
"143",1,"sub",FALSE,4,"3",61,3,12,25,49,0.19672131147541,5,0.203333333333333,0.2,12.2,0.0406666666666667,2.4
"144",1,"sub",FALSE,4,"3",61,4,12,26,49,0.19672131147541,0,0.203333333333333,0.2,12.2,0.0406666666666667,2.4
"145",1,"sub",FALSE,4,"3",61,5,13,29,48,0.213114754098361,1,0.203333333333333,0.2,12.2,0.0406666666666667,2.6
"146",1,"sub",FALSE,4,"3",61,6,13,30,48,0.213114754098361,0,0.203333333333333,0.2,12.2,0.0406666666666667,2.6
"147",1,"sub",FALSE,4,"3",61,7,13,37,48,0.213114754098361,0,0.203333333333333,0.2,12.2,0.0406666666666667,2.6
"148",1,"sub",FALSE,4,"3",61,8,13,38,48,0.213114754098361,0,0.203333333333333,0.2,12.2,0.0406666666666667,2.6
"149",1,"sub",FALSE,4,"3",61,9,14,37,47,0.229508196721311,1,0.203333333333333,0.2,12.2,0.0406666666666667,2.8
"150",1,"sub",FALSE,4,"3",61,10,14,37,47,0.229508196721311,0,0.203333333333333,0.2,12.2,0.0406666666666667,2.8
"151",1,"sub",FALSE,4,"3",61,11,15,37,46,0.245901639344262,1,0.203333333333333,0.2,12.2,0.0406666666666667,3
"152",1,"sub",FALSE,4,"3",61,12,16,36,45,0.262295081967213,1,0.203333333333333,0.2,12.2,0.0406666666666667,3.2
"153",1,"sub",FALSE,4,"3",61,13,16,36,45,0.262295081967213,0,0.203333333333333,0.2,12.2,0.0406666666666667,3.2
"154",1,"sub",FALSE,4,"3",61,14,16,36,45,0.262295081967213,0,0.203333333333333,0.2,12.2,0.0406666666666667,3.2
"155",1,"sub",FALSE,4,"3",61,15,16,36,45,0.262295081967213,0,0.203333333333333,0.2,12.2,0.0406666666666667,3.2
"156",1,"sub",FALSE,4,"3",61,16,16,36,45,0.262295081967213,0,0.203333333333333,0.2,12.2,0.0406666666666667,3.2
"157",1,"sub",FALSE,4,"3",61,17,16,36,45,0.262295081967213,0,0.203333333333333,0.2,12.2,0.0406666666666667,3.2
"158",1,"sub",FALSE,4,"3",61,18,16,36,45,0.262295081967213,0,0.203333333333333,0.2,12.2,0.0406666666666667,3.2
"159",1,"sub",FALSE,4,"3",61,19,16,36,45,0.262295081967213,0,0.203333333333333,0.2,12.2,0.0406666666666667,3.2
"160",1,"sub",FALSE,4,"3",61,20,16,36,45,0.262295081967213,0,0.203333333333333,0.2,12.2,0.0406666666666667,3.2
"161",1,"sub",FALSE,4,"4",42,1,1,11,41,0.0238095238095238,NA,0.14,0.1,4.2,0.014,0.1
"162",1,"sub",FALSE,4,"4",42,2,1,11,41,0.0238095238095238,0,0.14,0.1,4.2,0.014,0.1
"163",1,"sub",FALSE,4,"4",42,3,1,19,41,0.0238095238095238,0,0.14,0.1,4.2,0.014,0.1
"164",1,"sub",FALSE,4,"4",42,4,1,20,41,0.0238095238095238,0,0.14,0.1,4.2,0.014,0.1
"165",1,"sub",FALSE,4,"4",42,5,1,25,41,0.0238095238095238,0,0.14,0.1,4.2,0.014,0.1
"166",1,"sub",FALSE,4,"4",42,6,1,26,41,0.0238095238095238,0,0.14,0.1,4.2,0.014,0.1
"167",1,"sub",FALSE,4,"4",42,7,1,27,41,0.0238095238095238,0,0.14,0.1,4.2,0.014,0.1
"168",1,"sub",FALSE,4,"4",42,8,1,27,41,0.0238095238095238,0,0.14,0.1,4.2,0.014,0.1
"169",1,"sub",FALSE,4,"4",42,9,1,28,41,0.0238095238095238,0,0.14,0.1,4.2,0.014,0.1
"170",1,"sub",FALSE,4,"4",42,10,1,28,41,0.0238095238095238,0,0.14,0.1,4.2,0.014,0.1
"171",1,"sub",FALSE,4,"4",42,11,1,28,41,0.0238095238095238,0,0.14,0.1,4.2,0.014,0.1
"172",1,"sub",FALSE,4,"4",42,12,1,28,41,0.0238095238095238,0,0.14,0.1,4.2,0.014,0.1
"173",1,"sub",FALSE,4,"4",42,13,1,28,41,0.0238095238095238,0,0.14,0.1,4.2,0.014,0.1
"174",1,"sub",FALSE,4,"4",42,14,1,28,41,0.0238095238095238,0,0.14,0.1,4.2,0.014,0.1
"175",1,"sub",FALSE,4,"4",42,15,1,28,41,0.0238095238095238,0,0.14,0.1,4.2,0.014,0.1
"176",1,"sub",FALSE,4,"4",42,16,1,28,41,0.0238095238095238,0,0.14,0.1,4.2,0.014,0.1
"177",1,"sub",FALSE,4,"4",42,17,1,28,41,0.0238095238095238,0,0.14,0.1,4.2,0.014,0.1
"178",1,"sub",FALSE,4,"4",42,18,1,28,41,0.0238095238095238,0,0.14,0.1,4.2,0.014,0.1
"179",1,"sub",FALSE,4,"4",42,19,1,28,41,0.0238095238095238,0,0.14,0.1,4.2,0.014,0.1
"180",1,"sub",FALSE,4,"4",42,20,1,28,41,0.0238095238095238,0,0.14,0.1,4.2,0.014,0.1
"181",1,"sub",FALSE,4,"tot",300,1,30,84,270,0.1,NA,1,NA,NA,NA,NA
"182",1,"sub",FALSE,4,"tot",300,2,30,84,270,0.1,0,1,NA,NA,NA,NA
"183",1,"sub",FALSE,4,"tot",300,3,73,99,227,0.243333333333333,43,1,NA,NA,NA,NA
"184",1,"sub",FALSE,4,"tot",300,4,76,100,224,0.253333333333333,3,1,NA,NA,NA,NA
"185",1,"sub",FALSE,4,"tot",300,5,102,98,198,0.34,26,1,NA,NA,NA,NA
"186",1,"sub",FALSE,4,"tot",300,6,106,98,194,0.353333333333333,4,1,NA,NA,NA,NA
"187",1,"sub",FALSE,4,"tot",300,7,118,105,182,0.393333333333333,12,1,NA,NA,NA,NA
"188",1,"sub",FALSE,4,"tot",300,8,122,106,178,0.406666666666667,4,1,NA,NA,NA,NA
"189",1,"sub",FALSE,4,"tot",300,9,128,101,172,0.426666666666667,6,1,NA,NA,NA,NA
"190",1,"sub",FALSE,4,"tot",300,10,132,99,168,0.44,4,1,NA,NA,NA,NA
"191",1,"sub",FALSE,4,"tot",300,11,134,100,166,0.446666666666667,2,1,NA,NA,NA,NA
"192",1,"sub",FALSE,4,"tot",300,12,135,99,165,0.45,1,1,NA,NA,NA,NA
"193",1,"sub",FALSE,4,"tot",300,13,135,99,165,0.45,0,1,NA,NA,NA,NA
"194",1,"sub",FALSE,4,"tot",300,14,135,99,165,0.45,0,1,NA,NA,NA,NA
"195",1,"sub",FALSE,4,"tot",300,15,135,99,165,0.45,0,1,NA,NA,NA,NA
"196",1,"sub",FALSE,4,"tot",300,16,135,99,165,0.45,0,1,NA,NA,NA,NA
"197",1,"sub",FALSE,4,"tot",300,17,135,99,165,0.45,0,1,NA,NA,NA,NA
"198",1,"sub",FALSE,4,"tot",300,18,135,99,165,0.45,0,1,NA,NA,NA,NA
"199",1,"sub",FALSE,4,"tot",300,19,135,99,165,0.45,0,1,NA,NA,NA,NA
"200",1,"sub",FALSE,4,"tot",300,20,135,99,165,0.45,0,1,NA,NA,NA,NA
"201",1,"sub",FALSE,6,"1",93,1,13,25,80,0.139784946236559,NA,0.31,1,93,0.31,13
"202",1,"sub",FALSE,6,"1",93,2,13,25,80,0.139784946236559,0,0.31,1,93,0.31,13
"203",1,"sub",FALSE,6,"1",93,3,35,15,58,0.376344086021505,22,0.31,1,93,0.31,35
"204",1,"sub",FALSE,6,"1",93,4,37,15,56,0.397849462365591,2,0.31,1,93,0.31,37
"205",1,"sub",FALSE,6,"1",93,5,50,6,43,0.537634408602151,13,0.31,1,93,0.31,50
"206",1,"sub",FALSE,6,"1",93,6,52,7,41,0.559139784946237,2,0.31,1,93,0.31,52
"207",1,"sub",FALSE,6,"1",93,7,55,7,38,0.591397849462366,3,0.31,1,93,0.31,55
"208",1,"sub",FALSE,6,"1",93,8,59,6,34,0.634408602150538,4,0.31,1,93,0.31,59
"209",1,"sub",FALSE,6,"1",93,9,62,5,31,0.666666666666667,3,0.31,1,93,0.31,62
"210",1,"sub",FALSE,6,"1",93,10,64,5,29,0.688172043010753,2,0.31,1,93,0.31,64
"211",1,"sub",FALSE,6,"1",93,11,66,3,27,0.709677419354839,2,0.31,1,93,0.31,66
"212",1,"sub",FALSE,6,"1",93,12,67,4,26,0.720430107526882,1,0.31,1,93,0.31,67
"213",1,"sub",FALSE,6,"1",93,13,68,6,25,0.731182795698925,1,0.31,1,93,0.31,68
"214",1,"sub",FALSE,6,"1",93,14,70,5,23,0.752688172043011,2,0.31,1,93,0.31,70
"215",1,"sub",FALSE,6,"1",93,15,72,3,21,0.774193548387097,2,0.31,1,93,0.31,72
"216",1,"sub",FALSE,6,"1",93,16,73,3,20,0.78494623655914,1,0.31,1,93,0.31,73
"217",1,"sub",FALSE,6,"1",93,17,74,2,19,0.795698924731183,1,0.31,1,93,0.31,74
"218",1,"sub",FALSE,6,"1",93,18,75,4,18,0.806451612903226,1,0.31,1,93,0.31,75
"219",1,"sub",FALSE,6,"1",93,19,75,4,18,0.806451612903226,0,0.31,1,93,0.31,75
"220",1,"sub",FALSE,6,"1",93,20,78,1,15,0.838709677419355,3,0.31,1,93,0.31,78
"221",1,"sub",FALSE,6,"2",74,1,5,25,69,0.0675675675675676,NA,0.246666666666667,0.3,22.2,0.074,1.5
"222",1,"sub",FALSE,6,"2",74,2,5,25,69,0.0675675675675676,0,0.246666666666667,0.3,22.2,0.074,1.5
"223",1,"sub",FALSE,6,"2",74,3,8,30,66,0.108108108108108,3,0.246666666666667,0.3,22.2,0.074,2.4
"224",1,"sub",FALSE,6,"2",74,4,9,30,65,0.121621621621622,1,0.246666666666667,0.3,22.2,0.074,2.7
"225",1,"sub",FALSE,6,"2",74,5,10,33,64,0.135135135135135,1,0.246666666666667,0.3,22.2,0.074,3
"226",1,"sub",FALSE,6,"2",74,6,13,32,61,0.175675675675676,3,0.246666666666667,0.3,22.2,0.074,3.9
"227",1,"sub",FALSE,6,"2",74,7,17,29,57,0.22972972972973,4,0.246666666666667,0.3,22.2,0.074,5.1
"228",1,"sub",FALSE,6,"2",74,8,18,28,56,0.243243243243243,1,0.246666666666667,0.3,22.2,0.074,5.4
"229",1,"sub",FALSE,6,"2",74,9,19,27,55,0.256756756756757,1,0.246666666666667,0.3,22.2,0.074,5.7
"230",1,"sub",FALSE,6,"2",74,10,21,26,53,0.283783783783784,2,0.246666666666667,0.3,22.2,0.074,6.3
"231",1,"sub",FALSE,6,"2",74,11,21,28,53,0.283783783783784,0,0.246666666666667,0.3,22.2,0.074,6.3
"232",1,"sub",FALSE,6,"2",74,12,22,28,52,0.297297297297297,1,0.246666666666667,0.3,22.2,0.074,6.6
"233",1,"sub",FALSE,6,"2",74,13,23,27,51,0.310810810810811,1,0.246666666666667,0.3,22.2,0.074,6.9
"234",1,"sub",FALSE,6,"2",74,14,24,28,50,0.324324324324324,1,0.246666666666667,0.3,22.2,0.074,7.2
"235",1,"sub",FALSE,6,"2",74,15,24,28,50,0.324324324324324,0,0.246666666666667,0.3,22.2,0.074,7.2
"236",1,"sub",FALSE,6,"2",74,16,24,29,50,0.324324324324324,0,0.246666666666667,0.3,22.2,0.074,7.2
"237",1,"sub",FALSE,6,"2",74,17,26,28,48,0.351351351351351,2,0.246666666666667,0.3,22.2,0.074,7.8
"238",1,"sub",FALSE,6,"2",74,18,26,28,48,0.351351351351351,0,0.246666666666667,0.3,22.2,0.074,7.8
"239",1,"sub",FALSE,6,"2",74,19,28,26,46,0.378378378378378,2,0.246666666666667,0.3,22.2,0.074,8.4
"240",1,"sub",FALSE,6,"2",74,20,28,26,46,0.378378378378378,0,0.246666666666667,0.3,22.2,0.074,8.4
"241",1,"sub",FALSE,6,"3",52,1,3,18,49,0.0576923076923077,NA,0.173333333333333,0.2,10.4,0.0346666666666667,0.6
"242",1,"sub",FALSE,6,"3",52,2,3,18,49,0.0576923076923077,0,0.173333333333333,0.2,10.4,0.0346666666666667,0.6
"243",1,"sub",FALSE,6,"3",52,3,5,19,47,0.0961538461538462,2,0.173333333333333,0.2,10.4,0.0346666666666667,1
"244",1,"sub",FALSE,6,"3",52,4,6,19,46,0.115384615384615,1,0.173333333333333,0.2,10.4,0.0346666666666667,1.2
"245",1,"sub",FALSE,6,"3",52,5,6,23,46,0.115384615384615,0,0.173333333333333,0.2,10.4,0.0346666666666667,1.2
