"","rep","dens","rand","rich","species","n","time","n.I","n.E","n.S","pI","dI","rel.n","comp","comp_Abund","comp_relAbund","comp_nI"
"25",1,"sub",FALSE,1,"tot",300,5,205,64,95,0.683333333333333,85,1,NA,NA,NA,NA
"26",1,"sub",FALSE,1,"tot",300,6,215,58,85,0.716666666666667,10,1,NA,NA,NA,NA
"27",1,"sub",FALSE,1,"tot",300,7,267,27,33,0.89,52,1,NA,NA,NA,NA
"28",1,"sub",FALSE,1,"tot",300,8,272,23,28,0.906666666666667,5,1,NA,NA,NA,NA
"29",1,"sub",FALSE,1,"tot",300,9,293,6,7,0.976666666666667,21,1,NA,NA,NA,NA
"30",1,"sub",FALSE,1,"tot",300,10,294,5,6,0.98,1,1,NA,NA,NA,NA
"31",1,"sub",FALSE,1,"tot",300,11,298,2,2,0.993333333333333,4,1,NA,NA,NA,NA
"32",1,"sub",FALSE,1,"tot",300,12,299,1,1,0.996666666666667,1,1,NA,NA,NA,NA
"33",1,"sub",FALSE,1,"tot",300,13,300,0,0,1,1,1,NA,NA,NA,NA
"34",1,"sub",FALSE,1,"tot",300,14,300,0,0,1,0,1,NA,NA,NA,NA
"35",1,"sub",FALSE,1,"tot",300,15,300,0,0,1,0,1,NA,NA,NA,NA
"36",1,"sub",FALSE,1,"tot",300,16,300,0,0,1,0,1,NA,NA,NA,NA
"37",1,"sub",FALSE,1,"tot",300,17,300,0,0,1,0,1,NA,NA,NA,NA
"38",1,"sub",FALSE,1,"tot",300,18,300,0,0,1,0,1,NA,NA,NA,NA
"39",1,"sub",FALSE,1,"tot",300,19,300,0,0,1,0,1,NA,NA,NA,NA
"40",1,"sub",FALSE,1,"tot",300,20,300,0,0,1,0,1,NA,NA,NA,NA
"41",1,"sub",FALSE,2,"1",169,1,17,47,152,0.100591715976331,NA,0.563333333333333,1,169,0.563333333333333,17
"42",1,"sub",FALSE,2,"1",169,2,17,47,152,0.100591715976331,0,0.563333333333333,1,169,0.563333333333333,17
"43",1,"sub",FALSE,2,"1",169,3,60,46,109,0.355029585798817,43,0.563333333333333,1,169,0.563333333333333,60
"44",1,"sub",FALSE,2,"1",169,4,62,48,107,0.366863905325444,2,0.563333333333333,1,169,0.563333333333333,62
"45",1,"sub",FALSE,2,"1",169,5,104,40,65,0.615384615384615,42,0.563333333333333,1,169,0.563333333333333,104
"46",1,"sub",FALSE,2,"1",169,6,110,37,59,0.650887573964497,6,0.563333333333333,1,169,0.563333333333333,110
"47",1,"sub",FALSE,2,"1",169,7,141,20,28,0.834319526627219,31,0.563333333333333,1,169,0.563333333333333,141
"48",1,"sub",FALSE,2,"1",169,8,146,17,23,0.863905325443787,5,0.563333333333333,1,169,0.563333333333333,146
"49",1,"sub",FALSE,2,"1",169,9,159,9,10,0.940828402366864,13,0.563333333333333,1,169,0.563333333333333,159
"50",1,"sub",FALSE,2,"1",169,10,163,5,6,0.964497041420118,4,0.563333333333333,1,169,0.563333333333333,163
"51",1,"sub",FALSE,2,"1",169,11,168,1,1,0.994082840236686,5,0.563333333333333,1,169,0.563333333333333,168
"52",1,"sub",FALSE,2,"1",169,12,168,1,1,0.994082840236686,0,0.563333333333333,1,169,0.563333333333333,168
"53",1,"sub",FALSE,2,"1",169,13,169,0,0,1,1,0.563333333333333,1,169,0.563333333333333,169
"54",1,"sub",FALSE,2,"1",169,14,169,0,0,1,0,0.563333333333333,1,169,0.563333333333333,169
"55",1,"sub",FALSE,2,"1",169,15,169,0,0,1,0,0.563333333333333,1,169,0.563333333333333,169
"56",1,"sub",FALSE,2,"1",169,16,169,0,0,1,0,0.563333333333333,1,169,0.563333333333333,169
"57",1,"sub",FALSE,2,"1",169,17,169,0,0,1,0,0.563333333333333,1,169,0.563333333333333,169
"58",1,"sub",FALSE,2,"1",169,18,169,0,0,1,0,0.563333333333333,1,169,0.563333333333333,169
"59",1,"sub",FALSE,2,"1",169,19,169,0,0,1,0,0.563333333333333,1,169,0.563333333333333,169
"60",1,"sub",FALSE,2,"1",169,20,169,0,0,1,0,0.563333333333333,1,169,0.563333333333333,169
"61",1,"sub",FALSE,2,"2",131,1,13,41,118,0.099236641221374,NA,0.436666666666667,0.7,91.7,0.305666666666667,9.1
"62",1,"sub",FALSE,2,"2",131,2,13,41,118,0.099236641221374,0,0.436666666666667,0.7,91.7,0.305666666666667,9.1
"63",1,"sub",FALSE,2,"2",131,3,39,56,92,0.297709923664122,26,0.436666666666667,0.7,91.7,0.305666666666667,27.3
"64",1,"sub",FALSE,2,"2",131,4,42,54,89,0.320610687022901,3,0.436666666666667,0.7,91.7,0.305666666666667,29.4
"65",1,"sub",FALSE,2,"2",131,5,82,31,49,0.625954198473282,40,0.436666666666667,0.7,91.7,0.305666666666667,57.4
"66",1,"sub",FALSE,2,"2",131,6,89,28,42,0.679389312977099,7,0.436666666666667,0.7,91.7,0.305666666666667,62.3
"67",1,"sub",FALSE,2,"2",131,7,102,23,29,0.778625954198473,13,0.436666666666667,0.7,91.7,0.305666666666667,71.4
"68",1,"sub",FALSE,2,"2",131,8,109,18,22,0.83206106870229,7,0.436666666666667,0.7,91.7,0.305666666666667,76.3
"69",1,"sub",FALSE,2,"2",131,9,119,10,12,0.908396946564885,10,0.436666666666667,0.7,91.7,0.305666666666667,83.3
"70",1,"sub",FALSE,2,"2",131,10,124,5,7,0.946564885496183,5,0.436666666666667,0.7,91.7,0.305666666666667,86.8
"71",1,"sub",FALSE,2,"2",131,11,128,2,3,0.977099236641221,4,0.436666666666667,0.7,91.7,0.305666666666667,89.6
"72",1,"sub",FALSE,2,"2",131,12,128,2,3,0.977099236641221,0,0.436666666666667,0.7,91.7,0.305666666666667,89.6
"73",1,"sub",FALSE,2,"2",131,13,129,2,2,0.984732824427481,1,0.436666666666667,0.7,91.7,0.305666666666667,90.3
"74",1,"sub",FALSE,2,"2",131,14,130,1,1,0.99236641221374,1,0.436666666666667,0.7,91.7,0.305666666666667,91
"75",1,"sub",FALSE,2,"2",131,15,131,0,0,1,1,0.436666666666667,0.7,91.7,0.305666666666667,91.7
"76",1,"sub",FALSE,2,"2",131,16,131,0,0,1,0,0.436666666666667,0.7,91.7,0.305666666666667,91.7
"77",1,"sub",FALSE,2,"2",131,17,131,0,0,1,0,0.436666666666667,0.7,91.7,0.305666666666667,91.7
"78",1,"sub",FALSE,2,"2",131,18,131,0,0,1,0,0.436666666666667,0.7,91.7,0.305666666666667,91.7
"79",1,"sub",FALSE,2,"2",131,19,131,0,0,1,0,0.436666666666667,0.7,91.7,0.305666666666667,91.7
"80",1,"sub",FALSE,2,"2",131,20,131,0,0,1,0,0.436666666666667,0.7,91.7,0.305666666666667,91.7
"81",1,"sub",FALSE,2,"tot",300,1,30,88,270,0.1,NA,1,NA,NA,NA,NA
"82",1,"sub",FALSE,2,"tot",300,2,30,88,270,0.1,0,1,NA,NA,NA,NA
"83",1,"sub",FALSE,2,"tot",300,3,99,102,201,0.33,69,1,NA,NA,NA,NA
"84",1,"sub",FALSE,2,"tot",300,4,104,102,196,0.346666666666667,5,1,NA,NA,NA,NA
"85",1,"sub",FALSE,2,"tot",300,5,186,71,114,0.62,82,1,NA,NA,NA,NA
"86",1,"sub",FALSE,2,"tot",300,6,199,65,101,0.663333333333333,13,1,NA,NA,NA,NA
"87",1,"sub",FALSE,2,"tot",300,7,243,43,57,0.81,44,1,NA,NA,NA,NA
"88",1,"sub",FALSE,2,"tot",300,8,255,35,45,0.85,12,1,NA,NA,NA,NA
"89",1,"sub",FALSE,2,"tot",300,9,278,19,22,0.926666666666667,23,1,NA,NA,NA,NA
"90",1,"sub",FALSE,2,"tot",300,10,287,10,13,0.956666666666667,9,1,NA,NA,NA,NA
"91",1,"sub",FALSE,2,"tot",300,11,296,3,4,0.986666666666667,9,1,NA,NA,NA,NA
"92",1,"sub",FALSE,2,"tot",300,12,296,3,4,0.986666666666667,0,1,NA,NA,NA,NA
"93",1,"sub",FALSE,2,"tot",300,13,298,2,2,0.993333333333333,2,1,NA,NA,NA,NA
"94",1,"sub",FALSE,2,"tot",300,14,299,1,1,0.996666666666667,1,1,NA,NA,NA,NA
"95",1,"sub",FALSE,2,"tot",300,15,300,0,0,1,1,1,NA,NA,NA,NA
"96",1,"sub",FALSE,2,"tot",300,16,300,0,0,1,0,1,NA,NA,NA,NA
"97",1,"sub",FALSE,2,"tot",300,17,300,0,0,1,0,1,NA,NA,NA,NA
"98",1,"sub",FALSE,2,"tot",300,18,300,0,0,1,0,1,NA,NA,NA,NA
"99",1,"sub",FALSE,2,"tot",300,19,300,0,0,1,0,1,NA,NA,NA,NA
"100",1,"sub",FALSE,2,"tot",300,20,300,0,0,1,0,1,NA,NA,NA,NA
"101",1,"sub",FALSE,4,"1",110,1,11,27,99,0.1,NA,0.366666666666667,1,110,0.366666666666667,11
"102",1,"sub",FALSE,4,"1",110,2,11,27,99,0.1,0,0.366666666666667,1,110,0.366666666666667,11
"103",1,"sub",FALSE,4,"1",110,3,36,28,74,0.327272727272727,25,0.366666666666667,1,110,0.366666666666667,36
"104",1,"sub",FALSE,4,"1",110,4,37,29,73,0.336363636363636,1,0.366666666666667,1,110,0.366666666666667,37
"105",1,"sub",FALSE,4,"1",110,5,62,21,48,0.563636363636364,25,0.366666666666667,1,110,0.366666666666667,62
"106",1,"sub",FALSE,4,"1",110,6,65,22,45,0.590909090909091,3,0.366666666666667,1,110,0.366666666666667,65
"107",1,"sub",FALSE,4,"1",110,7,82,14,28,0.745454545454545,17,0.366666666666667,1,110,0.366666666666667,82
"108",1,"sub",FALSE,4,"1",110,8,85,14,25,0.772727272727273,3,0.366666666666667,1,110,0.366666666666667,85
"109",1,"sub",FALSE,4,"1",110,9,95,7,15,0.863636363636364,10,0.366666666666667,1,110,0.366666666666667,95
"110",1,"sub",FALSE,4,"1",110,10,99,7,11,0.9,4,0.366666666666667,1,110,0.366666666666667,99
"111",1,"sub",FALSE,4,"1",110,11,102,5,8,0.927272727272727,3,0.366666666666667,1,110,0.366666666666667,102
"112",1,"sub",FALSE,4,"1",110,12,105,4,5,0.954545454545455,3,0.366666666666667,1,110,0.366666666666667,105
"113",1,"sub",FALSE,4,"1",110,13,107,3,3,0.972727272727273,2,0.366666666666667,1,110,0.366666666666667,107
"114",1,"sub",FALSE,4,"1",110,14,109,1,1,0.990909090909091,2,0.366666666666667,1,110,0.366666666666667,109
"115",1,"sub",FALSE,4,"1",110,15,110,0,0,1,1,0.366666666666667,1,110,0.366666666666667,110
"116",1,"sub",FALSE,4,"1",110,16,110,0,0,1,0,0.366666666666667,1,110,0.366666666666667,110
"117",1,"sub",FALSE,4,"1",110,17,110,0,0,1,0,0.366666666666667,1,110,0.366666666666667,110
"118",1,"sub",FALSE,4,"1",110,18,110,0,0,1,0,0.366666666666667,1,110,0.366666666666667,110
"119",1,"sub",FALSE,4,"1",110,19,110,0,0,1,0,0.366666666666667,1,110,0.366666666666667,110
"120",1,"sub",FALSE,4,"1",110,20,110,0,0,1,0,0.366666666666667,1,110,0.366666666666667,110
"121",1,"sub",FALSE,4,"2",87,1,7,19,80,0.0804597701149425,NA,0.29,0.7,60.9,0.203,4.9
"122",1,"sub",FALSE,4,"2",87,2,7,19,80,0.0804597701149425,0,0.29,0.7,60.9,0.203,4.9
"123",1,"sub",FALSE,4,"2",87,3,20,26,67,0.229885057471264,13,0.29,0.7,60.9,0.203,14
"124",1,"sub",FALSE,4,"2",87,4,24,23,63,0.275862068965517,4,0.29,0.7,60.9,0.203,16.8
"125",1,"sub",FALSE,4,"2",87,5,33,28,54,0.379310344827586,9,0.29,0.7,60.9,0.203,23.1
"126",1,"sub",FALSE,4,"2",87,6,42,20,45,0.482758620689655,9,0.29,0.7,60.9,0.203,29.4
"127",1,"sub",FALSE,4,"2",87,7,53,18,34,0.609195402298851,11,0.29,0.7,60.9,0.203,37.1
"128",1,"sub",FALSE,4,"2",87,8,58,16,29,0.666666666666667,5,0.29,0.7,60.9,0.203,40.6
"129",1,"sub",FALSE,4,"2",87,9,67,12,20,0.770114942528736,9,0.29,0.7,60.9,0.203,46.9
"130",1,"sub",FALSE,4,"2",87,10,72,11,15,0.827586206896552,5,0.29,0.7,60.9,0.203,50.4
"131",1,"sub",FALSE,4,"2",87,11,78,6,9,0.896551724137931,6,0.29,0.7,60.9,0.203,54.6
"132",1,"sub",FALSE,4,"2",87,12,82,4,5,0.942528735632184,4,0.29,0.7,60.9,0.203,57.4
"133",1,"sub",FALSE,4,"2",87,13,83,4,4,0.954022988505747,1,0.29,0.7,60.9,0.203,58.1
"134",1,"sub",FALSE,4,"2",87,14,84,3,3,0.96551724137931,1,0.29,0.7,60.9,0.203,58.8
"135",1,"sub",FALSE,4,"2",87,15,85,2,2,0.977011494252874,1,0.29,0.7,60.9,0.203,59.5
"136",1,"sub",FALSE,4,"2",87,16,86,1,1,0.988505747126437,1,0.29,0.7,60.9,0.203,60.2
"137",1,"sub",FALSE,4,"2",87,17,87,0,0,1,1,0.29,0.7,60.9,0.203,60.9
"138",1,"sub",FALSE,4,"2",87,18,87,0,0,1,0,0.29,0.7,60.9,0.203,60.9
"139",1,"sub",FALSE,4,"2",87,19,87,0,0,1,0,0.29,0.7,60.9,0.203,60.9
"140",1,"sub",FALSE,4,"2",87,20,87,0,0,1,0,0.29,0.7,60.9,0.203,60.9
"141",1,"sub",FALSE,4,"3",61,1,5,20,56,0.0819672131147541,NA,0.203333333333333,0.5,30.5,0.101666666666667,2.5
"142",1,"sub",FALSE,4,"3",61,2,5,20,56,0.0819672131147541,0,0.203333333333333,0.5,30.5,0.101666666666667,2.5
"143",1,"sub",FALSE,4,"3",61,3,11,26,50,0.180327868852459,6,0.203333333333333,0.5,30.5,0.101666666666667,5.5
"144",1,"sub",FALSE,4,"3",61,4,13,25,48,0.213114754098361,2,0.203333333333333,0.5,30.5,0.101666666666667,6.5
"145",1,"sub",FALSE,4,"3",61,5,21,24,40,0.344262295081967,8,0.203333333333333,0.5,30.5,0.101666666666667,10.5
"146",1,"sub",FALSE,4,"3",61,6,25,25,36,0.409836065573771,4,0.203333333333333,0.5,30.5,0.101666666666667,12.5
"147",1,"sub",FALSE,4,"3",61,7,32,24,29,0.524590163934426,7,0.203333333333333,0.5,30.5,0.101666666666667,16
"148",1,"sub",FALSE,4,"3",61,8,42,15,19,0.688524590163934,10,0.203333333333333,0.5,30.5,0.101666666666667,21
"149",1,"sub",FALSE,4,"3",61,9,43,16,18,0.704918032786885,1,0.203333333333333,0.5,30.5,0.101666666666667,21.5
"150",1,"sub",FALSE,4,"3",61,10,47,14,14,0.770491803278688,4,0.203333333333333,0.5,30.5,0.101666666666667,23.5
"151",1,"sub",FALSE,4,"3",61,11,51,10,10,0.836065573770492,4,0.203333333333333,0.5,30.5,0.101666666666667,25.5
"152",1,"sub",FALSE,4,"3",61,12,55,6,6,0.901639344262295,4,0.203333333333333,0.5,30.5,0.101666666666667,27.5
"153",1,"sub",FALSE,4,"3",61,13,59,2,2,0.967213114754098,4,0.203333333333333,0.5,30.5,0.101666666666667,29.5
"154",1,"sub",FALSE,4,"3",61,14,59,2,2,0.967213114754098,0,0.203333333333333,0.5,30.5,0.101666666666667,29.5
"155",1,"sub",FALSE,4,"3",61,15,60,1,1,0.983606557377049,1,0.203333333333333,0.5,30.5,0.101666666666667,30
"156",1,"sub",FALSE,4,"3",61,16,60,1,1,0.983606557377049,0,0.203333333333333,0.5,30.5,0.101666666666667,30
"157",1,"sub",FALSE,4,"3",61,17,60,1,1,0.983606557377049,0,0.203333333333333,0.5,30.5,0.101666666666667,30
"158",1,"sub",FALSE,4,"3",61,18,60,1,1,0.983606557377049,0,0.203333333333333,0.5,30.5,0.101666666666667,30
"159",1,"sub",FALSE,4,"3",61,19,60,1,1,0.983606557377049,0,0.203333333333333,0.5,30.5,0.101666666666667,30
"160",1,"sub",FALSE,4,"3",61,20,60,1,1,0.983606557377049,0,0.203333333333333,0.5,30.5,0.101666666666667,30
"161",1,"sub",FALSE,4,"4",42,1,7,14,35,0.166666666666667,NA,0.14,0.4,16.8,0.056,2.8
"162",1,"sub",FALSE,4,"4",42,2,7,14,35,0.166666666666667,0,0.14,0.4,16.8,0.056,2.8
"163",1,"sub",FALSE,4,"4",42,3,14,11,28,0.333333333333333,7,0.14,0.4,16.8,0.056,5.6
"164",1,"sub",FALSE,4,"4",42,4,15,11,27,0.357142857142857,1,0.14,0.4,16.8,0.056,6
"165",1,"sub",FALSE,4,"4",42,5,17,11,25,0.404761904761905,2,0.14,0.4,16.8,0.056,6.8
"166",1,"sub",FALSE,4,"4",42,6,18,11,24,0.428571428571429,1,0.14,0.4,16.8,0.056,7.2
"167",1,"sub",FALSE,4,"4",42,7,21,11,21,0.5,3,0.14,0.4,16.8,0.056,8.4
"168",1,"sub",FALSE,4,"4",42,8,22,11,20,0.523809523809524,1,0.14,0.4,16.8,0.056,8.8
"169",1,"sub",FALSE,4,"4",42,9,25,12,17,0.595238095238095,3,0.14,0.4,16.8,0.056,10
"170",1,"sub",FALSE,4,"4",42,10,26,11,16,0.619047619047619,1,0.14,0.4,16.8,0.056,10.4
"171",1,"sub",FALSE,4,"4",42,11,32,9,10,0.761904761904762,6,0.14,0.4,16.8,0.056,12.8
"172",1,"sub",FALSE,4,"4",42,12,33,9,9,0.785714285714286,1,0.14,0.4,16.8,0.056,13.2
"173",1,"sub",FALSE,4,"4",42,13,36,6,6,0.857142857142857,3,0.14,0.4,16.8,0.056,14.4
"174",1,"sub",FALSE,4,"4",42,14,38,4,4,0.904761904761905,2,0.14,0.4,16.8,0.056,15.2
"175",1,"sub",FALSE,4,"4",42,15,38,4,4,0.904761904761905,0,0.14,0.4,16.8,0.056,15.2
"176",1,"sub",FALSE,4,"4",42,16,38,4,4,0.904761904761905,0,0.14,0.4,16.8,0.056,15.2
"177",1,"sub",FALSE,4,"4",42,17,39,3,3,0.928571428571429,1,0.14,0.4,16.8,0.056,15.6
"178",1,"sub",FALSE,4,"4",42,18,39,3,3,0.928571428571429,0,0.14,0.4,16.8,0.056,15.6
"179",1,"sub",FALSE,4,"4",42,19,39,3,3,0.928571428571429,0,0.14,0.4,16.8,0.056,15.6
"180",1,"sub",FALSE,4,"4",42,20,39,3,3,0.928571428571429,0,0.14,0.4,16.8,0.056,15.6
"181",1,"sub",FALSE,4,"tot",300,1,30,80,270,0.1,NA,1,NA,NA,NA,NA
"182",1,"sub",FALSE,4,"tot",300,2,30,80,270,0.1,0,1,NA,NA,NA,NA
"183",1,"sub",FALSE,4,"tot",300,3,81,91,219,0.27,51,1,NA,NA,NA,NA
"184",1,"sub",FALSE,4,"tot",300,4,89,88,211,0.296666666666667,8,1,NA,NA,NA,NA
"185",1,"sub",FALSE,4,"tot",300,5,133,84,167,0.443333333333333,44,1,NA,NA,NA,NA
"186",1,"sub",FALSE,4,"tot",300,6,150,78,150,0.5,17,1,NA,NA,NA,NA
"187",1,"sub",FALSE,4,"tot",300,7,188,67,112,0.626666666666667,38,1,NA,NA,NA,NA
"188",1,"sub",FALSE,4,"tot",300,8,207,56,93,0.69,19,1,NA,NA,NA,NA
"189",1,"sub",FALSE,4,"tot",300,9,230,47,70,0.766666666666667,23,1,NA,NA,NA,NA
"190",1,"sub",FALSE,4,"tot",300,10,244,43,56,0.813333333333333,14,1,NA,NA,NA,NA
"191",1,"sub",FALSE,4,"tot",300,11,263,30,37,0.876666666666667,19,1,NA,NA,NA,NA
"192",1,"sub",FALSE,4,"tot",300,12,275,23,25,0.916666666666667,12,1,NA,NA,NA,NA
"193",1,"sub",FALSE,4,"tot",300,13,285,15,15,0.95,10,1,NA,NA,NA,NA
"194",1,"sub",FALSE,4,"tot",300,14,290,10,10,0.966666666666667,5,1,NA,NA,NA,NA
"195",1,"sub",FALSE,4,"tot",300,15,293,7,7,0.976666666666667,3,1,NA,NA,NA,NA
"196",1,"sub",FALSE,4,"tot",300,16,294,6,6,0.98,1,1,NA,NA,NA,NA
"197",1,"sub",FALSE,4,"tot",300,17,296,4,4,0.986666666666667,2,1,NA,NA,NA,NA
"198",1,"sub",FALSE,4,"tot",300,18,296,4,4,0.986666666666667,0,1,NA,NA,NA,NA
"199",1,"sub",FALSE,4,"tot",300,19,296,4,4,0.986666666666667,0,1,NA,NA,NA,NA
"200",1,"sub",FALSE,4,"tot",300,20,296,4,4,0.986666666666667,0,1,NA,NA,NA,NA
"201",1,"sub",FALSE,6,"1",94,1,8,24,86,0.0851063829787234,NA,0.313333333333333,1,94,0.313333333333333,8
"202",1,"sub",FALSE,6,"1",94,2,8,24,86,0.0851063829787234,0,0.313333333333333,1,94,0.313333333333333,8
"203",1,"sub",FALSE,6,"1",94,3,28,30,66,0.297872340425532,20,0.313333333333333,1,94,0.313333333333333,28
"204",1,"sub",FALSE,6,"1",94,4,31,30,63,0.329787234042553,3,0.313333333333333,1,94,0.313333333333333,31
"205",1,"sub",FALSE,6,"1",94,5,56,16,38,0.595744680851064,25,0.313333333333333,1,94,0.313333333333333,56
"206",1,"sub",FALSE,6,"1",94,6,59,13,35,0.627659574468085,3,0.313333333333333,1,94,0.313333333333333,59
"207",1,"sub",FALSE,6,"1",94,7,70,8,24,0.74468085106383,11,0.313333333333333,1,94,0.313333333333333,70
"208",1,"sub",FALSE,6,"1",94,8,71,9,23,0.75531914893617,1,0.313333333333333,1,94,0.313333333333333,71
"209",1,"sub",FALSE,6,"1",94,9,77,5,17,0.819148936170213,6,0.313333333333333,1,94,0.313333333333333,77
"210",1,"sub",FALSE,6,"1",94,10,80,4,14,0.851063829787234,3,0.313333333333333,1,94,0.313333333333333,80
"211",1,"sub",FALSE,6,"1",94,11,82,3,12,0.872340425531915,2,0.313333333333333,1,94,0.313333333333333,82
"212",1,"sub",FALSE,6,"1",94,12,84,4,10,0.893617021276596,2,0.313333333333333,1,94,0.313333333333333,84
"213",1,"sub",FALSE,6,"1",94,13,85,3,9,0.904255319148936,1,0.313333333333333,1,94,0.313333333333333,85
"214",1,"sub",FALSE,6,"1",94,14,87,4,7,0.925531914893617,2,0.313333333333333,1,94,0.313333333333333,87
"215",1,"sub",FALSE,6,"1",94,15,88,5,6,0.936170212765957,1,0.313333333333333,1,94,0.313333333333333,88
"216",1,"sub",FALSE,6,"1",94,16,90,3,4,0.957446808510638,2,0.313333333333333,1,94,0.313333333333333,90
"217",1,"sub",FALSE,6,"1",94,17,92,1,2,0.978723404255319,2,0.313333333333333,1,94,0.313333333333333,92
"218",1,"sub",FALSE,6,"1",94,18,93,1,1,0.98936170212766,1,0.313333333333333,1,94,0.313333333333333,93
"219",1,"sub",FALSE,6,"1",94,19,93,1,1,0.98936170212766,0,0.313333333333333,1,94,0.313333333333333,93
"220",1,"sub",FALSE,6,"1",94,20,94,0,0,1,1,0.313333333333333,1,94,0.313333333333333,94
"221",1,"sub",FALSE,6,"2",74,1,8,25,66,0.108108108108108,NA,0.246666666666667,0.7,51.8,0.172666666666667,5.6
"222",1,"sub",FALSE,6,"2",74,2,8,25,66,0.108108108108108,0,0.246666666666667,0.7,51.8,0.172666666666667,5.6
"223",1,"sub",FALSE,6,"2",74,3,22,24,52,0.297297297297297,14,0.246666666666667,0.7,51.8,0.172666666666667,15.4
"224",1,"sub",FALSE,6,"2",74,4,27,23,47,0.364864864864865,5,0.246666666666667,0.7,51.8,0.172666666666667,18.9
"225",1,"sub",FALSE,6,"2",74,5,41,20,33,0.554054054054054,14,0.246666666666667,0.7,51.8,0.172666666666667,28.7
"226",1,"sub",FALSE,6,"2",74,6,46,16,28,0.621621621621622,5,0.246666666666667,0.7,51.8,0.172666666666667,32.2
"227",1,"sub",FALSE,6,"2",74,7,58,8,16,0.783783783783784,12,0.246666666666667,0.7,51.8,0.172666666666667,40.6
"228",1,"sub",FALSE,6,"2",74,8,60,6,14,0.810810810810811,2,0.246666666666667,0.7,51.8,0.172666666666667,42
"229",1,"sub",FALSE,6,"2",74,9,63,6,11,0.851351351351351,3,0.246666666666667,0.7,51.8,0.172666666666667,44.1
"230",1,"sub",FALSE,6,"2",74,10,64,6,10,0.864864864864865,1,0.246666666666667,0.7,51.8,0.172666666666667,44.8
"231",1,"sub",FALSE,6,"2",74,11,66,5,8,0.891891891891892,2,0.246666666666667,0.7,51.8,0.172666666666667,46.2
"232",1,"sub",FALSE,6,"2",74,12,69,4,5,0.932432432432432,3,0.246666666666667,0.7,51.8,0.172666666666667,48.3
"233",1,"sub",FALSE,6,"2",74,13,69,5,5,0.932432432432432,0,0.246666666666667,0.7,51.8,0.172666666666667,48.3
"234",1,"sub",FALSE,6,"2",74,14,72,2,2,0.972972972972973,3,0.246666666666667,0.7,51.8,0.172666666666667,50.4
"235",1,"sub",FALSE,6,"2",74,15,72,2,2,0.972972972972973,0,0.246666666666667,0.7,51.8,0.172666666666667,50.4
"236",1,"sub",FALSE,6,"2",74,16,73,1,1,0.986486486486487,1,0.246666666666667,0.7,51.8,0.172666666666667,51.1
"237",1,"sub",FALSE,6,"2",74,17,73,1,1,0.986486486486487,0,0.246666666666667,0.7,51.8,0.172666666666667,51.1
"238",1,"sub",FALSE,6,"2",74,18,73,1,1,0.986486486486487,0,0.246666666666667,0.7,51.8,0.172666666666667,51.1
"239",1,"sub",FALSE,6,"2",74,19,74,0,0,1,1,0.246666666666667,0.7,51.8,0.172666666666667,51.8
"240",1,"sub",FALSE,6,"2",74,20,74,0,0,1,0,0.246666666666667,0.7,51.8,0.172666666666667,51.8
