"rep","dens","rand","rich","species","n","n.I","pI","max.dI","tmax.dI","n.E","FOI"
8,"sub",FALSE,6,"3",52,15,0.288461538461538,3,5,36,0.0902777777777778
8,"sub",FALSE,6,"4",35,4,0.114285714285714,0,2,15,0.192043895747599
8,"sub",FALSE,6,"5",26,2,0.0769230769230769,0,2,18,0.0385185185185185
8,"sub",FALSE,6,"6",19,2,0.105263157894737,0,2,14,0.0304292120435618
8,"sub",FALSE,6,"tot",300,119,0.396666666666667,25,3,189,0.18150961547188
9,"sub",FALSE,1,"1",300,300,1,75,3,270,1.1454753722795
9,"sub",FALSE,1,"tot",300,300,1,75,3,270,1.1454753722795
9,"sub",FALSE,2,"1",168,165,0.982142857142857,52,3,153,0.996589940323956
9,"sub",FALSE,2,"2",132,82,0.621212121212121,13,5,115,0.0892149186070472
9,"sub",FALSE,2,"tot",300,247,0.823333333333333,58,3,268,0.224964764554949
9,"sub",FALSE,4,"1",110,87,0.790909090909091,30,3,77,1.94003527336861
9,"sub",FALSE,4,"2",87,41,0.471264367816092,9,3,60,0.151258992805755
9,"sub",FALSE,4,"3",61,14,0.229508196721311,2,3,39,0.0806535392170751
9,"sub",FALSE,4,"4",42,2,0.0476190476190476,0,2,33,0.0202020202020202
9,"sub",FALSE,4,"tot",300,144,0.48,41,3,209,0.168436389928873
9,"sub",FALSE,6,"1",95,79,0.831578947368421,23,3,66,1.8478705978706
9,"sub",FALSE,6,"2",74,30,0.405405405405405,4,7,62,0.0722801041875376
9,"sub",FALSE,6,"3",51,11,0.215686274509804,2,3,38,0.0525285817282933
9,"sub",FALSE,6,"4",35,7,0.2,0,2,22,0.0558968058968059
9,"sub",FALSE,6,"5",26,2,0.0769230769230769,0,2,16,0.0642292490118577
9,"sub",FALSE,6,"6",19,1,0.0526315789473684,0,2,14,0.0282738095238095
9,"sub",FALSE,6,"tot",300,130,0.433333333333333,28,3,218,0.119722139386391
10,"sub",FALSE,1,"1",300,300,1,80,3,270,1.10741971207087
10,"sub",FALSE,1,"tot",300,300,1,80,3,270,1.10741971207087
10,"sub",FALSE,2,"1",169,169,1,43,3,153,1.04872585738415
10,"sub",FALSE,2,"2",131,95,0.725190839694656,12,5,116,0.133679153025214
10,"sub",FALSE,2,"tot",300,264,0.88,54,3,269,0.298826120785894
10,"sub",FALSE,4,"1",110,102,0.927272727272727,27,3,95,1.24871001031992
10,"sub",FALSE,4,"2",88,43,0.488636363636364,6,3,76,0.0731465761177136
10,"sub",FALSE,4,"3",60,21,0.35,4,10,49,0.0436639772187945
10,"sub",FALSE,4,"4",42,6,0.142857142857143,0,2,30,0.0333996023856859
10,"sub",FALSE,4,"tot",300,172,0.573333333333333,33,3,250,0.115546639919759
10,"sub",FALSE,6,"1",93,76,0.817204301075269,28,3,70,1.64742857142857
10,"sub",FALSE,6,"2",74,34,0.459459459459459,6,5,49,0.170451927949509
10,"sub",FALSE,6,"3",52,9,0.173076923076923,1,3,37,0.0489957847756013
10,"sub",FALSE,6,"4",36,5,0.138888888888889,0,2,29,0.0179168147884821
10,"sub",FALSE,6,"5",26,2,0.0769230769230769,0,2,20,0.0222222222222222
10,"sub",FALSE,6,"6",19,3,0.157894736842105,0,2,13,0.0396797772363383
10,"sub",FALSE,6,"tot",300,129,0.43,31,3,218,0.117491777739311
1,"sub",TRUE,1,"5",300,30,0.1,0,2,88,0.43225315354502
1,"sub",TRUE,1,"tot",300,30,0.1,0,2,88,0.43225315354502
1,"sub",TRUE,2,"5",168,22,0.130952380952381,0,2,51,0.397741759242397
1,"sub",TRUE,2,"6",132,8,0.0606060606060606,0,2,33,0.631578947368421
1,"sub",TRUE,2,"tot",300,30,0.1,0,2,84,0.483351235230934
1,"sub",TRUE,4,"2",61,12,0.19672131147541,3,3,18,0.650666666666667
1,"sub",TRUE,4,"3",41,7,0.170731707317073,1,3,10,0.762790697674419
1,"sub",TRUE,4,"5",111,10,0.0900900900900901,0,2,35,0.371957671957672
1,"sub",TRUE,4,"6",87,7,0.0804597701149425,0,2,32,0.247159090909091
1,"sub",TRUE,4,"tot",300,36,0.12,4,3,95,0.397800471327573
1,"sub",TRUE,6,"1",19,7,0.368421052631579,4,3,6,6.68518518518519
1,"sub",TRUE,6,"2",51,12,0.235294117647059,2,3,20,0.378515625
1,"sub",TRUE,6,"3",36,2,0.0555555555555556,1,6,13,0.3062743707905
1,"sub",TRUE,6,"4",26,2,0.0769230769230769,0,2,14,0.0860452289023718
1,"sub",TRUE,6,"5",94,13,0.138297872340426,0,2,30,0.362628089210368
1,"sub",TRUE,6,"6",74,8,0.108108108108108,0,2,23,0.38159757330637
1,"sub",TRUE,6,"tot",300,44,0.146666666666667,6,3,106,0.341461279166484
2,"sub",TRUE,1,"5",300,30,0.1,0,2,80,0.542763157894737
2,"sub",TRUE,1,"tot",300,30,0.1,0,2,80,0.542763157894737
2,"sub",TRUE,2,"4",131,7,0.0534351145038168,0,2,33,0.620463003238123
2,"sub",TRUE,2,"5",169,23,0.136094674556213,0,2,55,0.335206611570248
2,"sub",TRUE,2,"tot",300,30,0.1,0,2,88,0.43225315354502
2,"sub",TRUE,4,"1",42,19,0.452380952380952,10,3,15,7.35
2,"sub",TRUE,4,"4",88,12,0.136363636363636,0,2,35,0.206600221483942
2,"sub",TRUE,4,"5",110,8,0.0727272727272727,0,2,37,0.322477008955464
2,"sub",TRUE,4,"6",60,6,0.1,0,2,23,0.230362145896026
2,"sub",TRUE,4,"tot",300,45,0.15,10,3,110,0.318933775864751
2,"sub",TRUE,6,"1",36,17,0.472222222222222,9,3,14,6.61224489795918
2,"sub",TRUE,6,"2",26,8,0.307692307692308,2,5,8,0.905063291139241
2,"sub",TRUE,6,"3",19,4,0.210526315789474,2,3,8,0.28587962962963
2,"sub",TRUE,6,"4",73,4,0.0547945205479452,0,2,41,0.0746731451587124
2,"sub",TRUE,6,"5",94,10,0.106382978723404,0,2,32,0.310793515358362
2,"sub",TRUE,6,"6",52,7,0.134615384615385,0,2,18,0.294961628294962
2,"sub",TRUE,6,"tot",300,50,0.166666666666667,12,3,121,0.262022533060046
3,"sub",TRUE,1,"6",300,30,0.1,0,2,89,0.420600801334228
3,"sub",TRUE,1,"tot",300,30,0.1,0,2,89,0.420600801334228
3,"sub",TRUE,2,"1",131,112,0.854961832061069,49,3,101,1.38208083103392
3,"sub",TRUE,2,"6",169,18,0.106508875739645,0,2,117,0.0391611632487545
3,"sub",TRUE,2,"tot",300,130,0.433333333333333,49,3,218,0.12277388019428
3,"sub",TRUE,4,"1",88,68,0.772727272727273,27,3,58,1.80428704566636
3,"sub",TRUE,4,"2",61,23,0.377049180327869,4,5,41,0.101170731707317
3,"sub",TRUE,4,"3",41,9,0.219512195121951,4,5,28,0.0899122807017544
3,"sub",TRUE,4,"6",110,10,0.0909090909090909,0,2,73,0.0451810572589419
3,"sub",TRUE,4,"tot",300,110,0.366666666666667,30,3,200,0.125581395348837
3,"sub",TRUE,6,"1",75,52,0.693333333333333,18,3,39,3.43406593406593
3,"sub",TRUE,6,"2",52,16,0.307692307692308,2,3,18,0.743339831059129
3,"sub",TRUE,6,"3",36,3,0.0833333333333333,1,3,21,0.0859671302149178
3,"sub",TRUE,6,"4",19,3,0.157894736842105,0,2,10,0.094475138121547
3,"sub",TRUE,6,"5",26,1,0.0384615384615385,0,2,13,0.111587982832618
3,"sub",TRUE,6,"6",92,6,0.0652173913043478,0,2,52,0.0789835164835165
3,"sub",TRUE,6,"tot",300,81,0.27,21,3,153,0.208504454413344
4,"sub",TRUE,1,"6",300,30,0.1,0,2,91,0.398502596304794
4,"sub",TRUE,1,"tot",300,30,0.1,0,2,91,0.398502596304794
4,"sub",TRUE,2,"3",132,18,0.136363636363636,5,3,46,0.373083167959589
4,"sub",TRUE,2,"6",168,20,0.119047619047619,0,2,55,0.33806428635028
4,"sub",TRUE,2,"tot",300,38,0.126666666666667,5,3,101,0.35255245708057
4,"sub",TRUE,4,"1",42,26,0.619047619047619,16,3,26,2.6094674556213
4,"sub",TRUE,4,"2",60,19,0.316666666666667,7,3,35,0.149595687331536
4,"sub",TRUE,4,"3",88,16,0.181818181818182,4,5,38,0.232394366197183
4,"sub",TRUE,4,"6",110,14,0.127272727272727,0,2,59,0.0915156359602617
4,"sub",TRUE,4,"tot",300,75,0.25,26,3,158,0.172612197928654
4,"sub",TRUE,6,"1",36,22,0.611111111111111,11,3,18,1.94444444444444
4,"sub",TRUE,6,"2",51,17,0.333333333333333,6,3,25,0.255
4,"sub",TRUE,6,"3",74,10,0.135135135135135,1,3,35,0.149200885173346
4,"sub",TRUE,6,"4",19,1,0.0526315789473684,0,2,5,0.597752808988764
4,"sub",TRUE,6,"5",26,2,0.0769230769230769,0,2,7,0.564571428571429
4,"sub",TRUE,6,"6",94,7,0.074468085106383,0,2,46,0.118749342036004
4,"sub",TRUE,6,"tot",300,59,0.196666666666667,18,3,136,0.218887040677453
5,"sub",TRUE,1,"5",300,30,0.1,0,2,87,0.444333187308342
5,"sub",TRUE,1,"tot",300,30,0.1,0,2,87,0.444333187308342
5,"sub",TRUE,2,"2",131,18,0.137404580152672,6,3,45,0.376541492814094
5,"sub",TRUE,2,"5",169,19,0.112426035502959,0,2,64,0.231633771929825
5,"sub",TRUE,2,"tot",300,37,0.123333333333333,6,3,109,0.284422822776809
5,"sub",TRUE,4,"1",42,28,0.666666666666667,12,3,24,2.82692307692308
5,"sub",TRUE,4,"2",88,28,0.318181818181818,5,3,47,0.233571642621688
5,"sub",TRUE,4,"3",61,14,0.229508196721311,2,5,25,0.316024096385542
5,"sub",TRUE,4,"5",109,12,0.110091743119266,0,2,61,0.0821556434897305
5,"sub",TRUE,4,"tot",300,82,0.273333333333333,18,3,157,0.196214568177016
5,"sub",TRUE,6,"1",36,19,0.527777777777778,10,3,14,3.33333333333333
5,"sub",TRUE,6,"2",74,24,0.324324324324324,6,3,30,0.432615384615385
5,"sub",TRUE,6,"3",51,10,0.196078431372549,6,3,30,0.120833333333333
5,"sub",TRUE,6,"4",26,2,0.0769230769230769,0,2,14,0.0932456664674238
5,"sub",TRUE,6,"5",94,8,0.0851063829787234,0,2,46,0.119618239660657
5,"sub",TRUE,6,"6",19,1,0.0526315789473684,0,2,9,0.141685309470544
5,"sub",TRUE,6,"tot",300,64,0.213333333333333,22,3,143,0.203607368241515
6,"sub",TRUE,1,"4",300,30,0.1,0,2,92,0.388021092428614
6,"sub",TRUE,1,"tot",300,30,0.1,0,2,92,0.388021092428614
6,"sub",TRUE,2,"1",131,104,0.793893129770992,36,3,89,1.6354556803995
6,"sub",TRUE,2,"4",169,14,0.0828402366863905,0,2,123,0.0301542232979582
6,"sub",TRUE,2,"tot",300,118,0.393333333333333,36,3,212,0.112542523169266
6,"sub",TRUE,4,"1",88,68,0.772727272727273,24,3,58,1.62962962962963
6,"sub",TRUE,4,"2",42,13,0.30952380952381,4,3,30,0.0897959183673469
6,"sub",TRUE,4,"3",60,14,0.233333333333333,3,3,43,0.0642908167314866
6,"sub",TRUE,4,"4",110,12,0.109090909090909,0,2,69,0.0557223519527534
6,"sub",TRUE,4,"tot",300,107,0.356666666666667,31,3,200,0.121621621621622
6,"sub",TRUE,6,"1",73,42,0.575342465753425,15,3,33,4.03712121212121
6,"sub",TRUE,6,"2",35,13,0.371428571428571,3,3,14,0.589430894308943
6,"sub",TRUE,6,"3",52,7,0.134615384615385,1,3,27,0.116181146343559
6,"sub",TRUE,6,"4",95,7,0.0736842105263158,0,2,47,0.115364181445594
6,"sub",TRUE,6,"5",19,1,0.0526315789473684,0,2,13,0.0381270903010033
6,"sub",TRUE,6,"6",26,2,0.0769230769230769,0,2,11,0.181818181818182
6,"sub",TRUE,6,"tot",300,72,0.24,19,3,145,0.219132369299221
7,"sub",TRUE,1,"6",300,30,0.1,0,2,88,0.43225315354502
7,"sub",TRUE,1,"tot",300,30,0.1,0,2,88,0.43225315354502
7,"sub",TRUE,2,"3",132,20,0.151515151515152,7,3,49,0.304967269926839
7,"sub",TRUE,2,"6",168,17,0.101190476190476,0,2,58,0.294473835171139
7,"sub",TRUE,2,"tot",300,37,0.123333333333333,7,3,107,0.298746757352905
7,"sub",TRUE,4,"3",88,16,0.181818181818182,3,3,25,0.618501291989664
7,"sub",TRUE,4,"4",42,4,0.0952380952380952,0,2,12,0.47085201793722
7,"sub",TRUE,4,"5",60,4,0.0666666666666667,0,2,17,0.4698597705336
7,"sub",TRUE,4,"6",110,11,0.1,0,2,38,0.291906236178682
7,"sub",TRUE,4,"tot",300,35,0.116666666666667,3,3,92,0.421715371822286
7,"sub",TRUE,6,"1",26,13,0.5,6,3,11,3.84090909090909
7,"sub",TRUE,6,"2",19,5,0.263157894736842,2,3,5,1.57560975609756
7,"sub",TRUE,6,"3",74,13,0.175675675675676,3,3,29,0.311334763240389
7,"sub",TRUE,6,"4",36,2,0.0555555555555556,0,2,11,0.395256916996047
7,"sub",TRUE,6,"5",52,8,0.153846153846154,0,2,15,0.463056558363418
7,"sub",TRUE,6,"6",93,9,0.0967741935483871,0,2,44,0.129622255091592
7,"sub",TRUE,6,"tot",300,50,0.166666666666667,11,3,115,0.304199436118118
8,"sub",TRUE,1,"6",300,30,0.1,0,2,96,0.349506578947368
8,"sub",TRUE,1,"tot",300,30,0.1,0,2,96,0.349506578947368
8,"sub",TRUE,2,"3",131,16,0.122137404580153,3,3,40,0.437286931818182
8,"sub",TRUE,2,"6",169,17,0.100591715976331,0,2,48,0.471261983775811
8,"sub",TRUE,2,"tot",300,33,0.11,3,3,88,0.45581750339213
8,"sub",TRUE,4,"1",42,31,0.738095238095238,13,3,29,1.73793103448276
8,"sub",TRUE,4,"2",61,17,0.278688524590164,4,5,28,0.262931034482759
8,"sub",TRUE,4,"3",87,23,0.264367816091954,3,3,52,0.126748251748252
8,"sub",TRUE,4,"6",110,12,0.109090909090909,0,2,58,0.102729885057471
8,"sub",TRUE,4,"tot",300,83,0.276666666666667,18,3,167,0.166815644796279
8,"sub",TRUE,6,"1",36,21,0.583333333333333,12,3,16,4.76470588235294
8,"sub",TRUE,6,"2",52,16,0.307692307692308,5,3,29,0.217345872518286
8,"sub",TRUE,6,"3",75,12,0.16,1,3,34,0.165249026439844
8,"sub",TRUE,6,"4",26,3,0.115384615384615,0,2,14,0.0867148415786548
8,"sub",TRUE,6,"5",19,0,0,0,2,5,0.591111111111111
8,"sub",TRUE,6,"6",92,9,0.0978260869565217,0,2,48,0.0951843491346877
8,"sub",TRUE,6,"tot",300,61,0.203333333333333,18,3,146,0.179225358935111
9,"sub",TRUE,1,"2",300,86,0.286666666666667,13,3,157,0.204548024244252
9,"sub",TRUE,1,"tot",300,86,0.286666666666667,13,3,157,0.204548024244252
9,"sub",TRUE,2,"2",168,38,0.226190476190476,11,3,68,0.33326775526264
9,"sub",TRUE,2,"3",132,20,0.151515151515152,2,3,54,0.241321460833656
9,"sub",TRUE,2,"tot",300,58,0.193333333333333,13,3,122,0.288144128014323
9,"sub",TRUE,4,"2",110,27,0.245454545454545,6,3,43,0.429808869221354
9,"sub",TRUE,4,"3",87,16,0.183908045977011,1,3,29,0.376569037656904
9,"sub",TRUE,4,"4",42,1,0.0238095238095238,0,2,21,0.111111111111111
9,"sub",TRUE,4,"6",61,4,0.0655737704918033,0,2,30,0.119155639571519
9,"sub",TRUE,4,"tot",300,48,0.16,7,3,123,0.253118550344631
9,"sub",TRUE,6,"1",19,10,0.526315789473684,4,3,8,5.640625
9,"sub",TRUE,6,"2",93,21,0.225806451612903,7,3,41,0.284082898632455
9,"sub",TRUE,6,"3",75,15,0.2,4,4,39,0.146099483555314
9,"sub",TRUE,6,"4",35,4,0.114285714285714,0,2,17,0.119160204274636
9,"sub",TRUE,6,"5",26,3,0.115384615384615,0,2,11,0.181818181818182
9,"sub",TRUE,6,"6",52,5,0.0961538461538462,0,2,24,0.144789180588703
9,"sub",TRUE,6,"tot",300,58,0.193333333333333,13,3,140,0.199631884468356
10,"sub",TRUE,1,"6",300,30,0.1,0,2,87,0.444333187308342
10,"sub",TRUE,1,"tot",300,30,0.1,0,2,87,0.444333187308342
10,"sub",TRUE,2,"2",131,25,0.190839694656489,8,3,42,0.541278023236786
10,"sub",TRUE,2,"6",169,17,0.100591715976331,0,2,57,0.314460393407762
10,"sub",TRUE,2,"tot",300,42,0.14,8,3,99,0.394050394050394
10,"sub",TRUE,4,"2",88,20,0.227272727272727,9,3,40,0.269565217391304
10,"sub",TRUE,4,"3",61,11,0.180327868852459,2,4,20,0.414197530864198
10,"sub",TRUE,4,"5",40,2,0.05,0,2,14,0.300751879699248
10,"sub",TRUE,4,"6",111,14,0.126126126126126,0,2,39,0.284220633735197
10,"sub",TRUE,4,"tot",300,47,0.156666666666667,9,3,113,0.301219644245819
10,"sub",TRUE,6,"1",19,7,0.368421052631579,6,3,6,10.0277777777778
10,"sub",TRUE,6,"2",72,18,0.25,7,3,24,0.753138075313807
10,"sub",TRUE,6,"3",52,8,0.153846153846154,1,3,16,0.429464285714286
10,"sub",TRUE,6,"4",26,4,0.153846153846154,0,2,12,0.140432098765432
10,"sub",TRUE,6,"5",36,1,0.0277777777777778,0,2,15,0.193103448275862
10,"sub",TRUE,6,"6",95,11,0.115789473684211,0,2,30,0.368876941457587
10,"sub",TRUE,6,"tot",300,49,0.163333333333333,14,3,103,0.403286034353996
1,"add",FALSE,1,"1",128,70,0.546875,13,4,88,0.235151515151515
1,"add",FALSE,1,"tot",128,70,0.546875,13,4,88,0.235151515151515
1,"add",FALSE,2,"1",117,114,0.974358974358974,24,5,104,1.04464285714286
1,"add",FALSE,2,"2",93,57,0.612903225806452,7,7,80,0.0975640113798008
1,"add",FALSE,2,"tot",210,171,0.814285714285714,26,5,184,0.242303456233283
1,"add",FALSE,4,"1",125,118,0.944,39,3,103,1.30775025108805
1,"add",FALSE,4,"2",97,62,0.639175257731959,12,3,86,0.116863203241941
1,"add",FALSE,4,"3",68,24,0.352941176470588,5,5,54,0.0601495177766364
1,"add",FALSE,4,"4",48,5,0.104166666666667,0,2,39,0.0175824175824176
1,"add",FALSE,4,"tot",338,209,0.618343195266272,52,3,282,0.136256073044061
1,"add",FALSE,6,"1",124,87,0.701612903225806,35,3,80,2.4025
1,"add",FALSE,6,"2",96,35,0.364583333333333,6,3,52,0.266004962779156
1,"add",FALSE,6,"3",67,17,0.253731343283582,5,5,54,0.0516207143250234
1,"add",FALSE,6,"4",47,9,0.191489361702128,0,2,29,0.0638346034860032
1,"add",FALSE,6,"5",34,6,0.176470588235294,0,2,20,0.0723404255319149
1,"add",FALSE,6,"6",24,3,0.125,0,2,16,0.0437956204379562
1,"add",FALSE,6,"tot",392,157,0.400510204081633,44,3,251,0.177565418746437
2,"add",FALSE,1,"1",128,100,0.78125,14,4,114,0.168005198180637
2,"add",FALSE,1,"tot",128,100,0.78125,14,4,114,0.168005198180637
2,"add",FALSE,2,"1",117,115,0.982905982905983,32,3,105,0.8853228962818
2,"add",FALSE,2,"2",93,58,0.623655913978495,8,5,83,0.0889028068498344
2,"add",FALSE,2,"tot",210,173,0.823809523809524,37,3,188,0.221621097066887
2,"add",FALSE,4,"1",124,104,0.838709677419355,33,3,92,1.56398687448728
2,"add",FALSE,4,"2",98,55,0.561224489795918,12,5,78,0.13225371120108
2,"add",FALSE,4,"3",68,19,0.279411764705882,3,7,52,0.0536096407253069
2,"add",FALSE,4,"4",48,5,0.104166666666667,0,2,34,0.0345536816125051
2,"add",FALSE,4,"tot",338,183,0.541420118343195,43,3,256,0.153416593309859
2,"add",FALSE,6,"1",122,88,0.721311475409836,29,3,75,2.64604444444444
2,"add",FALSE,6,"2",97,46,0.474226804123711,8,5,72,0.132242672119973
2,"add",FALSE,6,"3",67,14,0.208955223880597,2,3,45,0.0780973867268283
2,"add",FALSE,6,"4",47,6,0.127659574468085,0,2,34,0.0315273477812177
2,"add",FALSE,6,"5",34,5,0.147058823529412,0,2,18,0.109500805152979
2,"add",FALSE,6,"6",25,3,0.12,0,2,18,0.0371077184054283
2,"add",FALSE,6,"tot",392,162,0.413265306122449,36,3,262,0.156032296432415
3,"add",FALSE,1,"1",128,90,0.703125,13,4,106,0.188858088169543
3,"add",FALSE,1,"tot",128,90,0.703125,13,4,106,0.188858088169543
3,"add",FALSE,2,"1",117,116,0.991452991452991,22,3,103,1.10752427184466
3,"add",FALSE,2,"2",93,50,0.537634408602151,8,3,84,0.0728571428571429
3,"add",FALSE,2,"tot",210,166,0.79047619047619,30,3,187,0.210796761569026
3,"add",FALSE,4,"1",125,104,0.832,34,3,87,1.60505332919126
3,"add",FALSE,4,"2",98,47,0.479591836734694,11,5,67,0.163606010016695
3,"add",FALSE,4,"3",67,16,0.238805970149254,3,3,51,0.0571184995737425
3,"add",FALSE,4,"4",48,3,0.0625,0,2,40,0.0146564885496183
3,"add",FALSE,4,"tot",338,170,0.502958579881657,44,3,245,0.153735538010825
3,"add",FALSE,6,"1",124,102,0.82258064516129,38,3,92,1.78733459357278
3,"add",FALSE,6,"2",95,42,0.442105263157895,8,3,68,0.107318647623659
3,"add",FALSE,6,"3",68,14,0.205882352941176,3,5,45,0.0765432098765432
3,"add",FALSE,6,"4",47,3,0.0638297872340425,0,2,33,0.0351664796109241
3,"add",FALSE,6,"5",34,3,0.0882352941176471,0,2,23,0.0429046690375129
3,"add",FALSE,6,"6",24,2,0.0833333333333333,0,2,18,0.0290909090909091
3,"add",FALSE,6,"tot",392,166,0.423469387755102,47,3,279,0.127055124745768
4,"add",FALSE,1,"1",128,80,0.625,13,4,98,0.186588921282799
4,"add",FALSE,1,"tot",128,80,0.625,13,4,98,0.186588921282799
4,"add",FALSE,2,"1",117,112,0.957264957264957,26,5,102,1.0823055028463
4,"add",FALSE,2,"2",93,38,0.408602150537634,5,7,77,0.0601100288600289
4,"add",FALSE,2,"tot",210,150,0.714285714285714,28,3,179,0.189989369642413
4,"add",FALSE,4,"1",124,115,0.92741935483871,40,3,106,1.31869639794168
4,"add",FALSE,4,"2",98,60,0.612244897959184,16,5,81,0.146839717210088
4,"add",FALSE,4,"3",68,30,0.441176470588235,4,9,50,0.085
4,"add",FALSE,4,"4",48,6,0.125,0,2,38,0.0208441896821261
4,"add",FALSE,4,"tot",338,211,0.624260355029586,48,5,275,0.158507156465244
4,"add",FALSE,6,"1",123,95,0.772357723577236,39,3,82,2.25
4,"add",FALSE,6,"2",96,37,0.385416666666667,9,5,69,0.120716112531969
4,"add",FALSE,6,"3",67,19,0.283582089552239,2,3,43,0.0926166856399414
4,"add",FALSE,6,"4",47,6,0.127659574468085,0,2,32,0.0393415178571429
4,"add",FALSE,6,"5",34,3,0.0882352941176471,0,2,27,0.0199882422104644
4,"add",FALSE,6,"6",25,3,0.12,0,2,18,0.0325157933853586
4,"add",FALSE,6,"tot",392,163,0.415816326530612,46,3,271,0.134544853421199
5,"add",FALSE,1,"1",128,77,0.6015625,10,7,102,0.154080731883476
