ID,x,y,trayID,rand,dens,richness,rep,SD,spID,comp,state0
ID76,20.045,20.79453607014714,1,det,add,1,1,0.5,radish,1,S
ID77,22.845,20.79453607014714,1,det,add,1,1,0.5,radish,1,S
ID78,1.845000000000001,23.219407200743568,1,det,add,1,1,0.5,radish,1,C
ID79,4.645,23.219407200743568,1,det,add,1,1,0.5,radish,1,S
ID80,7.445000000000002,23.219407200743568,1,det,add,1,1,0.5,radish,1,S
ID81,10.245,23.219407200743568,1,det,add,1,1,0.5,radish,1,S
ID82,13.044999999999998,23.219407200743568,1,det,add,1,1,0.5,radish,1,S
ID83,15.844999999999999,23.219407200743568,1,det,add,1,1,0.5,radish,1,S
ID84,18.644999999999996,23.219407200743568,1,det,add,1,1,0.5,radish,1,S
ID85,21.445,23.219407200743568,1,det,add,1,1,0.5,radish,1,S
ID1,0.44500000000000095,1.3955670253757164,2,det,add,1,2,0.5,radish,1,C
ID2,3.2450000000000006,1.3955670253757164,2,det,add,1,2,0.5,radish,1,C
ID3,6.045000000000002,1.3955670253757166,2,det,add,1,2,0.5,radish,1,S
ID4,8.845,1.3955670253757162,2,det,add,1,2,0.5,radish,1,S
ID5,11.645,1.3955670253757162,2,det,add,1,2,0.5,radish,1,S
ID6,14.445,1.3955670253757162,2,det,add,1,2,0.5,radish,1,C
ID7,17.244999999999997,1.3955670253757164,2,det,add,1,2,0.5,radish,1,S
ID8,20.044999999999998,1.3955670253757164,2,det,add,1,2,0.5,radish,1,S
ID9,22.845,1.3955670253757164,2,det,add,1,2,0.5,radish,1,S
ID10,1.8450000000000009,3.8204381559721443,2,det,add,1,2,0.5,radish,1,C
ID11,4.645,3.820438155972143,2,det,add,1,2,0.5,radish,1,S
ID12,7.445000000000002,3.8204381559721443,2,det,add,1,2,0.5,radish,1,S
ID13,10.245000000000001,3.8204381559721443,2,det,add,1,2,0.5,radish,1,S
ID14,13.045000000000002,3.8204381559721443,2,det,add,1,2,0.5,radish,1,S
ID15,15.845000000000002,3.8204381559721443,2,det,add,1,2,0.5,radish,1,S
ID16,18.644999999999996,3.8204381559721443,2,det,add,1,2,0.5,radish,1,S
ID17,21.445,3.8204381559721443,2,det,add,1,2,0.5,radish,1,S
ID18,0.445000000000001,6.245309286568572,2,det,add,1,2,0.5,radish,1,S
ID19,3.245000000000001,6.245309286568572,2,det,add,1,2,0.5,radish,1,S
ID20,6.045000000000002,6.245309286568573,2,det,add,1,2,0.5,radish,1,S
ID21,8.845,6.245309286568573,2,det,add,1,2,0.5,radish,1,S
ID22,11.645,6.245309286568573,2,det,add,1,2,0.5,radish,1,S
ID23,14.445,6.245309286568573,2,det,add,1,2,0.5,radish,1,S
ID24,17.244999999999994,6.245309286568571,2,det,add,1,2,0.5,radish,1,S
ID25,20.044999999999998,6.245309286568572,2,det,add,1,2,0.5,radish,1,S
ID26,22.845,6.245309286568572,2,det,add,1,2,0.5,radish,1,C
ID27,1.8450000000000006,8.670180417164998,2,det,add,1,2,0.5,radish,1,S
ID28,4.6450000000000005,8.670180417164998,2,det,add,1,2,0.5,radish,1,S
ID29,7.445000000000001,8.670180417165,2,det,add,1,2,0.5,radish,1,S
ID30,10.244999999999997,8.670180417165001,2,det,add,1,2,0.5,radish,1,S
ID31,13.044999999999998,8.670180417165001,2,det,add,1,2,0.5,radish,1,S
ID32,15.844999999999999,8.670180417165001,2,det,add,1,2,0.5,radish,1,S
ID33,18.644999999999992,8.670180417165,2,det,add,1,2,0.5,radish,1,S
ID34,21.445,8.670180417165,2,det,add,1,2,0.5,radish,1,C
ID35,0.44500000000000095,11.095051547761427,2,det,add,1,2,0.5,radish,1,S
ID36,3.2450000000000006,11.095051547761427,2,det,add,1,2,0.5,radish,1,S
ID37,6.045000000000001,11.095051547761427,2,det,add,1,2,0.5,radish,1,S
ID38,8.844999999999999,11.095051547761427,2,det,add,1,2,0.5,radish,1,S
ID39,11.645000000000001,11.095051547761427,2,det,add,1,2,0.5,radish,1,S
ID40,14.445,11.095051547761427,2,det,add,1,2,0.5,radish,1,S
ID41,17.244999999999997,11.095051547761425,2,det,add,1,2,0.5,radish,1,S
ID42,20.045,11.095051547761427,2,det,add,1,2,0.5,radish,1,S
ID43,22.845000000000002,11.095051547761427,2,det,add,1,2,0.5,radish,1,S
ID44,1.845000000000001,13.519922678357853,2,det,add,1,2,0.5,radish,1,C
ID45,4.645000000000001,13.519922678357856,2,det,add,1,2,0.5,radish,1,S
ID46,7.445000000000002,13.519922678357855,2,det,add,1,2,0.5,radish,1,S
ID47,10.245,13.519922678357855,2,det,add,1,2,0.5,radish,1,S
ID48,13.045,13.519922678357855,2,det,add,1,2,0.5,radish,1,S
ID49,15.844999999999999,13.519922678357855,2,det,add,1,2,0.5,radish,1,S
ID50,18.644999999999992,13.519922678357851,2,det,add,1,2,0.5,radish,1,S
ID51,21.444999999999997,13.519922678357851,2,det,add,1,2,0.5,radish,1,S
ID52,0.44500000000000095,15.944793808954282,2,det,add,1,2,0.5,radish,1,C
ID53,3.245000000000001,15.944793808954282,2,det,add,1,2,0.5,radish,1,C
ID54,6.045000000000001,15.944793808954282,2,det,add,1,2,0.5,radish,1,S
ID55,8.844999999999999,15.944793808954282,2,det,add,1,2,0.5,radish,1,S
ID56,11.645000000000001,15.944793808954282,2,det,add,1,2,0.5,radish,1,S
ID57,14.445,15.944793808954282,2,det,add,1,2,0.5,radish,1,S
ID58,17.244999999999994,15.944793808954282,2,det,add,1,2,0.5,radish,1,S
ID59,20.045,15.944793808954286,2,det,add,1,2,0.5,radish,1,S
ID60,22.845,15.944793808954286,2,det,add,1,2,0.5,radish,1,S
ID61,1.845000000000001,18.36966493955071,2,det,add,1,2,0.5,radish,1,S
ID62,4.645,18.36966493955071,2,det,add,1,2,0.5,radish,1,S
ID63,7.445000000000002,18.36966493955071,2,det,add,1,2,0.5,radish,1,S
ID64,10.245,18.36966493955071,2,det,add,1,2,0.5,radish,1,S
ID65,13.044999999999998,18.36966493955071,2,det,add,1,2,0.5,radish,1,S
ID66,15.844999999999999,18.36966493955071,2,det,add,1,2,0.5,radish,1,S
ID67,18.644999999999996,18.36966493955071,2,det,add,1,2,0.5,radish,1,S
ID68,21.445,18.36966493955071,2,det,add,1,2,0.5,radish,1,S
ID69,0.44500000000000095,20.79453607014714,2,det,add,1,2,0.5,radish,1,S
ID70,3.245000000000001,20.79453607014714,2,det,add,1,2,0.5,radish,1,S
ID71,6.045,20.79453607014714,2,det,add,1,2,0.5,radish,1,S
ID72,8.844999999999999,20.794536070147135,2,det,add,1,2,0.5,radish,1,S
ID73,11.645,20.794536070147135,2,det,add,1,2,0.5,radish,1,S
ID74,14.444999999999999,20.794536070147135,2,det,add,1,2,0.5,radish,1,C
ID75,17.244999999999997,20.79453607014714,2,det,add,1,2,0.5,radish,1,S
ID76,20.045,20.79453607014714,2,det,add,1,2,0.5,radish,1,S
ID77,22.845,20.79453607014714,2,det,add,1,2,0.5,radish,1,S
ID78,1.845000000000001,23.219407200743568,2,det,add,1,2,0.5,radish,1,S
ID79,4.645,23.219407200743568,2,det,add,1,2,0.5,radish,1,S
ID80,7.445000000000002,23.219407200743568,2,det,add,1,2,0.5,radish,1,S
ID81,10.245,23.219407200743568,2,det,add,1,2,0.5,radish,1,S
ID82,13.044999999999998,23.219407200743568,2,det,add,1,2,0.5,radish,1,S
ID83,15.844999999999999,23.219407200743568,2,det,add,1,2,0.5,radish,1,S
ID84,18.644999999999996,23.219407200743568,2,det,add,1,2,0.5,radish,1,S
ID85,21.445,23.219407200743568,2,det,add,1,2,0.5,radish,1,S
ID1,0.44500000000000095,1.3955670253757164,3,det,add,1,3,0.5,radish,1,S
ID2,3.2450000000000006,1.3955670253757164,3,det,add,1,3,0.5,radish,1,S
ID3,6.045000000000002,1.3955670253757166,3,det,add,1,3,0.5,radish,1,C
ID4,8.845,1.3955670253757162,3,det,add,1,3,0.5,radish,1,S
ID5,11.645,1.3955670253757162,3,det,add,1,3,0.5,radish,1,S
ID6,14.445,1.3955670253757162,3,det,add,1,3,0.5,radish,1,S
ID7,17.244999999999997,1.3955670253757164,3,det,add,1,3,0.5,radish,1,S
ID8,20.044999999999998,1.3955670253757164,3,det,add,1,3,0.5,radish,1,S
ID9,22.845,1.3955670253757164,3,det,add,1,3,0.5,radish,1,S
ID10,1.8450000000000009,3.8204381559721443,3,det,add,1,3,0.5,radish,1,S
ID11,4.645,3.820438155972143,3,det,add,1,3,0.5,radish,1,S
ID12,7.445000000000002,3.8204381559721443,3,det,add,1,3,0.5,radish,1,S
ID13,10.245000000000001,3.8204381559721443,3,det,add,1,3,0.5,radish,1,S
ID14,13.045000000000002,3.8204381559721443,3,det,add,1,3,0.5,radish,1,S
ID15,15.845000000000002,3.8204381559721443,3,det,add,1,3,0.5,radish,1,S
ID16,18.644999999999996,3.8204381559721443,3,det,add,1,3,0.5,radish,1,S
ID17,21.445,3.8204381559721443,3,det,add,1,3,0.5,radish,1,S
ID18,0.445000000000001,6.245309286568572,3,det,add,1,3,0.5,radish,1,S
ID19,3.245000000000001,6.245309286568572,3,det,add,1,3,0.5,radish,1,S
ID20,6.045000000000002,6.245309286568573,3,det,add,1,3,0.5,radish,1,S
ID21,8.845,6.245309286568573,3,det,add,1,3,0.5,radish,1,S
ID22,11.645,6.245309286568573,3,det,add,1,3,0.5,radish,1,S
ID23,14.445,6.245309286568573,3,det,add,1,3,0.5,radish,1,S
ID24,17.244999999999994,6.245309286568571,3,det,add,1,3,0.5,radish,1,S
ID25,20.044999999999998,6.245309286568572,3,det,add,1,3,0.5,radish,1,S
ID26,22.845,6.245309286568572,3,det,add,1,3,0.5,radish,1,S
ID27,1.8450000000000006,8.670180417164998,3,det,add,1,3,0.5,radish,1,S
ID28,4.6450000000000005,8.670180417164998,3,det,add,1,3,0.5,radish,1,S
ID29,7.445000000000001,8.670180417165,3,det,add,1,3,0.5,radish,1,C
ID30,10.244999999999997,8.670180417165001,3,det,add,1,3,0.5,radish,1,S
ID31,13.044999999999998,8.670180417165001,3,det,add,1,3,0.5,radish,1,S
ID32,15.844999999999999,8.670180417165001,3,det,add,1,3,0.5,radish,1,C
ID33,18.644999999999992,8.670180417165,3,det,add,1,3,0.5,radish,1,S
ID34,21.445,8.670180417165,3,det,add,1,3,0.5,radish,1,S
ID35,0.44500000000000095,11.095051547761427,3,det,add,1,3,0.5,radish,1,S
ID36,3.2450000000000006,11.095051547761427,3,det,add,1,3,0.5,radish,1,S
ID37,6.045000000000001,11.095051547761427,3,det,add,1,3,0.5,radish,1,S
ID38,8.844999999999999,11.095051547761427,3,det,add,1,3,0.5,radish,1,S
ID39,11.645000000000001,11.095051547761427,3,det,add,1,3,0.5,radish,1,S
ID40,14.445,11.095051547761427,3,det,add,1,3,0.5,radish,1,S
ID41,17.244999999999997,11.095051547761425,3,det,add,1,3,0.5,radish,1,S
ID42,20.045,11.095051547761427,3,det,add,1,3,0.5,radish,1,S
ID43,22.845000000000002,11.095051547761427,3,det,add,1,3,0.5,radish,1,S
ID44,1.845000000000001,13.519922678357853,3,det,add,1,3,0.5,radish,1,S
ID45,4.645000000000001,13.519922678357856,3,det,add,1,3,0.5,radish,1,S
ID46,7.445000000000002,13.519922678357855,3,det,add,1,3,0.5,radish,1,S
ID47,10.245,13.519922678357855,3,det,add,1,3,0.5,radish,1,S
ID48,13.045,13.519922678357855,3,det,add,1,3,0.5,radish,1,S
ID49,15.844999999999999,13.519922678357855,3,det,add,1,3,0.5,radish,1,S
ID50,18.644999999999992,13.519922678357851,3,det,add,1,3,0.5,radish,1,S
ID51,21.444999999999997,13.519922678357851,3,det,add,1,3,0.5,radish,1,S
ID52,0.44500000000000095,15.944793808954282,3,det,add,1,3,0.5,radish,1,C
ID53,3.245000000000001,15.944793808954282,3,det,add,1,3,0.5,radish,1,S
ID54,6.045000000000001,15.944793808954282,3,det,add,1,3,0.5,radish,1,S
ID55,8.844999999999999,15.944793808954282,3,det,add,1,3,0.5,radish,1,C
ID56,11.645000000000001,15.944793808954282,3,det,add,1,3,0.5,radish,1,S
ID57,14.445,15.944793808954282,3,det,add,1,3,0.5,radish,1,S
ID58,17.244999999999994,15.944793808954282,3,det,add,1,3,0.5,radish,1,C
ID59,20.045,15.944793808954286,3,det,add,1,3,0.5,radish,1,S
ID60,22.845,15.944793808954286,3,det,add,1,3,0.5,radish,1,S
ID61,1.845000000000001,18.36966493955071,3,det,add,1,3,0.5,radish,1,S
ID62,4.645,18.36966493955071,3,det,add,1,3,0.5,radish,1,S
ID63,7.445000000000002,18.36966493955071,3,det,add,1,3,0.5,radish,1,S
ID64,10.245,18.36966493955071,3,det,add,1,3,0.5,radish,1,S
ID65,13.044999999999998,18.36966493955071,3,det,add,1,3,0.5,radish,1,S
ID66,15.844999999999999,18.36966493955071,3,det,add,1,3,0.5,radish,1,S
ID67,18.644999999999996,18.36966493955071,3,det,add,1,3,0.5,radish,1,S
ID68,21.445,18.36966493955071,3,det,add,1,3,0.5,radish,1,S
ID69,0.44500000000000095,20.79453607014714,3,det,add,1,3,0.5,radish,1,S
ID70,3.245000000000001,20.79453607014714,3,det,add,1,3,0.5,radish,1,S
ID71,6.045,20.79453607014714,3,det,add,1,3,0.5,radish,1,S
ID72,8.844999999999999,20.794536070147135,3,det,add,1,3,0.5,radish,1,C
ID73,11.645,20.794536070147135,3,det,add,1,3,0.5,radish,1,S
ID74,14.444999999999999,20.794536070147135,3,det,add,1,3,0.5,radish,1,C
ID75,17.244999999999997,20.79453607014714,3,det,add,1,3,0.5,radish,1,S
ID76,20.045,20.79453607014714,3,det,add,1,3,0.5,radish,1,S
ID77,22.845,20.79453607014714,3,det,add,1,3,0.5,radish,1,S
ID78,1.845000000000001,23.219407200743568,3,det,add,1,3,0.5,radish,1,S
ID79,4.645,23.219407200743568,3,det,add,1,3,0.5,radish,1,S
ID80,7.445000000000002,23.219407200743568,3,det,add,1,3,0.5,radish,1,S
ID81,10.245,23.219407200743568,3,det,add,1,3,0.5,radish,1,C
ID82,13.044999999999998,23.219407200743568,3,det,add,1,3,0.5,radish,1,S
ID83,15.844999999999999,23.219407200743568,3,det,add,1,3,0.5,radish,1,S
ID84,18.644999999999996,23.219407200743568,3,det,add,1,3,0.5,radish,1,C
ID85,21.445,23.219407200743568,3,det,add,1,3,0.5,radish,1,S
ID1,0.44500000000000095,1.3955670253757164,4,det,add,1,4,0.5,radish,1,S
ID2,3.2450000000000006,1.3955670253757164,4,det,add,1,4,0.5,radish,1,S
ID3,6.045000000000002,1.3955670253757166,4,det,add,1,4,0.5,radish,1,S
ID4,8.845,1.3955670253757162,4,det,add,1,4,0.5,radish,1,S
ID5,11.645,1.3955670253757162,4,det,add,1,4,0.5,radish,1,C
ID6,14.445,1.3955670253757162,4,det,add,1,4,0.5,radish,1,S
ID7,17.244999999999997,1.3955670253757164,4,det,add,1,4,0.5,radish,1,S
ID8,20.044999999999998,1.3955670253757164,4,det,add,1,4,0.5,radish,1,S
ID9,22.845,1.3955670253757164,4,det,add,1,4,0.5,radish,1,S
ID10,1.8450000000000009,3.8204381559721443,4,det,add,1,4,0.5,radish,1,S
ID11,4.645,3.820438155972143,4,det,add,1,4,0.5,radish,1,S
ID12,7.445000000000002,3.8204381559721443,4,det,add,1,4,0.5,radish,1,S
ID13,10.245000000000001,3.8204381559721443,4,det,add,1,4,0.5,radish,1,S
ID14,13.045000000000002,3.8204381559721443,4,det,add,1,4,0.5,radish,1,S
ID15,15.845000000000002,3.8204381559721443,4,det,add,1,4,0.5,radish,1,S
ID16,18.644999999999996,3.8204381559721443,4,det,add,1,4,0.5,radish,1,S
ID17,21.445,3.8204381559721443,4,det,add,1,4,0.5,radish,1,S
ID18,0.445000000000001,6.245309286568572,4,det,add,1,4,0.5,radish,1,S
ID19,3.245000000000001,6.245309286568572,4,det,add,1,4,0.5,radish,1,S
ID20,6.045000000000002,6.245309286568573,4,det,add,1,4,0.5,radish,1,S
ID21,8.845,6.245309286568573,4,det,add,1,4,0.5,radish,1,S
ID22,11.645,6.245309286568573,4,det,add,1,4,0.5,radish,1,S
ID23,14.445,6.245309286568573,4,det,add,1,4,0.5,radish,1,S
ID24,17.244999999999994,6.245309286568571,4,det,add,1,4,0.5,radish,1,S
ID25,20.044999999999998,6.245309286568572,4,det,add,1,4,0.5,radish,1,S
ID26,22.845,6.245309286568572,4,det,add,1,4,0.5,radish,1,S
ID27,1.8450000000000006,8.670180417164998,4,det,add,1,4,0.5,radish,1,S
ID28,4.6450000000000005,8.670180417164998,4,det,add,1,4,0.5,radish,1,S
ID29,7.445000000000001,8.670180417165,4,det,add,1,4,0.5,radish,1,C
ID30,10.244999999999997,8.670180417165001,4,det,add,1,4,0.5,radish,1,S
ID31,13.044999999999998,8.670180417165001,4,det,add,1,4,0.5,radish,1,S
ID32,15.844999999999999,8.670180417165001,4,det,add,1,4,0.5,radish,1,S
ID33,18.644999999999992,8.670180417165,4,det,add,1,4,0.5,radish,1,S
ID34,21.445,8.670180417165,4,det,add,1,4,0.5,radish,1,S
ID35,0.44500000000000095,11.095051547761427,4,det,add,1,4,0.5,radish,1,S
ID36,3.2450000000000006,11.095051547761427,4,det,add,1,4,0.5,radish,1,S
ID37,6.045000000000001,11.095051547761427,4,det,add,1,4,0.5,radish,1,S
ID38,8.844999999999999,11.095051547761427,4,det,add,1,4,0.5,radish,1,S
ID39,11.645000000000001,11.095051547761427,4,det,add,1,4,0.5,radish,1,S
ID40,14.445,11.095051547761427,4,det,add,1,4,0.5,radish,1,S
ID41,17.244999999999997,11.095051547761425,4,det,add,1,4,0.5,radish,1,S
ID42,20.045,11.095051547761427,4,det,add,1,4,0.5,radish,1,S
ID43,22.845000000000002,11.095051547761427,4,det,add,1,4,0.5,radish,1,S
ID44,1.845000000000001,13.519922678357853,4,det,add,1,4,0.5,radish,1,C
ID45,4.645000000000001,13.519922678357856,4,det,add,1,4,0.5,radish,1,S
ID46,7.445000000000002,13.519922678357855,4,det,add,1,4,0.5,radish,1,S
ID47,10.245,13.519922678357855,4,det,add,1,4,0.5,radish,1,S
ID48,13.045,13.519922678357855,4,det,add,1,4,0.5,radish,1,S
ID49,15.844999999999999,13.519922678357855,4,det,add,1,4,0.5,radish,1,S
ID50,18.644999999999992,13.519922678357851,4,det,add,1,4,0.5,radish,1,S
ID51,21.444999999999997,13.519922678357851,4,det,add,1,4,0.5,radish,1,S
ID52,0.44500000000000095,15.944793808954282,4,det,add,1,4,0.5,radish,1,S
ID53,3.245000000000001,15.944793808954282,4,det,add,1,4,0.5,radish,1,S
ID54,6.045000000000001,15.944793808954282,4,det,add,1,4,0.5,radish,1,S
ID55,8.844999999999999,15.944793808954282,4,det,add,1,4,0.5,radish,1,S
ID56,11.645000000000001,15.944793808954282,4,det,add,1,4,0.5,radish,1,S
ID57,14.445,15.944793808954282,4,det,add,1,4,0.5,radish,1,C
ID58,17.244999999999994,15.944793808954282,4,det,add,1,4,0.5,radish,1,C
ID59,20.045,15.944793808954286,4,det,add,1,4,0.5,radish,1,S
ID60,22.845,15.944793808954286,4,det,add,1,4,0.5,radish,1,S
ID61,1.845000000000001,18.36966493955071,4,det,add,1,4,0.5,radish,1,C
ID62,4.645,18.36966493955071,4,det,add,1,4,0.5,radish,1,S
ID63,7.445000000000002,18.36966493955071,4,det,add,1,4,0.5,radish,1,C
ID64,10.245,18.36966493955071,4,det,add,1,4,0.5,radish,1,S
ID65,13.044999999999998,18.36966493955071,4,det,add,1,4,0.5,radish,1,S
ID66,15.844999999999999,18.36966493955071,4,det,add,1,4,0.5,radish,1,C
ID67,18.644999999999996,18.36966493955071,4,det,add,1,4,0.5,radish,1,S
ID68,21.445,18.36966493955071,4,det,add,1,4,0.5,radish,1,S
ID69,0.44500000000000095,20.79453607014714,4,det,add,1,4,0.5,radish,1,S
ID70,3.245000000000001,20.79453607014714,4,det,add,1,4,0.5,radish,1,S
ID71,6.045,20.79453607014714,4,det,add,1,4,0.5,radish,1,S
ID72,8.844999999999999,20.794536070147135,4,det,add,1,4,0.5,radish,1,C
ID73,11.645,20.794536070147135,4,det,add,1,4,0.5,radish,1,S
ID74,14.444999999999999,20.794536070147135,4,det,add,1,4,0.5,radish,1,S
ID75,17.244999999999997,20.79453607014714,4,det,add,1,4,0.5,radish,1,S
ID76,20.045,20.79453607014714,4,det,add,1,4,0.5,radish,1,S
ID77,22.845,20.79453607014714,4,det,add,1,4,0.5,radish,1,S
ID78,1.845000000000001,23.219407200743568,4,det,add,1,4,0.5,radish,1,S
ID79,4.645,23.219407200743568,4,det,add,1,4,0.5,radish,1,S
ID80,7.445000000000002,23.219407200743568,4,det,add,1,4,0.5,radish,1,S
ID81,10.245,23.219407200743568,4,det,add,1,4,0.5,radish,1,S
ID82,13.044999999999998,23.219407200743568,4,det,add,1,4,0.5,radish,1,S
ID83,15.844999999999999,23.219407200743568,4,det,add,1,4,0.5,radish,1,S
ID84,18.644999999999996,23.219407200743568,4,det,add,1,4,0.5,radish,1,C
ID85,21.445,23.219407200743568,4,det,add,1,4,0.5,radish,1,S
ID1,0.44500000000000095,1.3955670253757164,5,det,add,1,5,0.5,radish,1,S
ID2,3.2450000000000006,1.3955670253757164,5,det,add,1,5,0.5,radish,1,S
ID3,6.045000000000002,1.3955670253757166,5,det,add,1,5,0.5,radish,1,S
ID4,8.845,1.3955670253757162,5,det,add,1,5,0.5,radish,1,S
ID5,11.645,1.3955670253757162,5,det,add,1,5,0.5,radish,1,S
ID6,14.445,1.3955670253757162,5,det,add,1,5,0.5,radish,1,S
ID7,17.244999999999997,1.3955670253757164,5,det,add,1,5,0.5,radish,1,S
