Date/Time,Unit,Value,button
11/3/20 11:34,C,30.5,back
11/3/20 12:04,C,32,back
11/3/20 12:34,C,32,back
11/3/20 13:04,C,32,back
11/3/20 13:34,C,32,back
11/3/20 14:04,C,32.5,back
11/3/20 14:34,C,31.5,back
11/3/20 15:04,C,30,back
11/3/20 15:34,C,28,back
11/3/20 16:04,C,24.5,back
11/3/20 16:34,C,21.5,back
11/3/20 17:04,C,20.5,back
11/3/20 17:34,C,19,back
11/3/20 18:04,C,22.5,back
11/3/20 18:34,C,23,back
11/3/20 19:04,C,24,back
11/3/20 19:34,C,23.5,back
11/3/20 20:04,C,23,back
11/3/20 20:34,C,24,back
11/3/20 21:04,C,23.5,back
11/3/20 21:34,C,18.5,back
11/3/20 22:04,C,20,back
11/3/20 22:34,C,22,back
11/3/20 23:04,C,19,back
11/3/20 23:34,C,20,back
11/4/20 0:04,C,21.5,back
11/4/20 0:34,C,20.5,back
11/4/20 1:04,C,18.5,back
11/4/20 1:34,C,21,back
11/4/20 2:04,C,21,back
11/4/20 2:34,C,21,back
11/4/20 3:04,C,17.5,back
11/4/20 3:34,C,20.5,back
11/4/20 4:04,C,21,back
11/4/20 4:34,C,21,back
11/4/20 5:04,C,17.5,back
11/4/20 5:34,C,24.5,back
11/4/20 6:04,C,22.5,back
11/4/20 6:34,C,22.5,back
11/4/20 7:04,C,22.5,back
11/4/20 7:34,C,23.5,back
11/4/20 8:04,C,20.5,back
11/4/20 8:34,C,19,back
11/4/20 9:04,C,18,back
11/4/20 9:34,C,19,back
11/4/20 10:04,C,24.5,back
11/4/20 10:34,C,29,back
11/4/20 11:04,C,30,back
11/4/20 11:34,C,31.5,back
11/4/20 12:04,C,33.5,back
11/4/20 12:34,C,33.5,back
11/4/20 13:04,C,33.5,back
11/4/20 13:34,C,32,back
11/4/20 14:04,C,31.5,back
11/4/20 14:34,C,31,back
11/4/20 15:04,C,30.5,back
11/4/20 15:34,C,29,back
11/4/20 16:04,C,25.5,back
11/4/20 16:34,C,23,back
11/4/20 17:04,C,21,back
11/4/20 17:34,C,20.5,back
11/4/20 18:04,C,20.5,back
11/4/20 18:34,C,20,back
11/4/20 19:04,C,20,back
11/4/20 19:34,C,19,back
11/4/20 20:04,C,20,back
11/4/20 20:34,C,23,back
11/4/20 21:04,C,19,back
11/4/20 21:34,C,20,back
11/4/20 22:04,C,18.5,back
11/4/20 22:34,C,22.5,back
11/4/20 23:04,C,19,back
11/4/20 23:34,C,20,back
11/5/20 0:04,C,18,back
11/5/20 0:34,C,18.5,back
11/5/20 1:04,C,21.5,back
11/5/20 1:34,C,18,back
11/5/20 2:04,C,18.5,back
11/5/20 2:34,C,21.5,back
11/5/20 3:04,C,20,back
11/5/20 3:34,C,18,back
11/5/20 4:04,C,21.5,back
11/5/20 4:34,C,20,back
11/5/20 5:04,C,18.5,back
11/5/20 5:34,C,24.5,back
11/5/20 6:04,C,22.5,back
11/5/20 6:34,C,22.5,back
11/5/20 7:04,C,23,back
11/5/20 7:34,C,24,back
11/5/20 8:04,C,18,back
11/5/20 8:34,C,20,back
11/5/20 9:04,C,20,back
11/5/20 9:34,C,22,back
11/5/20 10:04,C,28,back
11/5/20 10:34,C,30,back
11/5/20 11:04,C,32,back
11/5/20 11:34,C,32.5,back
11/5/20 12:04,C,34.5,back
11/5/20 12:34,C,35.5,back
11/5/20 13:04,C,35,back
11/5/20 13:34,C,35,back
11/5/20 14:04,C,34,back
11/5/20 14:34,C,32.5,back
11/5/20 15:04,C,31,back
11/5/20 15:34,C,30,back
11/5/20 16:04,C,27.5,back
11/5/20 16:34,C,23.5,back
11/5/20 17:04,C,22,back
11/5/20 17:34,C,21,back
11/5/20 18:04,C,20.5,back
11/5/20 18:34,C,20.5,back
11/5/20 19:04,C,20.5,back
11/5/20 19:34,C,20,back
11/5/20 20:04,C,24,back
11/5/20 20:34,C,22.5,back
11/5/20 21:04,C,21,back
11/5/20 21:34,C,20,back
11/5/20 22:04,C,19.5,back
11/5/20 22:34,C,19,back
11/5/20 23:04,C,23,back
11/5/20 23:34,C,19.5,back
11/6/20 0:04,C,19,back
11/6/20 0:34,C,22.5,back
11/6/20 1:04,C,20,back
11/6/20 1:34,C,18.5,back
11/6/20 2:04,C,22.5,back
11/6/20 2:34,C,19,back
11/6/20 3:04,C,19,back
11/6/20 3:34,C,21.5,back
11/6/20 4:04,C,19,back
11/6/20 4:34,C,20.5,back
11/6/20 5:04,C,21.5,back
11/6/20 5:34,C,23,back
11/6/20 6:04,C,24,back
11/6/20 6:34,C,22.5,back
11/6/20 7:04,C,23,back
11/6/20 7:34,C,23.5,back
11/6/20 8:04,C,18,back
11/6/20 8:34,C,18,back
11/6/20 9:04,C,19,back
11/6/20 9:34,C,18.5,back
11/6/20 10:04,C,18,back
11/6/20 10:34,C,19,back
11/6/20 11:04,C,18,back
11/6/20 11:34,C,24.5,back
11/6/20 12:04,C,25.5,back
11/6/20 12:34,C,26,back
11/6/20 13:04,C,25.5,back
11/6/20 13:34,C,26,back
11/6/20 14:04,C,26,back
11/6/20 14:34,C,24.5,back
11/6/20 15:04,C,21,back
11/6/20 15:34,C,19.5,back
11/6/20 16:04,C,17.5,back
11/6/20 16:34,C,21,back
11/6/20 17:04,C,19.5,back
11/6/20 17:34,C,23.5,back
11/6/20 18:04,C,23.5,back
11/6/20 18:34,C,23,back
11/6/20 19:04,C,23,back
11/6/20 19:34,C,22.5,back
11/6/20 20:04,C,22.5,back
11/6/20 20:34,C,22.5,back
11/6/20 21:04,C,22.5,back
11/6/20 21:34,C,18,back
11/6/20 22:04,C,21,back
11/6/20 22:34,C,21.5,back
11/6/20 23:04,C,18,back
11/6/20 23:34,C,20,back
11/7/20 0:04,C,20.5,back
11/7/20 0:34,C,21,back
11/7/20 1:04,C,21.5,back
11/7/20 1:34,C,20.5,back
11/7/20 2:04,C,18,back
11/7/20 2:34,C,20.5,back
11/7/20 3:04,C,21.5,back
11/7/20 3:34,C,20,back
11/7/20 4:04,C,18,back
11/7/20 4:34,C,21,back
11/7/20 5:04,C,20.5,back
11/7/20 5:34,C,20.5,back
11/7/20 6:04,C,22,back
11/7/20 6:34,C,21.5,back
11/7/20 7:04,C,21,back
11/7/20 7:34,C,22.5,back
11/7/20 8:04,C,24,back
11/7/20 8:34,C,20,back
11/7/20 9:04,C,18,back
11/7/20 9:34,C,18.5,back
11/7/20 10:04,C,19,back
11/7/20 10:34,C,19.5,back
11/7/20 11:04,C,21,back
11/7/20 11:34,C,21,back
11/7/20 12:04,C,19,back
11/7/20 12:34,C,19,back
11/7/20 13:04,C,21.5,back
11/7/20 13:34,C,23.5,back
11/7/20 14:04,C,22.5,back
11/7/20 14:34,C,21.5,back
11/7/20 15:04,C,19.5,back
11/7/20 15:34,C,18.5,back
11/7/20 16:04,C,17,back
11/7/20 16:34,C,23,back
11/7/20 17:04,C,24,back
11/7/20 17:34,C,22,back
11/7/20 18:04,C,24,back
11/7/20 18:34,C,23.5,back
11/7/20 19:04,C,23.5,back
11/7/20 19:34,C,20.5,back
11/7/20 20:04,C,20,back
11/7/20 20:34,C,20,back
11/7/20 21:04,C,21.5,back
11/7/20 21:34,C,17.5,back
11/7/20 22:04,C,20,back
11/7/20 22:34,C,21,back
11/7/20 23:04,C,20.5,back
11/7/20 23:34,C,17.5,back
11/8/20 0:04,C,21,back
11/8/20 0:34,C,22,back
11/8/20 1:04,C,18,back
11/8/20 1:34,C,19.5,back
11/8/20 2:04,C,20.5,back
11/8/20 2:34,C,20,back
11/8/20 3:04,C,20,back
11/8/20 3:34,C,20.5,back
11/8/20 4:04,C,20.5,back
11/8/20 4:34,C,20,back
11/8/20 5:04,C,20,back
11/8/20 5:34,C,25,back
11/8/20 6:04,C,23,back
11/8/20 6:34,C,22.5,back
11/8/20 7:04,C,26.5,back
11/8/20 7:34,C,24,back
11/8/20 8:04,C,19.5,back
11/8/20 8:34,C,25,back
11/8/20 9:04,C,17.5,back
11/8/20 9:34,C,18,back
11/8/20 10:04,C,17.5,back
11/8/20 10:34,C,19,back
11/8/20 11:04,C,20.5,back
11/8/20 11:34,C,17.5,back
11/8/20 12:04,C,20,back
11/8/20 12:34,C,21.5,back
11/8/20 13:04,C,21,back
11/8/20 13:34,C,20.5,back
11/8/20 14:04,C,20.5,back
11/8/20 14:34,C,18,back
11/8/20 15:04,C,16,back
11/8/20 15:34,C,15.5,back
