1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 36000000300A1D21
Is Mission Active?  true
Mission Start:  Sun Oct 25 11:04:00 PDT 2020
Sample Rate:  Every 30 minute(s)
Number of Mission Samples:  868
Total Samples:  83586
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  Clock
Next Clock Alarm At:  Thu Nov 12 12:45:49 PST 2020
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
11/11/20 5:04:00 AM,C,14.5
11/11/20 5:34:00 AM,C,18.5
11/11/20 6:04:00 AM,C,16
11/11/20 6:34:00 AM,C,16
11/11/20 7:04:00 AM,C,15
11/11/20 7:34:00 AM,C,24.5
11/11/20 8:04:00 AM,C,20
11/11/20 8:34:00 AM,C,22
11/11/20 9:04:00 AM,C,22.5
11/11/20 9:34:00 AM,C,21
11/11/20 10:04:00 AM,C,19
11/11/20 10:34:00 AM,C,20
11/11/20 11:04:00 AM,C,20.5
11/11/20 11:34:00 AM,C,20.5
11/11/20 12:04:00 PM,C,18.5
11/11/20 12:34:00 PM,C,22.5
11/11/20 1:04:00 PM,C,20.5
11/11/20 1:34:00 PM,C,21
11/11/20 2:04:00 PM,C,21.5
11/11/20 2:34:00 PM,C,22
11/11/20 3:04:00 PM,C,21.5
11/11/20 3:34:00 PM,C,22
11/11/20 4:04:00 PM,C,23
11/11/20 4:34:00 PM,C,23
11/11/20 5:04:00 PM,C,24.5
11/11/20 5:34:00 PM,C,24
11/11/20 6:04:00 PM,C,24
11/11/20 6:34:00 PM,C,23.5
11/11/20 7:04:00 PM,C,23
11/11/20 7:34:00 PM,C,23
11/11/20 8:04:00 PM,C,22.5
11/11/20 8:34:00 PM,C,23.5
11/11/20 9:04:00 PM,C,16
11/11/20 9:34:00 PM,C,19
11/11/20 10:04:00 PM,C,20.5
11/11/20 10:34:00 PM,C,20
11/11/20 11:04:00 PM,C,20
11/11/20 11:34:00 PM,C,20
11/12/20 12:04:00 AM,C,20
11/12/20 12:34:00 AM,C,19.5
11/12/20 1:04:00 AM,C,19.5
11/12/20 1:34:00 AM,C,19.5
11/12/20 2:04:00 AM,C,19.5
11/12/20 2:34:00 AM,C,19.5
11/12/20 3:04:00 AM,C,19
11/12/20 3:34:00 AM,C,19
11/12/20 4:04:00 AM,C,19
11/12/20 4:34:00 AM,C,19
11/12/20 5:04:00 AM,C,19
11/12/20 5:34:00 AM,C,23.5
11/12/20 6:04:00 AM,C,23.5
11/12/20 6:34:00 AM,C,23
11/12/20 7:04:00 AM,C,23
11/12/20 7:34:00 AM,C,22.5
11/12/20 8:04:00 AM,C,14.5
11/12/20 8:34:00 AM,C,19
11/12/20 9:04:00 AM,C,22.5
11/12/20 9:34:00 AM,C,16
11/12/20 10:04:00 AM,C,19
11/12/20 10:34:00 AM,C,20
11/12/20 11:04:00 AM,C,21
11/12/20 11:34:00 AM,C,21.5
