ID,x,y,spID,state0,trayID,rep,day_infected
ID90,9.26,9.26773795,mustard,S,12,6,
ID91,10.96,9.26773795,mustard,S,12,6,
ID92,12.66,9.26773795,mustard,S,12,6,
ID93,14.36,9.26773795,mustard,S,12,6,
ID94,16.06,9.26773795,mustard,S,12,6,
ID95,17.76,9.26773795,mustard,S,12,6,
ID96,19.46,9.26773795,mustard,S,12,6,
ID97,21.16,9.26773795,mustard,C,12,6,
ID98,22.86,9.26773795,mustard,S,12,6,
ID99,1.61,10.7399811,mustard,S,12,6,
ID100,3.31,10.7399811,mustard,S,12,6,
ID101,5.01,10.7399811,mustard,S,12,6,
ID102,6.71,10.7399811,mustard,S,12,6,
ID103,8.41,10.7399811,mustard,S,12,6,
ID104,10.11,10.7399811,mustard,S,12,6,
ID105,11.81,10.7399811,mustard,S,12,6,
ID106,13.51,10.7399811,mustard,S,12,6,
ID107,15.21,10.7399811,mustard,C,12,6,
ID108,16.91,10.7399811,mustard,S,12,6,
ID109,18.61,10.7399811,mustard,S,12,6,
ID110,20.31,10.7399811,mustard,S,12,6,
ID111,22.01,10.7399811,mustard,S,12,6,
ID112,23.71,10.7399811,mustard,S,12,6,
ID113,0.76,12.2122243,mustard,S,12,6,
ID114,2.46,12.2122243,mustard,S,12,6,
ID115,4.16,12.2122243,mustard,S,12,6,
ID116,5.86,12.2122243,mustard,S,12,6,
ID117,7.56,12.2122243,mustard,S,12,6,
ID118,9.26,12.2122243,mustard,S,12,6,
ID119,10.96,12.2122243,mustard,S,12,6,
ID120,12.66,12.2122243,mustard,S,12,6,
ID121,14.36,12.2122243,mustard,S,12,6,
ID122,16.06,12.2122243,mustard,S,12,6,
ID123,17.76,12.2122243,mustard,S,12,6,
ID124,19.46,12.2122243,mustard,S,12,6,
ID125,21.16,12.2122243,mustard,S,12,6,
ID126,22.86,12.2122243,mustard,S,12,6,
ID127,1.61,13.6844675,mustard,S,12,6,
ID128,3.31,13.6844675,mustard,S,12,6,
ID129,5.01,13.6844675,mustard,C,12,6,
ID130,6.71,13.6844675,mustard,C,12,6,
ID131,8.41,13.6844675,mustard,S,12,6,
ID132,10.11,13.6844675,mustard,S,12,6,
ID133,11.81,13.6844675,mustard,S,12,6,
ID134,13.51,13.6844675,mustard,S,12,6,
ID135,15.21,13.6844675,mustard,S,12,6,
ID136,16.91,13.6844675,mustard,S,12,6,
ID137,18.61,13.6844675,mustard,S,12,6,
ID138,20.31,13.6844675,mustard,S,12,6,
ID139,22.01,13.6844675,mustard,S,12,6,
ID140,23.71,13.6844675,mustard,S,12,6,
ID141,0.76,15.1567107,mustard,S,12,6,
ID142,2.46,15.1567107,mustard,S,12,6,
ID143,4.16,15.1567107,mustard,S,12,6,
ID144,5.86,15.1567107,mustard,S,12,6,
ID145,7.56,15.1567107,mustard,S,12,6,
ID146,9.26,15.1567107,mustard,S,12,6,
ID147,10.96,15.1567107,mustard,S,12,6,
ID148,12.66,15.1567107,mustard,S,12,6,
ID149,14.36,15.1567107,mustard,S,12,6,
ID150,16.06,15.1567107,mustard,S,12,6,
ID151,17.76,15.1567107,mustard,S,12,6,
ID152,19.46,15.1567107,mustard,S,12,6,
ID153,21.16,15.1567107,mustard,S,12,6,
ID154,22.86,15.1567107,mustard,S,12,6,
ID155,1.61,16.6289539,mustard,S,12,6,
ID156,3.31,16.6289539,mustard,S,12,6,
ID157,5.01,16.6289539,mustard,S,12,6,
ID158,6.71,16.6289539,mustard,S,12,6,
ID159,8.41,16.6289539,mustard,S,12,6,
ID160,10.11,16.6289539,mustard,S,12,6,
ID161,11.81,16.6289539,mustard,S,12,6,
ID162,13.51,16.6289539,mustard,S,12,6,
ID163,15.21,16.6289539,mustard,S,12,6,
ID164,16.91,16.6289539,mustard,S,12,6,
ID165,18.61,16.6289539,mustard,S,12,6,
ID166,20.31,16.6289539,mustard,S,12,6,
ID167,22.01,16.6289539,mustard,S,12,6,
ID168,23.71,16.6289539,mustard,C,12,6,
ID169,0.76,18.1011971,mustard,S,12,6,
ID170,2.46,18.1011971,mustard,S,12,6,
ID171,4.16,18.1011971,mustard,S,12,6,
ID172,5.86,18.1011971,mustard,S,12,6,
ID173,7.56,18.1011971,mustard,S,12,6,
ID174,9.26,18.1011971,mustard,S,12,6,
ID175,10.96,18.1011971,mustard,S,12,6,
ID176,12.66,18.1011971,mustard,S,12,6,
ID177,14.36,18.1011971,mustard,S,12,6,
ID178,16.06,18.1011971,mustard,S,12,6,
ID179,17.76,18.1011971,mustard,S,12,6,
ID180,19.46,18.1011971,mustard,C,12,6,
ID181,21.16,18.1011971,mustard,S,12,6,
ID182,22.86,18.1011971,mustard,S,12,6,
ID183,1.61,19.5734403,mustard,S,12,6,
ID184,3.31,19.5734403,mustard,S,12,6,
ID185,5.01,19.5734403,mustard,S,12,6,
ID186,6.71,19.5734403,mustard,S,12,6,
ID187,8.41,19.5734403,mustard,S,12,6,
ID188,10.11,19.5734403,mustard,S,12,6,
ID189,11.81,19.5734403,mustard,S,12,6,
ID190,13.51,19.5734403,mustard,S,12,6,
ID191,15.21,19.5734403,mustard,S,12,6,
ID192,16.91,19.5734403,mustard,C,12,6,
ID193,18.61,19.5734403,mustard,S,12,6,
ID194,20.31,19.5734403,mustard,S,12,6,
ID195,22.01,19.5734403,mustard,S,12,6,
ID196,23.71,19.5734403,mustard,S,12,6,
ID197,0.76,21.0456834,mustard,S,12,6,
ID198,2.46,21.0456834,mustard,S,12,6,
ID199,4.16,21.0456834,mustard,S,12,6,
ID200,5.86,21.0456834,mustard,S,12,6,
ID201,7.56,21.0456834,mustard,S,12,6,
ID202,9.26,21.0456834,mustard,C,12,6,
ID203,10.96,21.0456834,mustard,C,12,6,
ID204,12.66,21.0456834,mustard,S,12,6,
ID205,14.36,21.0456834,mustard,S,12,6,
ID206,16.06,21.0456834,mustard,S,12,6,
ID207,17.76,21.0456834,mustard,S,12,6,
ID208,19.46,21.0456834,mustard,C,12,6,
ID209,21.16,21.0456834,mustard,S,12,6,
ID210,22.86,21.0456834,mustard,S,12,6,
ID211,1.61,22.5179266,mustard,S,12,6,
ID212,3.31,22.5179266,mustard,S,12,6,
ID213,5.01,22.5179266,mustard,S,12,6,
ID214,6.71,22.5179266,mustard,S,12,6,
ID215,8.41,22.5179266,mustard,S,12,6,
ID216,10.11,22.5179266,mustard,S,12,6,
ID217,11.81,22.5179266,mustard,S,12,6,
ID218,13.51,22.5179266,mustard,S,12,6,
ID219,15.21,22.5179266,mustard,S,12,6,
ID220,16.91,22.5179266,mustard,C,12,6,
ID221,18.61,22.5179266,mustard,S,12,6,
ID222,20.31,22.5179266,mustard,S,12,6,
ID223,22.01,22.5179266,mustard,S,12,6,
ID224,23.71,22.5179266,mustard,S,12,6,
ID225,0.76,23.9901698,mustard,C,12,6,
ID226,2.46,23.9901698,mustard,S,12,6,
ID227,4.16,23.9901698,mustard,S,12,6,
ID228,5.86,23.9901698,mustard,S,12,6,
ID229,7.56,23.9901698,mustard,S,12,6,
ID230,9.26,23.9901698,mustard,S,12,6,
ID231,10.96,23.9901698,mustard,S,12,6,
ID232,12.66,23.9901698,mustard,S,12,6,
ID233,14.36,23.9901698,mustard,S,12,6,
ID234,16.06,23.9901698,mustard,S,12,6,
ID235,17.76,23.9901698,mustard,S,12,6,
ID236,19.46,23.9901698,mustard,S,12,6,
ID237,21.16,23.9901698,mustard,S,12,6,
ID238,22.86,23.9901698,mustard,S,12,6,
ID1,0.76,0.43427883,pac choy,S,13,1,
ID2,2.46,0.43427883,pac choy,S,13,1,
ID3,4.16,0.43427883,pac choy,S,13,1,
ID4,5.86,0.43427883,pac choy,C,13,1,
ID5,7.56,0.43427883,pac choy,S,13,1,
ID6,9.26,0.43427883,pac choy,S,13,1,
ID7,10.96,0.43427883,pac choy,S,13,1,
ID8,12.66,0.43427883,pac choy,S,13,1,
ID9,14.36,0.43427883,pac choy,S,13,1,
ID10,16.06,0.43427883,pac choy,S,13,1,
ID11,17.76,0.43427883,pac choy,S,13,1,
ID12,19.46,0.43427883,pac choy,S,13,1,
ID13,21.16,0.43427883,pac choy,S,13,1,
ID14,22.86,0.43427883,pac choy,S,13,1,
ID15,1.61,1.90652201,pac choy,S,13,1,
ID16,3.31,1.90652201,pac choy,S,13,1,
ID17,5.01,1.90652201,pac choy,S,13,1,
ID18,6.71,1.90652201,pac choy,C,13,1,
ID19,8.41,1.90652201,pac choy,S,13,1,
ID20,10.11,1.90652201,pac choy,S,13,1,
ID21,11.81,1.90652201,pac choy,S,13,1,
ID22,13.51,1.90652201,pac choy,S,13,1,
ID23,15.21,1.90652201,pac choy,C,13,1,
ID24,16.91,1.90652201,pac choy,S,13,1,
ID25,18.61,1.90652201,pac choy,S,13,1,
ID26,20.31,1.90652201,pac choy,S,13,1,
ID27,22.01,1.90652201,pac choy,S,13,1,
ID28,23.71,1.90652201,pac choy,S,13,1,
ID29,0.76,3.3787652,pac choy,S,13,1,
ID30,2.46,3.3787652,pac choy,S,13,1,
ID31,4.16,3.3787652,pac choy,S,13,1,
ID32,5.86,3.3787652,pac choy,S,13,1,
ID33,7.56,3.3787652,pac choy,S,13,1,
ID34,9.26,3.3787652,pac choy,S,13,1,
ID35,10.96,3.3787652,pac choy,C,13,1,
ID36,12.66,3.3787652,pac choy,S,13,1,
ID37,14.36,3.3787652,pac choy,S,13,1,
ID38,16.06,3.3787652,pac choy,S,13,1,
ID39,17.76,3.3787652,pac choy,S,13,1,
ID40,19.46,3.3787652,pac choy,C,13,1,
ID41,21.16,3.3787652,pac choy,S,13,1,
ID42,22.86,3.3787652,pac choy,S,13,1,
ID43,1.61,4.85100839,pac choy,S,13,1,
ID44,3.31,4.85100839,pac choy,S,13,1,
ID45,5.01,4.85100839,pac choy,S,13,1,
ID46,6.71,4.85100839,pac choy,S,13,1,
ID47,8.41,4.85100839,pac choy,S,13,1,
ID48,10.11,4.85100839,pac choy,S,13,1,
ID49,11.81,4.85100839,pac choy,S,13,1,
ID50,13.51,4.85100839,pac choy,S,13,1,
ID51,15.21,4.85100839,pac choy,S,13,1,
ID52,16.91,4.85100839,pac choy,S,13,1,
ID53,18.61,4.85100839,pac choy,C,13,1,
ID54,20.31,4.85100839,pac choy,S,13,1,
ID55,22.01,4.85100839,pac choy,S,13,1,
ID56,23.71,4.85100839,pac choy,S,13,1,
ID57,0.76,6.32325157,pac choy,S,13,1,
ID58,2.46,6.32325157,pac choy,S,13,1,
ID59,4.16,6.32325157,pac choy,S,13,1,
ID60,5.86,6.32325157,pac choy,S,13,1,
ID61,7.56,6.32325157,pac choy,S,13,1,
ID62,9.26,6.32325157,pac choy,S,13,1,
ID63,10.96,6.32325157,pac choy,S,13,1,
ID64,12.66,6.32325157,pac choy,C,13,1,
ID65,14.36,6.32325157,pac choy,S,13,1,
ID66,16.06,6.32325157,pac choy,S,13,1,
ID67,17.76,6.32325157,pac choy,S,13,1,
ID68,19.46,6.32325157,pac choy,S,13,1,
ID69,21.16,6.32325157,pac choy,S,13,1,
ID70,22.86,6.32325157,pac choy,S,13,1,
ID71,1.61,7.79549476,pac choy,S,13,1,
ID72,3.31,7.79549476,pac choy,S,13,1,
ID73,5.01,7.79549476,pac choy,S,13,1,
ID74,6.71,7.79549476,pac choy,S,13,1,
ID75,8.41,7.79549476,pac choy,S,13,1,
ID76,10.11,7.79549476,pac choy,C,13,1,
ID77,11.81,7.79549476,pac choy,C,13,1,
ID78,13.51,7.79549476,pac choy,C,13,1,
ID79,15.21,7.79549476,pac choy,S,13,1,
ID80,16.91,7.79549476,pac choy,S,13,1,
ID81,18.61,7.79549476,pac choy,S,13,1,
ID82,20.31,7.79549476,pac choy,S,13,1,
ID83,22.01,7.79549476,pac choy,S,13,1,
ID84,23.71,7.79549476,pac choy,S,13,1,
ID85,0.76,9.26773795,pac choy,S,13,1,
ID86,2.46,9.26773795,pac choy,S,13,1,
ID87,4.16,9.26773795,pac choy,S,13,1,
ID88,5.86,9.26773795,pac choy,S,13,1,
ID89,7.56,9.26773795,pac choy,S,13,1,
ID90,9.26,9.26773795,pac choy,S,13,1,
ID91,10.96,9.26773795,pac choy,S,13,1,
ID92,12.66,9.26773795,pac choy,S,13,1,
ID93,14.36,9.26773795,pac choy,S,13,1,
ID94,16.06,9.26773795,pac choy,S,13,1,
ID95,17.76,9.26773795,pac choy,S,13,1,
ID96,19.46,9.26773795,pac choy,S,13,1,
ID97,21.16,9.26773795,pac choy,S,13,1,
ID98,22.86,9.26773795,pac choy,S,13,1,
ID99,1.61,10.7399811,pac choy,S,13,1,
ID100,3.31,10.7399811,pac choy,S,13,1,
ID101,5.01,10.7399811,pac choy,S,13,1,
ID102,6.71,10.7399811,pac choy,S,13,1,
ID103,8.41,10.7399811,pac choy,S,13,1,
ID104,10.11,10.7399811,pac choy,S,13,1,
ID105,11.81,10.7399811,pac choy,S,13,1,
ID106,13.51,10.7399811,pac choy,C,13,1,
ID107,15.21,10.7399811,pac choy,S,13,1,
ID108,16.91,10.7399811,pac choy,S,13,1,
ID109,18.61,10.7399811,pac choy,S,13,1,
ID110,20.31,10.7399811,pac choy,S,13,1,
ID111,22.01,10.7399811,pac choy,S,13,1,
ID112,23.71,10.7399811,pac choy,S,13,1,
ID113,0.76,12.2122243,pac choy,S,13,1,
ID114,2.46,12.2122243,pac choy,S,13,1,
ID115,4.16,12.2122243,pac choy,C,13,1,
ID116,5.86,12.2122243,pac choy,S,13,1,
ID117,7.56,12.2122243,pac choy,S,13,1,
ID118,9.26,12.2122243,pac choy,C,13,1,
ID119,10.96,12.2122243,pac choy,S,13,1,
ID120,12.66,12.2122243,pac choy,S,13,1,
ID121,14.36,12.2122243,pac choy,S,13,1,
ID122,16.06,12.2122243,pac choy,S,13,1,
ID123,17.76,12.2122243,pac choy,S,13,1,
ID124,19.46,12.2122243,pac choy,S,13,1,
ID125,21.16,12.2122243,pac choy,S,13,1,
ID126,22.86,12.2122243,pac choy,S,13,1,
ID127,1.61,13.6844675,pac choy,S,13,1,
ID128,3.31,13.6844675,pac choy,C,13,1,
ID129,5.01,13.6844675,pac choy,S,13,1,
ID130,6.71,13.6844675,pac choy,S,13,1,
ID131,8.41,13.6844675,pac choy,C,13,1,
ID132,10.11,13.6844675,pac choy,S,13,1,
ID133,11.81,13.6844675,pac choy,S,13,1,
ID134,13.51,13.6844675,pac choy,S,13,1,
ID135,15.21,13.6844675,pac choy,S,13,1,
ID136,16.91,13.6844675,pac choy,S,13,1,
ID137,18.61,13.6844675,pac choy,S,13,1,
ID138,20.31,13.6844675,pac choy,C,13,1,
ID139,22.01,13.6844675,pac choy,S,13,1,
ID140,23.71,13.6844675,pac choy,S,13,1,
ID141,0.76,15.1567107,pac choy,S,13,1,
ID142,2.46,15.1567107,pac choy,S,13,1,
ID143,4.16,15.1567107,pac choy,S,13,1,
ID144,5.86,15.1567107,pac choy,S,13,1,
ID145,7.56,15.1567107,pac choy,S,13,1,
ID146,9.26,15.1567107,pac choy,S,13,1,
ID147,10.96,15.1567107,pac choy,C,13,1,
ID148,12.66,15.1567107,pac choy,S,13,1,
ID149,14.36,15.1567107,pac choy,S,13,1,
ID150,16.06,15.1567107,pac choy,S,13,1,
ID151,17.76,15.1567107,pac choy,S,13,1,
ID152,19.46,15.1567107,pac choy,C,13,1,
ID153,21.16,15.1567107,pac choy,S,13,1,
ID154,22.86,15.1567107,pac choy,C,13,1,
ID155,1.61,16.6289539,pac choy,S,13,1,
ID156,3.31,16.6289539,pac choy,S,13,1,
ID157,5.01,16.6289539,pac choy,S,13,1,
ID158,6.71,16.6289539,pac choy,S,13,1,
ID159,8.41,16.6289539,pac choy,S,13,1,
ID160,10.11,16.6289539,pac choy,S,13,1,
ID161,11.81,16.6289539,pac choy,S,13,1,
ID162,13.51,16.6289539,pac choy,S,13,1,
ID163,15.21,16.6289539,pac choy,S,13,1,
ID164,16.91,16.6289539,pac choy,S,13,1,
ID165,18.61,16.6289539,pac choy,S,13,1,
ID166,20.31,16.6289539,pac choy,S,13,1,
ID167,22.01,16.6289539,pac choy,S,13,1,
ID168,23.71,16.6289539,pac choy,S,13,1,
ID169,0.76,18.1011971,pac choy,S,13,1,
ID170,2.46,18.1011971,pac choy,S,13,1,
ID171,4.16,18.1011971,pac choy,S,13,1,
ID172,5.86,18.1011971,pac choy,S,13,1,
ID173,7.56,18.1011971,pac choy,S,13,1,
ID174,9.26,18.1011971,pac choy,S,13,1,
ID175,10.96,18.1011971,pac choy,C,13,1,
ID176,12.66,18.1011971,pac choy,S,13,1,
ID177,14.36,18.1011971,pac choy,S,13,1,
ID178,16.06,18.1011971,pac choy,S,13,1,
ID179,17.76,18.1011971,pac choy,S,13,1,
ID180,19.46,18.1011971,pac choy,S,13,1,
ID181,21.16,18.1011971,pac choy,S,13,1,
ID182,22.86,18.1011971,pac choy,S,13,1,
ID183,1.61,19.5734403,pac choy,S,13,1,
ID184,3.31,19.5734403,pac choy,S,13,1,
ID185,5.01,19.5734403,pac choy,S,13,1,
ID186,6.71,19.5734403,pac choy,S,13,1,
ID187,8.41,19.5734403,pac choy,S,13,1,
ID188,10.11,19.5734403,pac choy,S,13,1,
ID189,11.81,19.5734403,pac choy,S,13,1,
ID190,13.51,19.5734403,pac choy,S,13,1,
ID191,15.21,19.5734403,pac choy,S,13,1,
ID192,16.91,19.5734403,pac choy,S,13,1,
ID193,18.61,19.5734403,pac choy,S,13,1,
ID194,20.31,19.5734403,pac choy,S,13,1,
ID195,22.01,19.5734403,pac choy,S,13,1,
ID196,23.71,19.5734403,pac choy,S,13,1,
ID197,0.76,21.0456834,pac choy,S,13,1,
ID198,2.46,21.0456834,pac choy,S,13,1,
ID199,4.16,21.0456834,pac choy,S,13,1,
ID200,5.86,21.0456834,pac choy,C,13,1,
ID201,7.56,21.0456834,pac choy,S,13,1,
ID202,9.26,21.0456834,pac choy,S,13,1,
ID203,10.96,21.0456834,pac choy,S,13,1,
ID204,12.66,21.0456834,pac choy,C,13,1,
ID205,14.36,21.0456834,pac choy,S,13,1,
ID206,16.06,21.0456834,pac choy,S,13,1,
ID207,17.76,21.0456834,pac choy,S,13,1,
ID208,19.46,21.0456834,pac choy,S,13,1,
ID209,21.16,21.0456834,pac choy,S,13,1,
ID210,22.86,21.0456834,pac choy,S,13,1,
ID211,1.61,22.5179266,pac choy,S,13,1,
ID212,3.31,22.5179266,pac choy,S,13,1,
ID213,5.01,22.5179266,pac choy,C,13,1,
ID214,6.71,22.5179266,pac choy,S,13,1,
ID215,8.41,22.5179266,pac choy,S,13,1,
ID216,10.11,22.5179266,pac choy,S,13,1,
ID217,11.81,22.5179266,pac choy,S,13,1,
ID218,13.51,22.5179266,pac choy,S,13,1,
ID219,15.21,22.5179266,pac choy,S,13,1,
ID220,16.91,22.5179266,pac choy,S,13,1,
ID221,18.61,22.5179266,pac choy,S,13,1,
ID222,20.31,22.5179266,pac choy,S,13,1,
ID223,22.01,22.5179266,pac choy,S,13,1,
ID224,23.71,22.5179266,pac choy,S,13,1,
ID225,0.76,23.9901698,pac choy,C,13,1,
ID226,2.46,23.9901698,pac choy,S,13,1,
ID227,4.16,23.9901698,pac choy,S,13,1,
ID228,5.86,23.9901698,pac choy,S,13,1,
ID229,7.56,23.9901698,pac choy,S,13,1,
ID230,9.26,23.9901698,pac choy,S,13,1,
ID231,10.96,23.9901698,pac choy,S,13,1,
ID232,12.66,23.9901698,pac choy,S,13,1,
ID233,14.36,23.9901698,pac choy,S,13,1,
ID234,16.06,23.9901698,pac choy,S,13,1,
ID235,17.76,23.9901698,pac choy,S,13,1,
ID236,19.46,23.9901698,pac choy,S,13,1,
ID237,21.16,23.9901698,pac choy,S,13,1,
ID238,22.86,23.9901698,pac choy,S,13,1,
ID1,0.76,0.43427883,pac choy,C,14,2,
ID2,2.46,0.43427883,pac choy,S,14,2,
ID3,4.16,0.43427883,pac choy,S,14,2,
ID4,5.86,0.43427883,pac choy,S,14,2,
ID5,7.56,0.43427883,pac choy,S,14,2,
ID6,9.26,0.43427883,pac choy,S,14,2,
ID7,10.96,0.43427883,pac choy,S,14,2,
ID8,12.66,0.43427883,pac choy,S,14,2,
ID9,14.36,0.43427883,pac choy,S,14,2,
ID10,16.06,0.43427883,pac choy,S,14,2,
ID11,17.76,0.43427883,pac choy,S,14,2,
ID12,19.46,0.43427883,pac choy,S,14,2,
ID13,21.16,0.43427883,pac choy,C,14,2,
ID14,22.86,0.43427883,pac choy,S,14,2,
ID15,1.61,1.90652201,pac choy,S,14,2,
ID16,3.31,1.90652201,pac choy,C,14,2,
ID17,5.01,1.90652201,pac choy,S,14,2,
ID18,6.71,1.90652201,pac choy,S,14,2,
ID19,8.41,1.90652201,pac choy,S,14,2,
ID20,10.11,1.90652201,pac choy,S,14,2,
ID21,11.81,1.90652201,pac choy,S,14,2,
ID22,13.51,1.90652201,pac choy,S,14,2,
ID23,15.21,1.90652201,pac choy,C,14,2,
ID24,16.91,1.90652201,pac choy,S,14,2,
ID25,18.61,1.90652201,pac choy,S,14,2,
ID26,20.31,1.90652201,pac choy,S,14,2,
ID27,22.01,1.90652201,pac choy,S,14,2,
ID28,23.71,1.90652201,pac choy,S,14,2,
ID29,0.76,3.3787652,pac choy,S,14,2,
ID30,2.46,3.3787652,pac choy,S,14,2,
ID31,4.16,3.3787652,pac choy,S,14,2,
ID32,5.86,3.3787652,pac choy,S,14,2,
ID33,7.56,3.3787652,pac choy,S,14,2,
ID34,9.26,3.3787652,pac choy,S,14,2,
ID35,10.96,3.3787652,pac choy,S,14,2,
ID36,12.66,3.3787652,pac choy,S,14,2,
ID37,14.36,3.3787652,pac choy,S,14,2,
ID38,16.06,3.3787652,pac choy,S,14,2,
ID39,17.76,3.3787652,pac choy,S,14,2,
ID40,19.46,3.3787652,pac choy,C,14,2,
ID41,21.16,3.3787652,pac choy,S,14,2,
ID42,22.86,3.3787652,pac choy,S,14,2,
ID43,1.61,4.85100839,pac choy,C,14,2,
ID44,3.31,4.85100839,pac choy,S,14,2,
ID45,5.01,4.85100839,pac choy,S,14,2,
ID46,6.71,4.85100839,pac choy,S,14,2,
ID47,8.41,4.85100839,pac choy,S,14,2,
ID48,10.11,4.85100839,pac choy,C,14,2,
ID49,11.81,4.85100839,pac choy,S,14,2,
ID50,13.51,4.85100839,pac choy,S,14,2,
ID51,15.21,4.85100839,pac choy,S,14,2,
ID52,16.91,4.85100839,pac choy,S,14,2,
ID53,18.61,4.85100839,pac choy,S,14,2,
ID54,20.31,4.85100839,pac choy,S,14,2,
ID55,22.01,4.85100839,pac choy,S,14,2,
ID56,23.71,4.85100839,pac choy,S,14,2,
ID57,0.76,6.32325157,pac choy,S,14,2,
ID58,2.46,6.32325157,pac choy,S,14,2,
ID59,4.16,6.32325157,pac choy,S,14,2,
ID60,5.86,6.32325157,pac choy,S,14,2,
ID61,7.56,6.32325157,pac choy,S,14,2,
ID62,9.26,6.32325157,pac choy,S,14,2,
ID63,10.96,6.32325157,pac choy,S,14,2,
ID64,12.66,6.32325157,pac choy,S,14,2,
ID65,14.36,6.32325157,pac choy,C,14,2,
ID66,16.06,6.32325157,pac choy,S,14,2,
ID67,17.76,6.32325157,pac choy,S,14,2,
ID68,19.46,6.32325157,pac choy,S,14,2,
ID69,21.16,6.32325157,pac choy,S,14,2,
ID70,22.86,6.32325157,pac choy,S,14,2,
ID71,1.61,7.79549476,pac choy,C,14,2,
ID72,3.31,7.79549476,pac choy,S,14,2,
ID73,5.01,7.79549476,pac choy,S,14,2,
ID74,6.71,7.79549476,pac choy,S,14,2,
ID75,8.41,7.79549476,pac choy,C,14,2,
ID76,10.11,7.79549476,pac choy,S,14,2,
ID77,11.81,7.79549476,pac choy,S,14,2,
ID78,13.51,7.79549476,pac choy,S,14,2,
ID79,15.21,7.79549476,pac choy,S,14,2,
ID80,16.91,7.79549476,pac choy,S,14,2,
ID81,18.61,7.79549476,pac choy,S,14,2,
ID82,20.31,7.79549476,pac choy,S,14,2,
ID83,22.01,7.79549476,pac choy,S,14,2,
ID84,23.71,7.79549476,pac choy,S,14,2,
ID85,0.76,9.26773795,pac choy,C,14,2,
ID86,2.46,9.26773795,pac choy,S,14,2,
ID87,4.16,9.26773795,pac choy,S,14,2,
ID88,5.86,9.26773795,pac choy,S,14,2,
ID89,7.56,9.26773795,pac choy,S,14,2,
ID90,9.26,9.26773795,pac choy,S,14,2,
ID91,10.96,9.26773795,pac choy,S,14,2,
ID92,12.66,9.26773795,pac choy,S,14,2,
ID93,14.36,9.26773795,pac choy,S,14,2,
ID94,16.06,9.26773795,pac choy,S,14,2,
ID95,17.76,9.26773795,pac choy,S,14,2,
ID96,19.46,9.26773795,pac choy,S,14,2,
ID97,21.16,9.26773795,pac choy,S,14,2,
ID98,22.86,9.26773795,pac choy,S,14,2,
ID99,1.61,10.7399811,pac choy,S,14,2,
ID100,3.31,10.7399811,pac choy,S,14,2,
ID101,5.01,10.7399811,pac choy,S,14,2,
ID102,6.71,10.7399811,pac choy,S,14,2,
ID103,8.41,10.7399811,pac choy,S,14,2,
ID104,10.11,10.7399811,pac choy,S,14,2,
ID105,11.81,10.7399811,pac choy,C,14,2,
ID106,13.51,10.7399811,pac choy,S,14,2,
ID107,15.21,10.7399811,pac choy,S,14,2,
ID108,16.91,10.7399811,pac choy,S,14,2,
ID109,18.61,10.7399811,pac choy,S,14,2,
ID110,20.31,10.7399811,pac choy,S,14,2,
ID111,22.01,10.7399811,pac choy,S,14,2,
ID112,23.71,10.7399811,pac choy,S,14,2,
ID113,0.76,12.2122243,pac choy,S,14,2,
ID114,2.46,12.2122243,pac choy,S,14,2,
ID115,4.16,12.2122243,pac choy,C,14,2,
ID116,5.86,12.2122243,pac choy,S,14,2,
ID117,7.56,12.2122243,pac choy,S,14,2,
ID118,9.26,12.2122243,pac choy,S,14,2,
ID119,10.96,12.2122243,pac choy,S,14,2,
ID120,12.66,12.2122243,pac choy,S,14,2,
ID121,14.36,12.2122243,pac choy,S,14,2,
ID122,16.06,12.2122243,pac choy,C,14,2,
ID123,17.76,12.2122243,pac choy,S,14,2,
ID124,19.46,12.2122243,pac choy,S,14,2,
ID125,21.16,12.2122243,pac choy,S,14,2,
ID126,22.86,12.2122243,pac choy,S,14,2,
ID127,1.61,13.6844675,pac choy,S,14,2,
ID128,3.31,13.6844675,pac choy,S,14,2,
ID129,5.01,13.6844675,pac choy,S,14,2,
ID130,6.71,13.6844675,pac choy,S,14,2,
ID131,8.41,13.6844675,pac choy,S,14,2,
ID132,10.11,13.6844675,pac choy,S,14,2,
ID133,11.81,13.6844675,pac choy,S,14,2,
ID134,13.51,13.6844675,pac choy,S,14,2,
ID135,15.21,13.6844675,pac choy,S,14,2,
ID136,16.91,13.6844675,pac choy,S,14,2,
ID137,18.61,13.6844675,pac choy,C,14,2,
ID138,20.31,13.6844675,pac choy,S,14,2,
ID139,22.01,13.6844675,pac choy,S,14,2,
ID140,23.71,13.6844675,pac choy,C,14,2,
ID141,0.76,15.1567107,pac choy,S,14,2,
ID142,2.46,15.1567107,pac choy,S,14,2,
ID143,4.16,15.1567107,pac choy,S,14,2,
ID144,5.86,15.1567107,pac choy,C,14,2,
ID145,7.56,15.1567107,pac choy,S,14,2,
ID146,9.26,15.1567107,pac choy,S,14,2,
ID147,10.96,15.1567107,pac choy,S,14,2,
ID148,12.66,15.1567107,pac choy,S,14,2,
ID149,14.36,15.1567107,pac choy,S,14,2,
ID150,16.06,15.1567107,pac choy,S,14,2,
ID151,17.76,15.1567107,pac choy,S,14,2,
ID152,19.46,15.1567107,pac choy,S,14,2,
ID153,21.16,15.1567107,pac choy,S,14,2,
ID154,22.86,15.1567107,pac choy,S,14,2,
ID155,1.61,16.6289539,pac choy,C,14,2,
ID156,3.31,16.6289539,pac choy,S,14,2,
