trayID,ID,x,y,spID,state0,state_final,day,NOTES
5,ID89,9.765,13.10423048,radish,S,S,,
5,ID90,11.765,13.10423048,radish,S,S,,
5,ID91,13.765,13.10423048,radish,S,I,14,
5,ID92,15.765,13.10423048,radish,S,I,12,
5,ID93,17.765,13.10423048,radish,C,I,9,
5,ID94,19.765,13.10423048,radish,S,I,9,
5,ID95,21.765,13.10423048,radish,S,I,12,
5,ID96,23.765,13.10423048,radish,S,I,17,
5,ID97,0.765,14.83628129,radish,S,I,12,
5,ID98,2.765,14.83628129,radish,S,I,12,
5,ID99,4.765,14.83628129,radish,S,S,,
5,ID100,6.765,14.83628129,radish,S,I,9,
5,ID101,8.765,14.83628129,radish,S,S,,
5,ID102,10.765,14.83628129,radish,S,S,,
5,ID103,12.765,14.83628129,radish,C,I,6,
5,ID104,14.765,14.83628129,radish,S,I,17,
5,ID105,16.765,14.83628129,radish,S,S,,
5,ID106,18.765,14.83628129,radish,S,NA,NA,
5,ID107,20.765,14.83628129,radish,C,NA,NA,
5,ID108,22.765,14.83628129,radish,S,I,9,
5,ID109,1.765,16.5683321,radish,C,NA,NA,
5,ID110,3.765,16.5683321,radish,S,S,,
5,ID111,5.765,16.5683321,radish,S,S,,
5,ID112,7.765,16.5683321,radish,C,I,12,
5,ID113,9.765,16.5683321,radish,S,S,,
5,ID114,11.765,16.5683321,radish,S,NA,NA,
5,ID115,13.765,16.5683321,radish,S,S,,
5,ID116,15.765,16.5683321,radish,S,S,,
5,ID117,17.765,16.5683321,radish,S,I,14,
5,ID118,19.765,16.5683321,radish,S,I,9,
5,ID119,21.765,16.5683321,radish,S,I,9,
5,ID120,23.765,16.5683321,radish,S,S,,
5,ID121,0.765,18.30038291,radish,S,I,17,
5,ID122,2.765,18.30038291,radish,S,I,17,
5,ID123,4.765,18.30038291,radish,S,S,,
5,ID124,6.765,18.30038291,radish,S,S,,
5,ID125,8.765,18.30038291,radish,S,S,,
5,ID126,10.765,18.30038291,radish,S,I,9,
5,ID127,12.765,18.30038291,radish,S,I,9,
5,ID128,14.765,18.30038291,radish,S,S,,
5,ID129,16.765,18.30038291,radish,S,I,17,
5,ID130,18.765,18.30038291,radish,S,NA,NA,
5,ID131,20.765,18.30038291,radish,S,I,17,
5,ID132,22.765,18.30038291,radish,S,S,,
5,ID133,1.765,20.03243371,radish,S,S,,
5,ID134,3.765,20.03243371,radish,S,S,,
5,ID135,5.765,20.03243371,radish,S,S,,
5,ID136,7.765,20.03243371,radish,S,S,,
5,ID137,9.765,20.03243371,radish,C,I,6,
5,ID138,11.765,20.03243371,radish,S,S,,
5,ID139,13.765,20.03243371,radish,S,S,,
5,ID140,15.765,20.03243371,radish,S,S,,
5,ID141,17.765,20.03243371,radish,S,S,,
5,ID142,19.765,20.03243371,radish,S,S,,
5,ID143,21.765,20.03243371,radish,S,S,,
5,ID144,23.765,20.03243371,radish,S,S,,
5,ID145,0.765,21.76448452,radish,S,I,14,
5,ID146,2.765,21.76448452,radish,C,I,6,
5,ID147,4.765,21.76448452,radish,S,S,,
5,ID148,6.765,21.76448452,radish,S,S,,
5,ID149,8.765,21.76448452,radish,S,S,,
5,ID150,10.765,21.76448452,radish,S,NA,NA,
5,ID151,12.765,21.76448452,radish,S,S,,
5,ID152,14.765,21.76448452,radish,S,S,,
5,ID153,16.765,21.76448452,radish,S,S,,
5,ID154,18.765,21.76448452,radish,S,S,,
5,ID155,20.765,21.76448452,radish,S,S,,
5,ID156,22.765,21.76448452,radish,S,NA,NA,
5,ID157,1.765,23.49653533,radish,S,NA,NA,
5,ID158,3.765,23.49653533,radish,S,NA,NA,
5,ID159,5.765,23.49653533,radish,S,NA,NA,
5,ID160,7.765,23.49653533,radish,S,NA,NA,
5,ID161,9.765,23.49653533,radish,S,NA,NA,
5,ID162,11.765,23.49653533,radish,S,NA,NA,
5,ID163,13.765,23.49653533,radish,S,NA,NA,
5,ID164,15.765,23.49653533,radish,S,NA,NA,
5,ID165,17.765,23.49653533,radish,S,NA,NA,
5,ID166,19.765,23.49653533,radish,S,NA,NA,
5,ID167,21.765,23.49653533,radish,S,NA,NA,
5,ID168,23.765,23.49653533,radish,S,NA,NA,
